key,0,1,2,3,4,5,6,7,8,9
#,SpecialShop[0],SpecialShop[1],DefaultTalk[0],DefaultTalk[1],DefaultTalk[2],DefaultTalk[3],DefaultTalk[4],DefaultTalk[5],DefaultTalk[6],DefaultTalk[7]
int32,SpecialShop,SpecialShop,DefaultTalk,DefaultTalk,DefaultTalk,DefaultTalk,DefaultTalk,DefaultTalk,DefaultTalk,DefaultTalk
0,0,0,0,0,0,0,0,0,0,0
1037055,1770470,0,597600,597601,597602,597603,597610,597604,0,0
1037304,1770471,0,597605,597606,597607,597608,597610,597609,0,0
1037484,1770458,1770459,597569,0,0,597570,597599,597571,597572,597573
1037635,1770460,1770461,597574,0,0,597575,597599,597576,597577,597578
1037724,1770462,1770463,597579,0,0,597580,597599,597581,597582,597583
1037793,1770464,1770465,597584,0,0,597585,597599,597586,597587,597588
1037909,1770466,1770467,597589,0,0,597590,597599,597591,597592,597593
1038004,1770468,1770469,597594,0,0,597595,597599,597596,597597,597598
