key,0,1,2,3,4,5
#,,,Action,,,Guide
int32,byte,byte,Action,byte,uint32,Guide
0,255,0,0,0,0,0
1,40,1,28,0,0,1
2,40,2,209,0,0,2
3,42,1,48,0,0,3
4,42,2,249,0,0,4
5,54,1,3629,0,0,5
6,78,1,16466,0,0,6
7,54,2,158,0,0,7
8,78,1,7393,0,0,8
9,78,1,16472,0,0,9
10,45,2,196,0,0,10
11,45,2,309,0,0,11
12,47,1,166,0,0,12
13,50,1,7437,0,0,13
14,50,1,16545,0,0,14
15,55,1,3590,0,0,15
16,55,1,16552,0,0,16
17,61,1,3546,0,0,17
18,61,1,3546,0,0,18
19,58,2,482,0,0,64
20,43,2,163,0,0,20
21,43,2,508,0,0,21
22,62,1,2263,0,0,22
23,51,2,165,0,0,23
24,57,1,7867,0,0,24
25,56,2,215,0,0,25
26,44,1,114,0,0,26
27,44,1,116,0,0,27
28,44,1,3559,0,0,28
29,44,2,287,0,0,29
30,52,1,17209,0,0,30
31,52,1,2864,2,294,31
32,46,1,141,0,0,32
33,46,2,460,0,0,33
34,46,2,295,0,0,34
35,46,1,7422,0,0,35
36,46,2,297,0,0,36
37,49,1,25800,0,0,37
38,49,2,474,0,0,38
39,49,2,178,0,0,39
40,49,2,502,0,0,40
41,80,1,15997,0,0,41
42,81,2,252,0,0,42
43,80,1,15998,0,0,43
44,81,2,255,0,0,44
45,58,1,7503,0,0,45
46,79,1,16142,0,0,46
47,79,2,257,0,0,47
48,0,0,0,0,0,0
49,56,1,16487,0,0,49
50,91,2,433,0,0,50
51,0,0,0,0,0,0
52,55,1,7443,0,0,52
53,49,1,25800,0,0,53
54,48,1,16508,0,0,54
55,44,2,448,0,0,55
56,46,2,465,0,0,56
57,79,2,427,0,0,57
58,87,2,379,0,0,58
59,88,2,384,0,0,59
60,88,2,386,0,0,60
61,89,1,24290,0,0,61
62,90,2,370,0,0,62
63,90,2,373,0,0,63
