key,0,1
#,Quest,Redo
int32,Quest,QuestRedoChapter
0,0,0
1,65998,1
2,65999,1
3,66079,1
4,66001,1
5,66002,1
6,66003,1
7,66004,1
8,66005,1
9,65933,1
10,65938,1
11,65939,1
12,65942,1
13,65948,1
14,65951,1
15,65949,1
16,65950,1
17,66225,1
18,66080,1
19,66226,1
20,66081,1
21,66082,1
22,65564,1
23,65737,1
24,65981,1
25,69390,1
26,65711,1
27,69391,1
28,65665,1
29,65712,1
30,65912,1
31,65913,1
32,65915,1
33,65916,1
34,65917,1
35,65920,1
36,65923,1
37,65697,1
38,65982,1
39,65983,1
40,65984,1
41,65985,1
42,66043,1
43,66131,1
44,66207,1
45,66086,1
46,65839,1
47,69388,1
48,65843,1
49,65856,1
50,66159,1
51,65864,1
52,66039,1
53,65865,1
54,65866,1
55,69389,1
56,65868,1
57,65869,1
58,65870,1
59,65872,1
60,66164,1
61,66087,1
62,66177,1
63,66088,1
64,66064,1
65,66210,1
66,66209,1
67,65781,2
68,66212,2
69,66213,2
70,66214,2
71,66196,2
72,66045,2
73,66046,2
74,66154,2
75,66155,2
76,66156,2
77,66157,2
78,66158,2
79,66110,2
80,65808,2
81,65879,2
82,66047,2
83,66216,2
84,66217,2
85,66218,2
86,66219,2
87,66220,2
88,66221,2
89,66049,2
90,69392,2
91,66245,2
92,66246,2
93,66251,2
94,69393,2
95,69394,2
96,66255,2
97,66260,2
98,66261,2
99,69395,2
100,69396,2
101,69397,2
102,66273,2
103,66274,2
104,69398,2
105,66050,2
106,66279,2
107,66280,2
108,66282,2
109,66283,3
110,66284,3
111,66292,3
112,66293,3
113,66297,3
114,66298,3
115,66299,3
116,66301,3
117,66310,3
118,66311,3
119,66312,3
120,66313,3
121,66314,3
122,66318,3
123,66319,3
124,69399,3
125,69400,3
126,66323,3
127,66322,3
128,66335,3
129,66336,3
130,66337,3
131,66052,3
132,66345,3
133,66346,3
134,66347,3
135,66348,3
136,66350,3
137,69401,3
138,66357,3
139,66358,3
140,66367,3
141,66368,3
142,69402,3
143,66376,3
144,66379,3
145,66381,3
146,66382,3
147,66384,3
148,66386,3
149,66391,3
150,66392,3
151,66393,3
152,66053,4
153,69403,4
154,66412,4
155,66414,4
156,66054,4
157,66419,4
