key,0,1,2,3,4,5,6,7,8,9,10,11
#,Icon,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,Name,Tooltip,Action
int32,Image,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,str,Action
0,0,"",0,"",0,0,1,0,0,"","",0
1,27976,"pomander of safety",0,"pomanders of safety",0,0,1,0,0,"Pomander of Safety","Removes all traps from the current floor.",6259
2,27977,"pomander of sight",0,"pomanders of sight",0,0,1,0,0,"Pomander of Sight","Reveals the current floor's map and the location of all hidden traps.",6260
3,27978,"pomander of strength",0,"pomanders of strength",0,0,1,0,0,"Pomander of Strength","Increases damage dealt and HP recovered via healing magic by 30%.",6262
4,27979,"pomander of steel",0,"pomanders of steel",0,0,1,0,0,"Pomander of Steel","Decreases damage received by 40%.",6263
5,27980,"pomander of affluence",0,"pomanders of affluence",0,0,1,0,0,"Pomander of Affluence","Increases the number of treasure coffers on the next floor.",6264
6,27981,"pomander of flight",0,"pomanders of flight",0,0,1,0,0,"Pomander of Flight","Decreases the number of enemies on the next floor.",6265
7,27982,"pomander of alteration",0,"pomanders of alteration",0,0,1,0,0,"Pomander of Alteration","Changes the enemy occupying a random room on the next floor into a mimic or a mandragora.",6266
8,27983,"pomander of purity",0,"pomanders of purity",0,0,1,0,0,"Pomander of Purity","Removes the Pox status.",6267
9,27984,"pomander of fortune",0,"pomanders of fortune",0,0,1,0,0,"Pomander of Fortune","Increases the chance enemies on the current floor will drop treasure coffers.",6268
10,27985,"pomander of witching",0,"pomanders of witching",0,0,1,0,0,"Pomander of Witching","Transforms all targets within range into a frog, imp, or chicken.",6269
11,27986,"pomander of serenity",0,"pomanders of serenity",0,0,1,0,0,"Pomander of Serenity","Removes all enchantments from the current floor.",6270
12,27987,"pomander of rage",0,"pomanders of rage",0,0,1,0,0,"Pomander of Rage","Transforms user into a manticore.",6271
13,27988,"pomander of lust",0,"pomanders of lust",0,0,1,0,0,"Pomander of Lust","Transforms user into a succubus.",6272
14,27991,"pomander of intuition",0,"pomanders of intuition",0,0,1,0,0,"Pomander of Intuition","Reveals the current floor's hidden treasure.",6870
15,27989,"pomander of raising",0,"pomanders of raising",0,0,1,0,0,"Pomander of Raising","Instantly raises the first party member to be KO'd.",6868
16,27990,"pomander of resolution",0,"pomanders of resolution",0,0,1,0,0,"Pomander of Resolution","Transforms user into Kuribu.",6869
17,27994,"pomander of frailty",0,"pomanders of frailty",0,0,1,0,0,"Pomander of Frailty","Weakens all enemies on current floor.",11275
18,27992,"pomander of concealment",0,"pomanders of concealment",0,0,1,0,0,"Pomander of Concealment","Renders party invisible to enemies and traps.",11276
19,27993,"pomander of petrification",0,"pomanders of petrification",0,0,1,0,0,"Pomander of Petrification","Turns all enemies on current floor to stone.",11277
