key,0,1
#,,Name
int32,byte,str
0,0,"None"
1,1,"Minions"
2,40,"Speech Bubbles"
3,60,"Emotes"
4,20,"Triple Triad"
5,100,"General"
6,10,"Flags"
7,31,"Punctuation Marks"
8,70,"Meals"
9,30,"Decorations"
10,102,"Duty"
11,101,"Quest"
12,103,"FATE"
13,104,"Gold Saucer"
14,0,""
15,0,""
16,105,"Logos"
17,32,"Manga"
18,71,"Medicine"
19,50,"Quest Icons"
20,80,"Doodles"
21,90,"<Gui(112)/> Fan Festival 2021"
22,190,"<Gui(112)/> Fan Festival 2021"
23,81,"Washi Tape"
24,2,"Classes/Jobs"
25,21,"Doman Mahjong"
26,0,""
27,0,""
28,0,""
29,0,""
30,0,""
