key,0
#,Text
int32,str
0,""
1,"× <Value>IntegerParameter(1)</Value>"
2,"残り"
3,"East"
4,"South"
5,"West"
6,"North"
7,"Toggle Score"
8,"Calls On"
9,"Calls Off"
10,"Pon!"
11,"Chi!"
12,"Kan!"
13,"Riichi!"
14,"Tsumo!"
15,"Ron!"
16,"Riichi"
17,"Pon"
18,"Chi"
19,"Kan"
20,"Tsumo"
21,"Ron"
22,"Pass"
23,"Cancel"
24,"Close"
25,"Drew Nine Terminals or Honors"
26,"Four Players in Riichi"
27,"Triple Ron"
28,"Four Kan Called"
29,"Same Wind Discarded by Four Players"
30,"Four-way Stalemate"
31,"Draw"
32,"Abort this hand?"
33,"Yes"
34,"No"
35,"Hand aborted."
36,"Withdraw from the match?"
37,"Withdraw from this ranked match?
You will be counted as having finished in fourth place."
38,"You have attained the highest rank."
39,"Results"
40,"Results"
41,"Called Tsumo"
42,"Called Ron"
43,"East Wind"
44,"South Wind"
45,"West Wind"
46,"North Wind"
47,"Dora"
48,"Ura Dora"
49,"<Value>IntegerParameter(1)</Value> Han"
50,"<Value>IntegerParameter(1)</Value> Fu"
51,"Next"
52,"Mangan"
53,"Haneman"
54,"Baiman"
55,"Sanbaiman"
56,"Yakuman"
57,"Kazoe-yakuman"
58,"Double Yakuman"
59,"Triple Yakuman"
60,"Time until next hand: <Value>IntegerParameter(1)</Value>:<TwoDigitValue>IntegerParameter(2)</TwoDigitValue>"
61,"Time until final results: <Value>IntegerParameter(1)</Value>:<TwoDigitValue>IntegerParameter(2)</TwoDigitValue>"
62,"Match Results"
63,"Waiting for other players"
64,"End Match"
65,"●OPPONENT SELECT"
66,"●対戦者選択"
67,"●麻雀を始める"
68,"●戻る"
69,"●残り対戦者"
70,"●<Value>IntegerParameter(1)</Value>/<Value>IntegerParameter(2)</Value>"
71,"●まわりを気にせずカンをしまくって場を荒らす暴れん坊。"
72,"●ポンポン鳴いて「トイトイ」を狙う。"
73,"●「メンタンピン三色」が得意な正統派。他家のリーチが怖くておりちゃうことも。"
74,"●混一が好き。カンでドラを増やして高得点を狙う。黙聴もあり油断できない。"
75,"●お得意の四暗刻が炸裂する。"
76,"●手をつくるのが速い。親での一発逆転は要注意。"
77,"●伝承では古の知識をもつ理知的なおじいちゃん。牌の流れに逆らわない自然流。"
78,"●いつ誰がこの雀荘に呼び降ろしたのか、その真実を知る者はいない。"
79,"●"
80,""
81,""
82,""
83,"+<Value>IntegerParameter(1)</Value>"
84,"-<Value>IntegerParameter(1)</Value>"
85,"▲<Value>IntegerParameter(1)</Value>"
86,"▼<Value>IntegerParameter(1)</Value>"
87,"<Gui(11)/> Support Features"
88,"Pass"
89,"Discard"
90,"Discard"
91,"Discard"
92,"Kan!"
93,"Pon!"
94,"Chi!"
95,"Riichi!"
96,"Ron!"
97,"Tsumo!"
98,"Draw nine terminals or honors"
99,"Pon!"
100,"Chi!"
101,"Kan!"
102,"Riichi!"
103,"Tsumo!"
104,"Ron!"
105,"Pon!"
106,"Chi!"
107,"Kan!"
108,"Riichi!"
109,"Tsumo!"
110,"Ron!"
111,"Pon!"
112,"Chi!"
113,"Kan!"
114,"Riichi!"
115,"Tsumo!"
116,"Ron!"
117,"Pon!"
118,"Chi!"
119,"Kan!"
120,"Riichi!"
121,"Tsumo!"
122,"Ron!"
123,"Pon!"
124,"Chi!"
125,"Kan!"
126,"Riichi!"
127,"Tsumo!"
128,"Ron!"
129,"Pon!"
130,"Chi!"
131,"Kan!"
132,"Riichi!"
133,"Tsumo!"
134,"Ron!"
135,"Pon!"
136,"Chi!"
137,"Kan!"
138,"Riichi!"
139,"Tsumo!"
140,"Ron!"
141,"Pon!"
142,"Chi!"
143,"Kan!"
144,"Riichi!"
145,"Tsumo!"
146,"Ron!"
147,"Pon!"
148,"Chi!"
149,"Kan!"
150,"Riichi!"
151,"Tsumo!"
152,"Ron!"
153,"Score"
154,"Rank"
155,"Time remaining: <Value>IntegerParameter(1)</Value>:<TwoDigitValue>IntegerParameter(2)</TwoDigitValue>"
156,"East 1"
157,"East 2"
158,"East 3"
159,"East 4"
160,"South 1"
161,"South 2"
162,"South 3"
163,"South 4"
164,""
165,""
166,""
167,""
168,""
169,""
170,""
171,""
172,"One player held nine or more different types of number and honor tiles including terminals."
173,"Four players were in riichi."
174,"Three players called a winning hand at the same time."
175,"Four kan were formed."
176,"Each player discarded the same wind tile on the opening turn."
177,"Points Gained"
178,"In the event of a draw, <UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>any players unable to call a winning hand<UIGlow>01</UIGlow><UIForeground>01</UIForeground> must pay points to those <UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>able to call a winning hand<UIGlow>01</UIGlow><UIForeground>01</UIForeground>."
179,"Tenpai!"
180,"Noten..."
181,"Total Rank Points"
182,"<Value>IntegerParameter(1)</Value><If(GreaterThan(IntegerParameter(2),0))>/<Value>IntegerParameter(2)</Value><Else/></If>"
183,"Current Rank"
184,"Until Next Rank:"
185,"Points"
186,"<If(GreaterThan(IntegerParameter(1),0))> +<Value>IntegerParameter(1)</Value><Else/> <Value>IntegerParameter(1)</Value></If>"
187,"<Value>IntegerParameter(1)</Value> Each"
188,"<Value>IntegerParameter(1)</Value> - <Value>IntegerParameter(2)</Value>"
189,"Honba <Value>IntegerParameter(1)</Value>"
190,"Please wait for other players to end their turns."
191,""
192,""
193,""
194,""
195,""
196,""
197,"Dora (Traditional)"
198,"Dora (Doman Mahjong)"
199,"<If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>control<Else/>Ctrl</If><Else/><CommandIcon(15)/></If>:  Show Point Difference"
200,"Rating: <Value>IntegerParameter(1)</Value>"
201,"Time remaining until new hand: <Value>IntegerParameter(1)</Value> minutes"
202,"Time remaining until new hand: Less than one minute"
203,"One hand remaining"
204,"Final hand"
205,"<If(Equal(PlayerParameter(80),0))><If(Equal(PlayerParameter(78),3))>control<Else/>Ctrl</If><Else/><CommandIcon(15)/></If>: Check Discarded Tiles"
206,"Quadruple Yakuman"
207,"Time remaining:"
208,"Furiten: Prevents you from calling ron because a tile in your discard pile could have been used
to complete a winning hand, or you missed the chance to call a winning hand.
You may also be subject to furiten if you are in tenpai with an open hand but no guaranteed yaku."
209,"Auto-declare winning hand: ON"
210,"Auto-declare winning hand: OFF"
211,"Opponent List"
212,"<Highlight>StringParameter(1)</Highlight>"
213,"<Highlight>StringParameter(1)</Highlight>"
214,"<Highlight>StringParameter(1)</Highlight>"
215,"View Opponent List"
216,""
217,""
218,""
219,""
220,""
221,""
222,""
223,""
224,""
225,""
226,""
227,""
228,""
229,""
230,""
231,""
232,""
233,""
234,""
235,""
236,""
237,""
238,""
239,""
240,""
241,""
242,""
243,""
244,""
245,""
246,""
247,""
248,""
249,""
250,""
251,""
252,""
253,""
254,""
255,""
256,"Win with a drawn tile, without calling pon or chi."
257,"Win after calling riichi."
258,"Win on the turn after calling riichi."
259,"Win with the replacement tile after forming a kan."
260,"Win with a tile used by an opponent to form a kan."
261,"Win by drawing the last tile of the hand."
262,"Win by claiming the last tile of the hand."
263,"Win with a hand that consists of straights and a pair that does not use yaku tiles, and can be completed with two or more types of tile."
264,"Win with only number tiles and no terminals."
265,"Win with only number tiles and no terminals."
266,"Win with two identical straights of the same numbers in the same suit."
267,"Win with a yaku tile."
268,"Win with a triplet (or kan) of east wind yaku tiles."
269,"Win with a triplet (or kan) of south wind yaku tiles."
270,"Win with a triplet (or kan) of west wind yaku tiles."
271,"Win with a triplet (or kan) of north wind yaku tiles."
272,"Win with east round and east seat tiles."
273,"Win with south round and south seat tiles."
274,"Win with west round and west seat tiles."
275,"Win with north round and north seat tiles."
276,"Win with a triplet (or kan) of white dragon yaku tiles."
277,"Win with a triplet (or kan) of green dragon yaku tiles."
278,"Win with a triplet (or kan) of red dragon yaku tiles."
279,"Awards bonus han but is not a yaku by itself."
280,"Declare riichi on the first turn, then win immediately after."
281,"Win with the same straight in each suit."
282,"Win with three straights of the same suit, forming 1, 2, 3, and 4, 5, 6, and 7, 8, 9."
283,"Win with all melds containing terminals or honor tiles."
284,"Win with four triplets (or kan) and a pair."
285,"Win with three triplets of the same number in each suit."
286,"Win with four triplets (or kan) and a pair all containing only terminals or honor tiles."
287,"Win with three triplets (or kan) without calling pon. "
288,"Win with three kan."
289,"Win with two triplets and a pair of dragon tiles."
290,"Win with seven pairs."
291,"Win with terminals in each meld."
292,"Win with two sets of two identical straights."
293,"Win using only number tiles from one suit and honor tiles."
294,"Win using only number tiles from one suit."
295,"After all tiles have been drawn, win by having discarded only terminals and honor tiles."
296,"(Yakuman) The dealer wins on the first tile drawn."
297,"(Yakuman) Any non-dealer wins on the first tile drawn."
298,"(Yakuman) Form a hand using only number tiles from one suit, where it is possible to call a winning hand using any number."
299,"(Yakuman) Form a hand using only number tiles from one suit, calling a winning hand using any number."
300,"(Yakuman) Win with three triplets of dragon tiles."
301,"(Yakuman) Win with four triplets of wind tiles."
302,"(Yakuman) Win with three triplets and a pair of wind tiles."
303,"(Yakuman) Win with four triplets (or kan) without calling pon."
304,"(Yakuman) Win with four triplets (or kan) without calling pon, winning on the tile that completes a pair."
305,"(Yakuman) Win with four kan."
306,"(Yakuman) Win with only honor tiles."
307,"(Yakuman) Win with four triplets (or kan) containing only terminals."
308,"(Yakuman) Win using only green tiles."
309,"(Yakuman) Win with all terminals and each type of honor tile."
310,"(Yakuman) Win with all terminals and each type of honor tile, winning on the tile that completes a pair."
311,"Awards bonus han but is not a yaku by itself."
312,"Awards bonus han but is not a yaku by itself."
313,"(Yakuman) Win with three triplets of dragon tiles. If another player allowed the third triplet to be called, they must pay a penalty."
314,"(Yakuman) Win with four triplets of wind tiles. If another player allowed the fourth triplet to be called, they must pay a penalty."
315,""
316,""
317,""
318,""
319,""
320,""
321,""
322,""
323,""
324,""
325,""
326,""
327,""
328,""
329,""
330,""
