key,0
#,
int32,str
0,""
1,"That item will be destroyed if removed. Are you certain you wish to proceed?"
2,"The permit for <SheetEn(ENpcResident,2,IntegerParameter(1),1,1)/> will be returned to your inventory. Are you certain you wish to proceed?"
3,"The expansion of duties permit will be returned to your inventory. Are you certain you wish to proceed?"
4,"This furnishing will yield <Value>IntegerParameter(1)</Value> more <If(Equal(IntegerParameter(1),1))>meal<Else/>meals</If>.
If removed, it cannot be placed again. Are you certain you wish to proceed?"
5,"Any flowers displayed in the vase will be destroyed if the vase is removed. Are you certain you wish to proceed?"
6,"Any fish or trimmings kept in the aquarium will be destroyed if the aquarium is removed. Are you certain you wish to proceed?"
7,"Any painting contained within the frame will be destroyed if the frame is removed. Are you certain you wish to proceed?"
8,"Any designs applied to the partition will be destroyed if the partition is removed. Are you certain you wish to proceed?"
9,"This permit will be returned to your inventory. Are you certain you wish to proceed?"
10,"The expansion of duties permit will be returned to your inventory. Are you certain you wish to proceed?"
11,"This furnishing will yield <Value>IntegerParameter(1)</Value> more <If(Equal(IntegerParameter(1),1))>meal<Else/>meals</If>.
If removed, it cannot be placed again. Are you certain you wish to proceed?"
12,"Any flowers displayed in the vase will be destroyed if the vase is removed. Are you certain you wish to proceed?"
13,"Any fish or trimmings kept in the aquarium will be destroyed if the aquarium is removed. Are you certain you wish to proceed?"
14,"Any painting contained within the frame will be destroyed if the frame is removed. Are you certain you wish to proceed?"
15,"Any designs applied to the partition will be destroyed if the partition is removed. Are you certain you wish to proceed?"
16,"The permit for the estate servant will be returned to your inventory. Are you certain you wish to proceed?"
17,"Any angler's print contained within the frame will be destroyed if the frame is removed. Are you certain you wish to proceed?"
18,"Any angler's print contained within the frame will be destroyed if the frame is removed. Are you certain you wish to proceed?"
