key,0,1,2,3,4,5
#,,,,,,
int32,single,single,single,single,single,single
0,0,0,1,0,0,1
1,-0.076,-0.024,1.5,-0.076,-0.024,0.96
2,-0.08,-0.02,1.38,-0.08,-0.02,0.88
3,-0.07,-0.03,1.4,-0.07,-0.03,0.89
4,-0.07,-0.03,1.4,-0.07,-0.03,0.89
5,-0.1,-0.014,1.4,-0.1,-0.014,0.89
6,-0.1,-0.014,1.4,-0.1,-0.014,0.89
7,-0.1,-0.042,1.52,-0.1,-0.042,0.97
8,-0.1,-0.042,1.52,-0.1,-0.042,0.97
9,-0.09,-0.044,1.2,-0.09,-0.044,0.77
10,-0.09,-0.044,1.2,-0.09,-0.044,0.77
11,-0.1,-0.03,1.3,-0.1,-0.03,0.83
12,-0.1,-0.03,1.3,-0.1,-0.03,0.83
13,-0.094,0,1.04,-0.094,0,0.66
14,-0.094,0,1.04,-0.094,0,0.66
15,-0.067,-0.014,1.48,-0.066,-0.018,0.96
16,-0.067,-0.014,1.48,-0.066,-0.018,0.96
17,0,0,1,0,0,1
18,-0.1,-0.02,1.5,-0.1,-0.02,0.96
19,-0.1,-0.028,1.36,-0.1,-0.028,0.87
20,-0.1,-0.02,1.4,-0.1,-0.02,0.89
21,-0.1,-0.02,1.4,-0.1,-0.02,0.89
22,-0.1,-0.014,1.4,-0.1,-0.014,0.89
23,-0.1,-0.014,1.4,-0.1,-0.014,0.89
24,-0.11,-0.01,1.4,-0.11,-0.01,0.89
25,-0.11,-0.01,1.4,-0.11,-0.01,0.89
26,-0.094,-0.015,1.26,-0.094,-0.015,0.8
27,-0.094,-0.015,1.26,-0.094,-0.015,0.8
28,-0.05,-0.024,1.48,-0.05,-0.024,0.95
29,-0.05,-0.024,1.48,-0.05,-0.024,0.95
30,0,0,1,0,0,1
31,0,0,1,0,0,1
32,-0.09,-0.032,1.36,-0.09,-0.032,0.87
33,-0.09,-0.032,1.36,-0.09,-0.032,0.87
