key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
#,,,,,,,,ENpc,,Behavior,,,,,,,,,,,,,,,,,,,,,,,,,,,,Model{MainHand},Dye{MainHand},Model{OffHand},Dye{OffHand},Model{Head},Dye{Head},Model{Body},Dye{Body},Model{Hands},Dye{Hands},Model{Legs},Dye{Legs},Model{Feet},Dye{Feet},,,,,,,,,,
int32,uint32,bit&01,bit&02,bit&04,bit&08,bit&10,byte,ENpcResident,uint16,Behavior,uint16,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,int64,Stain,int64,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,Stain,uint32,byte,uint32,byte,uint32,byte,uint32,byte,uint32,byte
0.0,0,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,False,False,False,False,False,0,0,0,812,31331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.1,9,False,False,False,False,False,0,0,0,787,31384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.0,1,False,False,True,False,False,0,0,0,4348,31360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9001, 158, 1, 0",0,"0, 0, 0, 0",0,0,0,74676,0,65536,0,74676,0,74676,0,0,0,0,0,0,0,0,0,0,0
2.1,4,False,False,True,False,False,0,0,0,5565,31363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9001, 215, 1, 0",0,"0, 0, 0, 0",0,0,0,74676,0,65536,0,74676,0,74676,0,0,0,0,0,0,0,0,0,0,0
2.2,5,False,False,True,False,False,0,0,0,784,31373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,74676,0,65536,0,74676,0,74676,0,0,0,0,0,0,0,0,0,0,0
2.3,8,False,False,True,False,False,0,0,0,4217,31377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,74676,0,65536,0,74676,0,74676,0,0,0,0,0,0,0,0,0,0,0
2.4,9,False,False,True,False,False,0,0,0,916,31383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,74676,0,65536,0,74676,0,74676,0,0,0,0,0,0,0,0,0,0,0
3.0,1,False,False,False,False,False,0,0,0,799,31359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1,4,False,False,False,False,False,0,0,0,787,31366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0, 0, 0, 0",0,"0, 0, 0, 0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
