key,0,1
#,Type,Value
int32,byte,uint32
0,0,0
1,1,2
2,1,3
3,1,4
4,1,5
5,1,6
6,1,7
7,1,8
8,1,91
9,2,9
10,2,10
11,2,11
12,2,12
13,2,13
14,2,14
15,2,15
16,2,16
17,2,17
18,2,18
19,2,19
20,1,20
21,1,21
22,1,22
23,1,23
24,1,24
25,1,25
26,1,26
27,1,27
28,1,28
29,1,29
30,1,92
31,1,96
32,1,98
33,1,99
34,1,111
35,1,112
36,1,129
37,1,149
38,1,150
39,1,180
40,1,181
41,1,30
42,1,31
43,1,34
44,2,33
45,2,32
46,2,35
47,3,1
48,4,34
49,4,33
50,4,32
51,4,35
52,4,20
53,4,22
54,4,98
55,4,149
56,1,73
57,2,151
58,2,152
59,2,153
60,2,154
61,2,155
