key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
#,,,,Category[0],Category[1],Category[2],Category[3],Category[4],Category[5],Category[6],Category[7],Category[8],Category[9],Category[10],Category[11],Category[12],Category[13],Category[14],Category[15],Category[16],Category[17],Category[18],Category[19],Category[20],Category[21],Category[22],Category[23],Category[24],Category[25],Category[26],Category[27],Category[28],Category[29]
int32,uint32,byte,str,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory,InclusionShopCategory
3801088,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801089,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801090,0,0,"",1,2,3,5,4,7,6,8,9,10,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801091,0,0,"",13,14,15,17,16,19,18,20,21,22,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801092,0,0,"",25,26,27,29,28,31,30,32,33,34,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801093,0,1,"",37,38,39,41,40,43,42,44,45,46,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801094,0,2,"Scrip Exchange",49,50,53,51,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801095,0,3,"Gatherers' Scrip Exchange",51,52,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801096,0,2,"Scrip Exchange",55,56,53,57,58,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801097,0,2,"Scrip Exchange",59,60,53,61,62,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801098,0,4,"●対人戦績の取引",63,64,65,66,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
