0,"TEXT_JOBSMN501_02100_SEQ_00","Y'mhitra a une information \xc3\xa0 partager avec vous."
1,"TEXT_JOBSMN501_02100_SEQ_01","Y'mhitra vous a expliqu\xc3\xa9 avoir pr\xc3\xa9sent\xc3\xa9 vos d\xc3\xa9couvertes sur la magie invocatrice par le biais de la Fondation de Saint-Coinach, ce qui a amen\xc3\xa9 un certain nombre de gens \xc3\xa0 offrir leur aide ainsi que toutes sortes d'objets pour contribuer aux recherches. Consid\xc3\xa9rant que cela pourrait vous \xc3\xaatre utile, Y'mhitra vous a propos\xc3\xa9 d'aller voir Rammbroes, \xc3\xa0 la Trouvaille de Saint-Coinach, dans le Mor Dhona."
2,"TEXT_JOBSMN501_02100_SEQ_02","Le chef de l'\xc3\xa9quipe d'arch\xc3\xa9ologues s'est r\xc3\xa9joui en vous voyant et a devin\xc3\xa9 la raison de votre visite. Revenant sur le fait que des Primordiaux avaient r\xc3\xa9cemment fait leur apparition en \xc3\x89orz\xc3\xa9a, et notamment que vous les aviez vaincus, Rammbroes et Y'mhitra ont \xc3\xa9mis l'hypoth\xc3\xa8se selon laquelle vous seriez probablement capable d'invoquer leurs avatars respectifs. Et comme le lieu-dit de Pierrechantantes, situ\xc3\xa9 non loin de la Trouvaille de Saint-Coinach, semble poss\xc3\xa9der des propri\xc3\xa9t\xc3\xa9s \xc3\xa9lectriques, il a \xc3\xa9t\xc3\xa9 d\xc3\xa9cid\xc3\xa9 d'y effectuer un \x02\x1a\x02\x02\x03rituel de la foudre\x02\x1a\x02\x01\x03 pour voir si vous pouvez appeler Ramuh-Egi. Rejoignez Y'mhitra sur place."
3,"TEXT_JOBSMN501_02100_SEQ_03",bxc3\x80 votre grande d\xc3\xa9ception, le rituel n'a pas march\xc3\xa9, et vous n'avez pas pu invoquer l'avatar du Patriarche fulgurant. Y'mhitra vous a propos\xc3\xa9 de retourner aux chutes de l'Apkallu, \xc3\xa0 Gridania, pour analyser les raisons de cet \xc3\xa9chec."
4,"TEXT_JOBSMN501_02100_SEQ_04","Malgr\xc3\xa9 ses r\xc3\xa9flexions, Y'mhitra n'a pas encore r\xc3\xa9ussi \xc3\xa0 d\xc3\xa9couvrir ce qui avait fait \xc3\xa9chouer le \x02\x1a\x02\x02\x03rituel de la foudre\x02\x1a\x02\x01\x03, mais elle a d\xc3\xa9cid\xc3\xa9 d'\xc3\xa9tudier les objets que Rammbroes lui a remis pour y trouver un indice. Par ailleurs, pensant que vous n'\xc3\xaates peut-\xc3\xaatre pas assez \x02\x1a\x02\x02\x03fort\x02\x08\x08\xe9\x05\xff\x02e\xff\x01\x03\x02\x1a\x02\x01\x03 pour acqu\xc3\xa9rir un nouveau pouvoir, la jeune Miqo'te vous a demand\xc3\xa9 de vous entra\xc3\xaener durement.\x02\x10\x01\x03* Y'mhitra propose la prochaine qu\xc3\xaate aux invocateurs de niveau 52."
5,"TEXT_JOBSMN501_02100_SEQ_05",
6,"TEXT_JOBSMN501_02100_SEQ_06",
7,"TEXT_JOBSMN501_02100_SEQ_07",
8,"TEXT_JOBSMN501_02100_SEQ_08",
9,"TEXT_JOBSMN501_02100_SEQ_09",
10,"TEXT_JOBSMN501_02100_SEQ_10",
11,"TEXT_JOBSMN501_02100_SEQ_11",
12,"TEXT_JOBSMN501_02100_SEQ_12",
13,"TEXT_JOBSMN501_02100_SEQ_13",
14,"TEXT_JOBSMN501_02100_SEQ_14",
15,"TEXT_JOBSMN501_02100_SEQ_15",
16,"TEXT_JOBSMN501_02100_SEQ_16",
17,"TEXT_JOBSMN501_02100_SEQ_17",
18,"TEXT_JOBSMN501_02100_SEQ_18",
19,"TEXT_JOBSMN501_02100_SEQ_19",
20,"TEXT_JOBSMN501_02100_SEQ_20",
21,"TEXT_JOBSMN501_02100_SEQ_21",
22,"TEXT_JOBSMN501_02100_SEQ_22",
23,"TEXT_JOBSMN501_02100_SEQ_23",
24,"TEXT_JOBSMN501_02100_TODO_00","Parler \xc3\xa0 Rammbroes, \xc3\xa0 la Trouvaille de Saint-Coinach"
25,"TEXT_JOBSMN501_02100_TODO_01","Parler \xc3\xa0 Y'mhitra, \xc3\xa0 Pierrechantantes"
26,"TEXT_JOBSMN501_02100_TODO_02","Parler \xc3\xa0 Y'mhitra, aux chutes de l'Apkallu"
27,"TEXT_JOBSMN501_02100_TODO_03",
28,"TEXT_JOBSMN501_02100_TODO_04",
29,"TEXT_JOBSMN501_02100_TODO_05",
30,"TEXT_JOBSMN501_02100_TODO_06",
31,"TEXT_JOBSMN501_02100_TODO_07",
32,"TEXT_JOBSMN501_02100_TODO_08",
33,"TEXT_JOBSMN501_02100_TODO_09",
34,"TEXT_JOBSMN501_02100_TODO_10",
35,"TEXT_JOBSMN501_02100_TODO_11",
36,"TEXT_JOBSMN501_02100_TODO_12",
37,"TEXT_JOBSMN501_02100_TODO_13",
38,"TEXT_JOBSMN501_02100_TODO_14",
39,"TEXT_JOBSMN501_02100_TODO_15",
40,"TEXT_JOBSMN501_02100_TODO_16",
41,"TEXT_JOBSMN501_02100_TODO_17",
42,"TEXT_JOBSMN501_02100_TODO_18",
43,"TEXT_JOBSMN501_02100_TODO_19",
44,"TEXT_JOBSMN501_02100_TODO_20",
45,"TEXT_JOBSMN501_02100_TODO_21",
46,"TEXT_JOBSMN501_02100_TODO_22",
47,"TEXT_JOBSMN501_02100_TODO_23",
48,"TEXT_JOBSMN501_02100_YMHITRA_000_000","Ah, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03\x02\x1d\x01\x03! Tu tombes bien, j'aimerais que tu viennes avec moi \xc3\xa0 la Trouvaille de Saint-Coinach."
