0,TEXT_KINGZC304_05088_SEQ_00,"** Schwierigkeitsanpassung**
Movamuq macht sich große Sorgen um ihren Topfwerker."
1,TEXT_KINGZC304_05088_SEQ_01,"**** Die Schwierigkeit des Auftrags wird an die aktuelle Stufe angepasst.

Anfroy ist verschwunden, aber Movamuq hat eine Idee. Warum nicht den Pfeilen zu seinem Geheimversteck folgen, die er vor einiger Zeit für andere Topfwerker angelegt hat?"
2,TEXT_KINGZC304_05088_SEQ_02,"Du findest einen Pfeil, der nach Nordwesten weist."
3,TEXT_KINGZC304_05088_SEQ_03,"Der zweite Pfeil zeigt nach Westen aus dem Dorf heraus, in Richtung Garbrandstaden."
4,TEXT_KINGZC304_05088_SEQ_04,"Du kommst genau rechtzeitig, um Anfroy vor einer Meute hungriger Kreaturen zu retten."
5,TEXT_KINGZC304_05088_SEQ_05,"Anfroy ist nicht ernsthaft verletzt. Er war auf dem Weg zum Zertrümmerten Topf, um das Geschenk für Movamuq fertig­zu­stellen. Du sagst zu, ihn dort zu treffen."
6,TEXT_KINGZC304_05088_SEQ_06,"Während Anfroy das Geschenk fertigstellt, sollst du nach Irdehalde zurückkehren und Movamuq berichten, dass es ihm gut geht."
7,TEXT_KINGZC304_05088_SEQ_07,"Anfroy und Movamuq tauschen in Irdehalde ihre Geschenke sowie ein paar gesalzene Worte aus. Die zwei Streithähne versöhnen sich natürlich und werden sich, auch dank deiner Hilfe, in guter Erinnerung behalten."
8,TEXT_KINGZC304_05088_SEQ_08,
9,TEXT_KINGZC304_05088_SEQ_09,
10,TEXT_KINGZC304_05088_SEQ_10,
11,TEXT_KINGZC304_05088_SEQ_11,
12,TEXT_KINGZC304_05088_SEQ_12,
13,TEXT_KINGZC304_05088_SEQ_13,
14,TEXT_KINGZC304_05088_SEQ_14,
15,TEXT_KINGZC304_05088_SEQ_15,
16,TEXT_KINGZC304_05088_SEQ_16,
17,TEXT_KINGZC304_05088_SEQ_17,
18,TEXT_KINGZC304_05088_SEQ_18,
19,TEXT_KINGZC304_05088_SEQ_19,
20,TEXT_KINGZC304_05088_SEQ_20,
21,TEXT_KINGZC304_05088_SEQ_21,
22,TEXT_KINGZC304_05088_SEQ_22,
23,TEXT_KINGZC304_05088_SEQ_23,
24,TEXT_KINGZC304_05088_TODO_00,Nach Pfeilmarkierungen suchen
25,TEXT_KINGZC304_05088_TODO_01,Weiter nach Pfeilmarkierungen suchen
26,TEXT_KINGZC304_05088_TODO_02,Außerhalb des Dorfes suchen
27,TEXT_KINGZC304_05088_TODO_03,Anfroy helfen
28,TEXT_KINGZC304_05088_TODO_04,Anfroy zum Zertrümmerten Topf folgen
29,TEXT_KINGZC304_05088_TODO_05,Mit Movamuq sprechen
30,TEXT_KINGZC304_05088_TODO_06,
31,TEXT_KINGZC304_05088_TODO_07,
32,TEXT_KINGZC304_05088_TODO_08,
33,TEXT_KINGZC304_05088_TODO_09,
34,TEXT_KINGZC304_05088_TODO_10,
35,TEXT_KINGZC304_05088_TODO_11,
36,TEXT_KINGZC304_05088_TODO_12,
37,TEXT_KINGZC304_05088_TODO_13,
38,TEXT_KINGZC304_05088_TODO_14,
39,TEXT_KINGZC304_05088_TODO_15,
40,TEXT_KINGZC304_05088_TODO_16,
41,TEXT_KINGZC304_05088_TODO_17,
42,TEXT_KINGZC304_05088_TODO_18,
43,TEXT_KINGZC304_05088_TODO_19,
44,TEXT_KINGZC304_05088_TODO_20,
