key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
#,,,,,,,,,,,,,,,,,,,,,,,,
int32,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66222.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66227.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66227.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66227.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66239.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68032.5,4,4,255,255,255,255,255,255,2,2,0,0,0,0,0,0,59,59,0,0,0,0,0,0
69504.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70412.4,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
70421.4,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
70421.6,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
70421.8,7,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
70452.2,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
70505.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43887,0,0,0,0,0,0,0
70506.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43888,0,0,0,0,0,0,0
70507.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43889,0,0,0,0,0,0,0
70508.3,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43907,0,0,0,0,0,0,0
70509.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43890,0,0,0,0,0,0,0
70510.3,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43908,0,0,0,0,0,0,0
70512.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43891,0,0,0,0,0,0,0
70513.255,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0,43892,0,0,0,0,0,0,0
