key,0,1,2
#,Item,Order,Category
int32,Item,uint16,CabinetCategory
0,2897,1001,1
1,3220,1002,1
2,3458,1004,1
3,3682,1003,1
4,3889,1005,1
5,2898,1006,1
6,3221,1007,1
7,3459,1009,1
8,3683,1008,1
9,3890,1010,1
10,2899,1011,1
11,3222,1012,1
12,3460,1014,1
13,3684,1013,1
14,3891,1015,1
15,2900,1016,1
16,3223,1017,1
17,3461,1019,1
18,3685,1018,1
19,3892,1020,1
20,2901,1021,1
21,3224,1022,1
22,3462,1024,1
23,3686,1023,1
24,3893,1025,1
25,2902,1031,1
26,3225,1032,1
27,3463,1034,1
28,3687,1033,1
29,3894,1035,1
30,2903,1036,1
31,3226,1037,1
32,3464,1039,1
33,3690,1038,1
34,3895,1040,1
35,2645,2001,7
36,2646,2002,7
37,2647,2003,7
38,2648,2004,7
39,4301,2078,7
40,4302,2079,7
41,4303,2080,7
42,4200,2037,2
43,2659,3000,2
44,2707,3001,2
45,2751,3002,2
46,2809,3003,2
47,2671,3004,2
48,4404,3005,2
49,4407,3006,2
50,4406,3007,2
51,4405,3008,2
52,4408,3009,2
53,2973,2063,5
54,2974,2064,5
55,2975,2065,5
56,2976,2066,5
57,2977,2067,5
58,2978,2072,5
59,2979,2073,5
60,2980,2074,5
61,2981,2075,5
62,2982,2076,5
63,3286,2081,5
64,3287,2082,5
65,3288,2083,5
66,3289,2084,5
67,3290,2085,5
68,3291,2089,5
69,3292,2090,5
70,3293,2091,5
71,3294,2092,5
72,3295,2093,5
73,2638,2123,6
74,2639,2124,6
75,2640,2125,6
76,2641,2126,6
77,2643,2139,7
78,2966,2140,7
79,4199,2138,7
80,4319,4019,4
81,2967,2097,5
82,2968,2098,5
83,2969,2099,5
84,2970,2100,5
85,2971,2101,5
86,2972,2102,5
87,3280,2103,5
88,3281,2104,5
89,3282,2105,5
90,3283,2106,5
91,3284,2107,5
92,3285,2108,5
93,3748,2115,5
94,3749,2116,5
95,2773,4020,4
96,3323,4021,4
97,2752,4022,4
98,2649,4023,4
99,4287,4024,4
100,2907,3001,3
101,2908,3002,3
102,2909,3003,3
103,2910,3005,3
104,2326,3009,3
105,2353,3010,3
106,2378,3011,3
107,2403,3012,3
108,2428,3013,3
109,2454,3014,3
110,2479,3015,3
111,2505,3016,3
112,2531,3017,3
113,2557,3018,3
114,2583,3019,3
115,2222,3041,3
116,2223,3043,3
117,2221,3042,3
118,4274,3044,3
119,4275,3046,3
120,4276,3045,3
121,4517,3047,3
122,4518,3049,3
123,4519,3048,3
124,2784,3054,3
125,2914,3053,3
126,2904,1041,1
127,3227,1042,1
128,3465,1044,1
129,3688,1043,1
130,3896,1045,1
131,2905,1046,1
132,3228,1047,1
133,3466,1049,1
134,3689,1048,1
135,3897,1050,1
136,2633,4005,4
137,2634,11027,4
138,4201,4006,4
139,4202,4007,4
140,4203,4008,4
141,6102,4015,4
142,6103,4016,4
143,6104,4017,4
144,6105,4018,4
145,7889,1026,1
146,7890,1027,1
147,7891,1029,1
148,7892,1028,1
149,7893,1030,1
150,2632,4001,4
151,2637,4002,4
152,3519,4003,4
153,3744,4004,4
154,6106,2005,7
155,6964,2006,7
156,6965,2007,7
157,6966,2008,7
158,6967,2009,7
159,6094,2068,5
160,6096,2069,5
161,6098,2077,5
162,6100,2078,5
163,6095,2086,5
164,6097,2087,5
165,6099,2094,5
166,6101,2095,5
167,6107,2127,6
168,6108,2128,6
169,6111,3004,3
170,6109,3006,3
171,6110,3007,3
172,6119,3021,3
173,6120,3022,3
174,6121,3023,3
175,6122,3024,3
176,6123,3025,3
177,6124,3027,3
178,6125,3028,3
179,6126,3029,3
180,6127,3030,3
181,6128,3031,3
182,6129,3032,3
183,6130,3033,3
184,6131,3034,3
185,6132,3035,3
186,6133,3036,3
187,6134,3037,3
188,6135,3038,3
189,6136,3039,3
190,6137,3040,3
191,6116,3050,3
192,6117,3051,3
193,6118,3052,3
194,2994,3055,3
195,2327,1051,1
196,2354,1052,1
197,2379,1053,1
198,2404,1054,1
199,2429,1055,1
200,2455,1056,1
201,2480,1057,1
202,2506,1058,1
203,2532,1059,1
204,2558,1060,1
205,2584,1061,1
206,6033,23053,8
207,6035,23054,8
208,6034,23055,8
