key,0,1,2,3,4,5,6,7,8
#,Image,Icon,,UnlockCondition,,,SortKey,Name,
int32,Image,Image,byte,BannerCondition,uint16,uint16,uint16,uint16,str
0,0,82092,0,0,0,0,0,0,"None"
1,191001,82092,1,1,0,0,0,1,"None"
2,191002,82092,1,1,0,0,0,3,"Fade to Black"
3,191003,82092,1,1,0,0,0,2,"Fade to White"
4,191004,82092,1,1,0,0,0,7,"Solid White"
5,191005,82092,1,1,0,0,0,5,"Metallic Silver"
6,191006,82092,1,1,0,0,0,4,"Metallic Gold"
7,191007,82092,1,1,0,0,0,10,"Journal"
8,191008,82092,1,1,0,0,0,8,"Plain"
9,191009,82092,1,1,0,0,0,9,"Beveled"
10,191010,82092,1,1,0,0,0,20,"Antique"
11,191011,82092,1,1,0,0,0,21,"Corner Accent"
12,191301,82092,2,124,0,0,0,2150,"Paladin"
13,191302,82092,2,125,0,0,0,2151,"Warrior"
14,191303,82092,2,126,0,0,0,2152,"Dark Knight"
15,191304,82092,2,127,0,0,0,2153,"Gunbreaker"
16,191305,82092,2,128,0,0,0,2154,"White Mage"
17,191306,82092,2,129,0,0,0,2155,"Scholar"
18,191307,82092,2,130,0,0,0,2156,"Astrologian"
19,191308,82092,2,131,0,0,0,2157,"Sage"
20,191309,82092,2,132,0,0,0,2158,"Monk"
21,191310,82092,2,133,0,0,0,2159,"Dragoon"
22,191311,82092,2,134,0,0,0,2160,"Ninja"
23,191312,82092,2,135,0,0,0,2161,"Samurai"
24,191313,82092,2,136,0,0,0,2162,"Reaper"
25,191314,82092,2,137,0,0,0,2164,"Bard"
26,191315,82092,2,138,0,0,0,2165,"Machinist"
27,191316,82092,2,139,0,0,0,2166,"Dancer"
28,191317,82092,2,140,0,0,0,2167,"Black Mage"
29,191318,82092,2,141,0,0,0,2168,"Summoner"
30,191319,82092,2,142,0,0,0,2169,"Red Mage"
31,191401,82092,10,143,0,0,0,3000,"Team Astra"
32,191402,82092,10,144,0,0,0,3001,"Team Umbra"
33,191403,82092,5,145,0,0,0,3200,"Final Conflict 1"
34,191404,82092,5,146,0,0,0,3201,"Endless Conflict 1"
35,191405,82092,5,147,0,0,0,3202,"Rising Conflict 1"
36,191406,82092,5,148,0,0,0,3208,"Bronze Conflict 1"
37,191407,82092,5,149,0,0,0,3207,"Silver Conflict 1"
