key,0,1,2,3,4,5,6,7,8,9,10
#,Type,AdditionalData,AcceptClassJobCategory,Category,UnlockCondition,,,SortKey,Icon,Name,
int32,byte,Row,ClassJobCategory,byte,BannerCondition,uint16,uint16,uint16,Image,int32,str
0,0,0,1,0,0,0,0,0,0,0,"未設定"
1,20,3,1,3,1,0,0,0,1,82083,"Standing 1"
2,11,91,1,3,1,0,0,0,2,82083,"Standing 2"
3,11,92,1,3,1,0,0,0,3,82083,"Standing 3"
4,11,107,1,3,1,0,0,0,4,82083,"Standing 4"
5,11,108,1,3,1,0,0,0,5,82083,"Standing 5"
6,11,218,1,3,1,0,0,0,6,82083,"Standing 6"
7,11,219,1,3,1,0,0,0,7,82083,"Standing 7"
8,20,34,1,3,1,0,0,0,8,82083,"Standing 8"
9,11,93,1,3,1,0,0,0,9,82083,"Standing 9"
10,11,5,1,1,1,0,0,0,1000,246205,""
11,11,154,1,1,6,0,0,0,1001,246315,""
12,0,0,0,0,0,0,0,0,0,0,""
13,11,41,1,1,1,0,0,0,1003,246241,""
14,11,172,1,1,7,0,0,0,1004,246336,""
15,11,15,1,1,1,0,0,0,1005,246215,""
16,11,16,1,1,1,0,0,0,1006,246216,""
17,11,19,1,1,1,0,0,0,1007,246219,""
18,11,31,1,1,1,0,0,0,1008,246231,""
19,0,0,0,0,0,0,0,0,0,0,""
20,0,0,0,0,0,0,0,0,0,0,""
21,0,0,0,0,0,0,0,0,0,0,""
22,11,59,1,1,8,0,0,0,1009,246266,""
23,11,124,1,1,46,0,0,0,1010,246288,""
24,11,199,1,1,9,0,0,0,1011,246358,""
25,11,20,1,1,1,0,0,0,1101,246220,""
26,11,21,1,1,1,0,0,0,1102,246221,""
27,11,18,1,1,1,0,0,0,1103,246218,""
28,11,48,1,1,1,0,0,0,1104,246252,""
29,11,34,1,1,1,0,0,0,1105,246234,""
30,11,35,1,1,1,0,0,0,1106,246235,""
31,11,4,1,1,1,0,0,0,1107,246204,""
32,11,9,1,1,1,0,0,0,1108,246209,""
33,11,30,1,1,1,0,0,0,1109,246230,""
34,11,58,1,1,1,0,0,0,1110,246264,""
35,11,140,1,1,1,0,0,0,1111,246304,""
36,11,46,1,1,1,0,0,0,1113,246249,""
37,11,147,1,1,47,0,0,0,1114,246309,""
38,11,11,1,1,1,0,0,0,1115,246211,""
39,11,42,1,1,1,0,0,0,1200,246242,""
40,11,43,1,1,1,0,0,0,1201,246243,""
