key,0,1,2,3,4,5,6,7,8,9
#,Name,,Action[0],Action[1],Action[2],Action[3],,,,
int32,str,sbyte,Action,Action,Action,Action,uint16,uint16,uint16,bit&01
0,"",0,0,0,0,0,0,0,0,True
1,"Rage of Halone Combo",0,17355,0,0,0,0,0,0,False
2,"Royal Authority Combo",0,17355,0,0,0,0,0,0,False
3,"Butcher's Block Combo",0,17355,0,0,0,0,0,0,False
4,"Storm's Path Combo",0,17355,0,0,0,0,0,0,False
5,"Power Slash Combo",0,17355,0,0,0,0,0,0,False
6,"Souleater Combo",0,17355,0,0,0,0,0,0,False
7,"Snap Punch Combo",0,17355,0,0,0,0,0,0,False
8,"Demolish Combo",1,17355,0,0,0,0,0,0,False
9,"Wheeling Thrust Combo",0,17355,0,0,0,0,0,0,False
10,"Wheeling Thrust Combo",1,17355,0,0,0,0,0,0,False
11,"Aeolian Edge Combo",0,17355,0,0,0,0,0,0,False
12,"Shadow Fang Combo",1,17355,0,0,0,0,0,0,False
13,"Yukikaze Combo",0,17355,0,0,0,0,0,0,False
14,"Gekko Combo",1,17355,0,0,0,0,0,0,False
15,"Kasha Combo",2,17355,0,0,0,0,0,0,False
16,"Straight Shot Combo",0,17355,0,0,0,0,0,0,False
17,"Stormbite Combo",0,17355,0,0,0,0,0,0,False
18,"Heated Clean Shot Combo",0,17355,0,0,0,0,0,0,False
19,"Enchanted Redoublement Combo",0,17355,0,0,0,0,0,0,False
20,"Solid Barrel Combo",0,17355,0,0,0,0,0,0,False
21,"Wicked Talon Combo",2,17355,0,0,0,0,0,0,False
22,"Fountain Combo",0,17355,0,0,0,0,0,0,False
23,"Swashbuckler Combo",0,16788,16269,16984,0,0,0,0,False
24,"Greatest Eclipse Combo",1,16789,16985,0,0,0,0,0,False
25,"Solid Barrel Combo",0,16434,16418,16435,0,0,0,0,False
26,"Coerthan Torment Combo",0,18772,18773,18774,0,0,0,0,False
27,"Prominence Combo",1,17355,0,0,0,0,0,0,False
28,"Steel Cyclone Combo",1,17355,0,0,0,0,0,0,False
29,"Stalwart Soul Combo",1,17355,0,0,0,0,0,0,False
30,"Rockbreaker Combo",1,17355,0,0,0,0,0,0,False
31,"Coerthan Torment Combo",1,17355,0,0,0,0,0,0,False
32,"Hakke Mujinsatsu Combo",1,17355,0,0,0,0,0,0,False
33,"Kasha Combo",0,17355,0,0,0,0,0,0,False
34,"Oka Combo",1,17355,0,0,0,0,0,0,False
35,"Demon Slaughter Combo",1,17355,0,0,0,0,0,0,False
36,"Bladeshower Combo",1,17355,0,0,0,0,0,0,False
37,"Yagetsu Combo",0,14840,19046,19047,0,0,0,0,False
38,"Final Flourish Combo",0,20490,20491,20492,0,0,0,0,False
39,"Verflare Combo",0,20529,20530,20531,20532,0,0,0,False
40,"Foul Combo",0,21612,22502,22817,21613,0,0,0,False
41,"Lord of Crowns Combo",0,21499,21607,0,0,0,0,0,False
42,"The Scroll Combo",1,24066,21610,0,0,0,0,0,False
43,"Scorch Combo",1,24917,24918,24919,24920,21496,21923,24831,False
44,"Rage of Halone Combo",0,26249,26250,26251,0,0,0,0,False
45,"Verflare Combo",0,27048,27049,27050,27051,27052,0,0,False
46,"Scorch Combo",1,27054,27055,27056,27057,27058,27059,24898,False
47,"Solid Barrel Combo",0,27427,27428,27429,0,0,0,0,False
48,"Infernal Slice Combo",0,17355,0,0,0,0,0,0,False
49," Nightmare Scythe Combo",1,17355,0,0,0,0,0,0,False
50,"Royal Authority Combo",0,29058,29059,29060,0,0,0,0,True
51,"Storm's Path Combo",0,29074,29075,29076,0,0,0,0,True
52,"Souleater Combo",0,29085,29086,29087,0,0,0,0,True
53,"Solid Barrel Combo",0,29098,29099,29100,29101,0,0,0,True
54,"Fountain Combo",0,29416,29417,0,0,0,0,0,True
55,"Phantom Rush Combo",0,29475,29476,29477,41444,41445,41446,29478,True
56,"Drakesbane Combo",0,29486,29487,29488,41449,0,0,0,True
57,"Aeolian Edge Combo",0,29500,29501,29502,0,0,0,0,True
58,"Kasha Combo",0,29523,29524,29525,0,0,0,0,True
59,"Infernal Slice Combo",0,29538,29539,29540,0,0,0,0,True
60,"Rage of the Gentleman Combo",0,31393,31394,31395,0,0,0,0,True
61,"Infernal Slice Combo",0,31786,31787,31788,0,0,0,0,True
62,"Nightmare Scythe Combo",0,31789,31790,0,0,0,0,0,True
63,"Tail of the Br'aax Combo",0,37120,37121,37122,0,0,0,0,True
64,"Turali Judgment Combo",0,37127,37128,37126,0,0,0,0,True
65,"Dual Fang Combo",0,39157,39159,39161,39158,39160,39163,0,True
66,"",0,0,0,0,0,0,0,0,False
