key,0,1,2,3,4,5,6,7,8,9
#,Slot,Rank,Components,Surveillance,Retrieval,Speed,Range,Favor,,RepairMaterials
int32,byte,byte,byte,int16,int16,int16,int16,int16,uint16,byte
0,0,0,0,0,0,0,0,0,0,0
1,2,1,5,50,40,10,-20,15,3,1
2,3,1,5,20,20,20,20,20,3,1
3,0,1,5,-10,30,20,40,20,3,1
4,1,1,5,-30,20,60,30,15,3,1
5,2,15,9,60,20,20,-15,10,2,2
6,3,15,9,25,5,25,30,30,2,2
7,0,15,9,15,10,0,60,15,2,2
8,1,15,9,15,0,30,40,25,2,2
9,2,25,12,25,60,-15,20,15,1,3
10,3,25,12,0,25,20,45,40,1,3
11,0,25,12,-15,55,35,15,20,1,3
12,1,25,12,15,20,0,55,15,1,3
13,2,35,14,65,10,-10,30,0,4,4
14,3,35,14,55,20,35,-15,50,4,4
15,0,35,14,40,-10,25,40,25,4,4
16,1,35,14,10,25,35,25,25,4,4
17,2,45,17,45,30,-15,40,40,5,5
18,3,45,17,55,20,-5,30,60,5,5
19,0,45,17,10,75,30,-15,5,5,5
20,1,45,17,20,60,35,-15,5,5,5
21,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0
28,0,0,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,0
31,0,0,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0,0,0
33,0,0,0,0,0,0,0,0,0,0
34,0,0,0,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0,0
37,0,0,0,0,0,0,0,0,0,0
38,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0,0
