key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,,,,,,,
int32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32
0,0,0,0,0,0,0,0,0,0,0,0,0
1,1008837,1008838,1008839,1008840,1008841,1008842,1008843,1008844,1008845,1008846,1013117,1013118
2,1008847,1008848,1008849,1008850,1008851,1008852,1008853,1008854,1008855,1008856,1013119,1013120
3,0,0,0,0,0,0,0,0,0,0,0,0
4,1008867,1008868,1008869,1008870,1008871,1008872,1008873,1008874,1008875,1008876,1013121,1013122
5,1016176,1016177,1016178,1016179,1016180,1016181,1016182,1016183,1016184,1016185,1016186,1016187
6,0,0,0,0,0,0,0,0,0,0,0,0
7,1018272,1018273,1018274,1018275,1018276,1018277,1018278,1018279,1018280,1018281,1018282,1018283
8,1018662,1018663,1018664,1018665,1018666,1018667,1018668,1018669,1018670,1018671,1018672,1018673
9,1018674,1018675,1018676,1018677,1018678,1018679,1018680,1018681,1018682,1018683,1018684,1018685
10,1018686,1018687,1018688,1018689,1018690,1018691,1018692,1018693,1018694,1018695,1018696,1018697
11,1024548,1024549,1024550,1024551,1024552,1024553,1024554,1024555,1024556,1024557,1024558,1024559
12,1024560,1024561,1024562,1024563,1024564,1024565,1024566,1024567,1024568,1024569,1024570,1024571
13,1024572,1024573,1024574,1024575,1024576,1024577,1024578,1024579,1024580,1024581,1024582,1024583
