key,0,1,2,3,4
#,Hyperconductive,Reborn,Sharpened,Zodiac,ZodiacLux
int32,Image,Image,Image,Image,Image
0,0,0,0,0,0
1,80732,80752,80752,80772,80792
2,80733,80753,80753,80773,80793
3,80734,80754,80754,80774,80794
4,80735,80755,80755,80775,80795
5,80736,80756,80756,80776,80796
6,80737,80757,80757,80777,80797
7,80738,80758,80758,80778,80798
8,80739,80759,80759,80779,80799
9,80740,80760,80760,80780,80800
10,80741,80761,80761,80781,80801
11,80742,80762,80762,80782,80802
12,80743,80763,80763,80783,80803
13,80744,80764,80764,80784,80804
14,80731,80751,80751,80771,80791
