key,0,1,2,3
#,,,,
int32,str,uint16,uint16,uint16
0,"",0,0,0
1,"Race 1 - Hugging the Inside",44,0,41
2,"Race 2 - Keep Away",45,0,61
3,"Race 3 - Inability",46,0,81
4,"Race 4 - Heavy Hooves",47,310,101
5,"Race 5 - Defending the Rush",48,0,121
6,"Race 6 - Road Rivals",49,311,141
7,"Race 7 - Field of Dreams",50,0,161
8,"Race 8 - Playing Both Ends",51,312,181
9,"Race 9 - Stamina",52,0,201
10,"Race 10 - Cat and Mouse",53,313,221
11,"Race 11 - Mad Dash",54,0,231
12,"Race 12 - Bag of Tricks",55,314,241
13,"Race 13 - Tag Team",56,0,251
14,"Race 14 - Heavier Hooves",57,0,261
15,"Race 15 - Ultimatum",58,0,271
