key,0,1,2,3,4,5,6,7
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte
2000000,"",0,"",0,0,1,0,0
2000001,"透明君※α未使用",0,"",0,0,1,0,0
2000002,"草むらテスト※α未使用",0,"",0,0,1,0,0
2000003,"クエストツールテスト※α未使用",0,"",0,0,1,0,0
2000004,"クエストツールテスト２※α未使用",0,"",0,0,1,0,0
2000006,"草むら※α未使用",0,"",0,0,1,0,0
2000007,"草むら※α未使用",0,"",0,0,1,0,0
2000008,"Hedgetree",0,"Hedgetrees",0,0,1,0,0
2000009,"destination",0,"destinations",0,0,1,0,0
2000010,"anole egg",0,"anole eggs",0,1,1,0,0
2000011,"anole egg",0,"anole eggs",0,1,1,0,0
2000012,"anole egg",0,"anole eggs",0,1,1,0,0
2000013,"anole egg",0,"anole eggs",0,1,1,0,0
2000014,"anole egg",0,"anole eggs",0,1,1,0,0
2000015,"",0,"",0,0,1,0,0
2000016,"decaying tree",0,"decaying trees",0,0,1,0,0
2000017,"decaying tree",0,"decaying trees",0,0,1,0,0
2000018,"decaying tree",0,"decaying trees",0,0,1,0,0
2000019,"",0,"",0,0,1,0,0
2000020,"vegetable offering",0,"vegetable offerings",0,0,1,0,0
2000021,"vegetable offering",0,"vegetable offerings",0,0,1,0,0
2000022,"vegetable offering",0,"vegetable offerings",0,0,1,0,0
2000023,"vegetable offering",0,"vegetable offerings",0,0,1,0,0
2000024,"vegetable offering",0,"vegetable offerings",0,0,1,0,0
2000025,"vegetable offering",0,"vegetable offerings",0,0,1,0,0
2000026,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0
2000027,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0
2000028,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0
2000029,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0
2000030,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0
2000031,"Azeyma rose hip",0,"Azeyma rose hips",0,1,1,0,0
2000032,"",0,"",0,0,1,0,0
2000033,"埋門",0,"",0,0,1,0,0
2000034,"",0,"",0,0,1,0,0
2000035,"",0,"",0,0,1,0,0
2000037,"",0,"",0,0,1,0,0
2000038,"",0,"",0,0,1,0,0
2000039,"magitek photocell",0,"magitek photocells",0,0,1,0,0
2000040,"",0,"",0,0,1,0,0
2000041,"",0,"",0,0,1,0,0
2000042,"destination",0,"destinations",0,0,1,0,0
2000043,"moist depression",0,"moist depressions",0,0,1,0,0
2000044,"moist depression",0,"moist depressions",0,0,1,0,0
2000045,"moist depression",0,"moist depressions",0,0,1,0,0
2000046,"exit",0,"exits",0,1,1,0,0
2000047,"",0,"",0,0,1,0,0
2000048,"matter relocation device",0,"matter relocation devices",0,0,1,0,0
2000051,"",0,"",0,0,1,0,0
2000052,"",0,"",0,0,1,0,0
2000053,"warm egg",0,"warm eggs",0,0,1,0,0
2000054,"",0,"",0,0,1,0,0
2000055,"cultist rosary",0,"cultist rosaries",0,0,1,0,0
2000056,"cultist rosary",0,"cultist rosaries",0,0,1,0,0
2000057,"cultist rosary",0,"cultist rosaries",0,0,1,0,0
2000058,"sealed barrier",0,"sealed barriers",0,0,1,0,0
2000059,"sealed barrier",0,"sealed barriers",0,0,1,0,0
2000060,"sealed barrier",0,"sealed barriers",0,0,1,0,0
2000061,"cultist orb",0,"cultist orbs",0,0,1,0,0
2000062,"cultist orb",0,"cultist orbs",0,0,1,0,0
2000063,"cultist orb",0,"cultist orbs",0,0,1,0,0
2000064,"abyssal cocoon",0,"",0,0,1,0,0
2000065,"stone bridge",0,"",0,0,1,0,0
2000066,"exit",0,"exits",0,1,1,0,0
2000067,"cultist orb",0,"cultist orbs",0,0,1,0,0
2000068,"",0,"",0,0,1,0,0
