key,0,1,2
#,Category,,
int32,str,uint16,byte
0,"Tables",13,1
1,"Shelves/Chests",13,2
2,"Miscellaneous",13,4
3,"Walls/Partitions",13,3
4,"Chairs/Sofas",12,1
5,"Beds",12,3
6,"Plants",12,5
7,"Interactive Furnishings",12,8
8,"Walls/Pillars/Partitions",12,7
9,"Bathing",12,6
10,"Miscellaneous",12,9
11,"Shelves/Chests",12,2
12,"Lighting",12,4
13,"Interactive Furnishings",14,6
14,"Lighting",14,1
15,"Miscellaneous",14,7
16,"Plants",14,4
17,"Clocks",14,3
18,"Stuffed Toys/Figures",14,5
19,"Tableware/Foods",14,2
20,"Flags/Frames/Posters",15,5
21,"Miscellaneous",15,8
22,"Lighting",15,1
23,"Clocks",15,2
24,"Interactive Furnishings",15,7
25,"Shelves",15,4
26,"Plants",15,3
27,"Rugs",16,0
28,"Windows",15,6
