key,0,1,2,3
#,,,,
int32,uint16,int32,str,str
0,1,0,"",""
1,282,82107,"Riviera Style","This Lominsan cottage design is well equipped to weather the briny sea gales of coastal climes."
2,283,82108,"Riviera Style","This Lominsan house design is well equipped to weather the briny sea gales of coastal climes."
3,284,82109,"Riviera Style","This Lominsan mansion design is well equipped to weather the briny sea gales of coastal climes."
4,342,82104,"Glade Style","This quaint Gridanian cottage design has been expertly crafted utilizing resources procured from the Twelveswood."
5,343,82105,"Glade Style","This quaint Gridanian house design has been expertly crafted utilizing resources procured from the Twelveswood."
6,344,82106,"Glade Style","This quaint Gridanian mansion design has been expertly crafted utilizing resources procured from the Twelveswood."
7,345,82101,"Oasis Style","No expense was spared to ensure this Ul'dahn cottage interior remains comfortable in various climes─an essentiality given the extreme variance in Thanalan's day and night temperatures."
8,346,82102,"Oasis Style","No expense was spared to ensure this Ul'dahn house interior remains comfortable in various climes─an essentiality given the extreme variance in Thanalan's day and night temperatures."
9,347,82103,"Oasis Style","No expense was spared to ensure this Ul'dahn mansion interior remains comfortable in various climes─an essentiality given the extreme variance in Thanalan's day and night temperatures."
10,649,82113,"Far Eastern Style","Those who would experience the four seasons in both comfort and style will feel at home in this Hingan cottage interior."
11,650,82114,"Far Eastern Style","Those who would experience the four seasons in both comfort and style will feel at home in this Hingan house interior."
12,651,82115,"Far Eastern Style","Those who would experience the four seasons in both comfort and style will feel at home in this Hingan mansion interior."
13,980,82110,"Highland Style","One shall not want for warmth in this Coerthan cottage interior, designed as it is to withstand the biting cold of even the most frigid northern climes."
14,981,82111,"Highland Style","One shall not want for warmth in this Coerthan house interior, designed as it is to withstand the biting cold of even the most frigid northern climes."
15,982,82112,"Highland Style","One shall not want for warmth in this Coerthan mansion interior, designed as it is to withstand the biting cold of even the most frigid northern climes."
16,1249,82116,"Minimalist Style","Designed with fewer beams and posts, this modest cottage interior is suited for those with a preference for simpler styles."
17,1250,82117,"Minimalist Style","Designed with fewer beams and posts, this modest house interior is suited for those with a preference for simpler styles."
18,1251,82118,"Minimalist Style","Designed with fewer beams and posts, this modest mansion interior is suited for those with a preference for simpler styles."
