key,0,1,2,3,4,5,6,7,8,9,10,11,12
#,TopImage,BottomImage,FontColor,,,,UnlockCondition,,,,SortKey,Name,
int32,Image,Image,byte,byte,byte,byte,BannerCondition,uint16,uint16,uint16,byte,uint16,str
0,196001,196251,0,0,0,0,1,0,0,0,0,0,"None"
1,196002,196252,1,0,0,0,1,0,0,0,1,3,"Black Gradient"
2,196003,196253,1,0,0,0,1,0,0,0,1,1,"Blue Gradient"
3,196004,196254,1,0,0,0,1,0,0,0,1,2,"Purple Gradient"
4,196005,196255,2,0,0,0,1,0,0,0,1,5,"Carved Ivory"
5,196006,196256,1,0,0,0,1,0,0,0,1,9,"Spear"
6,196007,196257,1,0,0,0,1,0,0,0,1,10,"Classic Display"
7,196008,196258,2,0,0,0,1,0,0,0,1,7,"Wood Planks"
8,196009,196259,1,0,0,0,1,0,0,0,1,4,"Semi-transparent Blue"
9,196010,196260,1,0,0,0,1,0,0,0,1,6,"Wood Grain"
10,196011,196261,1,0,0,0,1,0,0,0,1,8,"Scroll"
11,196101,0,1,0,0,0,319,0,0,0,4,2500,"Unending Coil of Bahamut"
12,196102,0,1,0,0,0,320,0,0,0,4,2501,"Weapon's Refrain"
13,196103,0,1,0,0,0,321,0,0,0,4,2502,"Epic of Alexander"
14,196104,0,1,0,0,0,322,0,0,0,4,2503,"Dragonsong's Reprise"
15,196216,196466,1,0,0,0,344,0,0,0,3,2315,"Last Dregs"
16,196012,196262,1,0,0,0,347,0,0,0,7,22,"Music"
17,196013,196263,1,0,0,0,1,0,0,0,1,23,"Far Eastern"
18,196014,196264,1,0,0,0,346,0,0,0,9,1000,"Lominsan Tape"
19,196015,196265,1,0,0,0,346,0,0,0,9,1001,"Gridanian Tape"
20,196016,196266,1,0,0,0,346,0,0,0,9,1002,"Ul'dahn Tape"
21,196212,196462,1,0,0,0,429,0,0,0,3,2311,"Dreamspinners"
22,196213,196463,1,0,0,0,430,0,0,0,3,2312,"Stewards"
23,196214,196464,1,0,0,0,431,0,0,0,3,2313,"Watts's Anvil"
24,196215,196465,1,0,0,0,432,0,0,0,3,2314,"Hippo Riders"
25,196217,196467,1,0,0,0,433,0,0,0,3,2316,"Dreaming Ways"
26,196105,0,1,0,0,0,434,0,0,0,4,2504,"Omega Protocol"
27,196210,196460,1,0,0,0,524,0,0,0,3,2308,"Divine Circle"
28,196209,196459,2,0,0,0,525,0,0,0,3,2309,"Velodyna Gatekeepers"
29,196211,196461,1,0,0,0,526,0,0,0,3,2310,"Seven Hundred Seventy-Seven"
30,196106,0,1,0,0,0,523,0,0,0,7,3950,"Ten Year Anniversary"
31,196107,0,1,0,0,0,529,0,0,0,8,2343,"Adventurous Angling"
32,196108,0,1,0,0,0,530,0,0,0,8,2344,"Big Fish"
33,196109,196351,1,0,0,0,531,0,0,0,8,2350,"Mahjong Mastery"
34,196206,196456,1,0,0,0,567,0,0,0,3,2305,"Gundu"
35,196207,196457,1,0,0,0,568,0,0,0,3,2306,"Vath"
36,196208,196458,1,0,0,0,569,0,0,0,3,2307,"Mogmenders"
37,196113,0,1,0,0,0,572,0,0,0,3,2252,"Twelvefold Blessings"
38,196112,0,1,0,0,0,573,0,0,0,3,2250,"Tataru's Bespoke"
39,196110,0,2,0,0,0,570,0,0,0,8,2351,"Wondrous Whimsy"
40,196111,0,1,0,0,0,571,0,0,0,8,2352,"Fantastic Faux"
41,196114,0,1,0,0,0,575,0,0,0,7,3951,"Blunderful"
42,196115,0,1,0,0,0,576,0,0,0,7,3952,"Blunderous"
43,196116,0,1,0,0,0,577,0,0,0,7,3953,"Blunder-villed"
44,196117,0,1,0,0,0,607,0,0,0,7,3954,"Yo-kai Watch"
45,196204,196454,1,0,0,0,694,0,0,0,3,2302,"789th Order"
46,196202,196452,1,0,0,0,695,0,0,0,3,2301,"Little Solace"
47,196201,196451,1,0,0,0,696,0,0,0,3,2300,"Brotherhood of Ash"
48,196205,196455,2,0,0,0,697,0,0,0,3,2303,"Novv's Clutch"
49,196203,196453,1,0,0,0,698,0,0,0,3,2304,"Ehcatl Nine"
50,196062,0,1,0,0,0,701,0,0,0,9,1036,"Crimson Dawn"
51,196063,0,1,0,0,0,702,0,0,0,9,1037,"Golden Dawn"
52,196064,0,1,0,0,0,699,0,0,0,9,1038,"Dark Solution"
53,196065,0,2,0,0,0,700,0,0,0,9,1039,"Bright Solution"
54,196218,196468,1,0,0,0,767,0,0,0,3,2317,"Turali Travel Agency"
