key,0,1,2,3
#,Name,ENPC,,
int32,str,ENpcResident,byte,byte
0,"",0,0,0
1,"",0,0,0
2,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,8
3,"In the upcomin' session, we're plannin' to complete the first stage of works. If you haven't already, check the skybuilders' board for details.",1032493,3,8
4,"First stage works are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,8
5,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,8
6,"In the upcomin' session, we're plannin' to complete the second stage of works. If you haven't already, check the skybuilders' board for details.",1032493,3,8
7,"Second stage works are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,8
8,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,8
9,"In the upcomin' session, we're plannin' to complete the third stage of works. If you haven't already, check the skybuilders' board for details.",1032493,3,8
10,"With that, all works in the Mendicant's Court are complete! You can rightly be proud of yourselves, all of you!",1032493,8,8
11,"",0,0,0
12,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
13,"First stage works for the Mattock are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
14,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
15,"Second stage works for the Mattock are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
16,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
17,"In the upcomin' session, we're plannin' to complete the third stage of works for the Mattock. If you haven't already, check the skybuilders' board for details.",1032493,3,10
18,"Third stage works for the Mattock are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
19,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
20,"In the upcomin' session, we're plannin' to complete the fourth stage of works for the Mattock. If you haven't already, check the skybuilders' board for details.",1032493,3,10
21,"We've done it, everyone! The Mattock stretches out towards a brighter tomorrow! Let's not rest on our laurels, though, eh? We're gettin' started on Saint Roelle's Dais next, and for that we'll need more supplies!",1032493,8,10
22,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
23,"First stage works for Saint Roelle's Dais are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
24,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
25,"Second stage works for Saint Roelle's Dais are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
26,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
27,"In the upcomin' session, we're plannin' to complete the third stage of works for Saint Roelle's Dais. If you haven't already, check the skybuilders' board for details.",1032493,3,10
28,"Third stage works for Saint Roelle's Dais are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
29,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
30,"We've done it, everyone! Saint Roelle's Dais beckons folk to come together! Let's not rest on our laurels, though, eh? We're gettin' started on the New Nest next, and for that we'll need more supplies!",1032493,8,10
31,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
32,"First stage works for the New Nest are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
33,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
34,"Second stage works for the New Nest are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
35,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
36,"Third stage works for the New Nest are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
37,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
38,"In the upcomin' session, we're plannin' to complete the fourth stage of works for the New Nest. If you haven't already, check the skybuilders' board for details.",1032493,3,10
39,"Fourth stage works for the New Nest are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
40,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
41,"In the upcomin' session, we're plannin' to complete the fifth stage of works for the New Nest. If you haven't already, check the skybuilders' board for details.",1032493,3,10
42,"Fifth stage works for the New Nest are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
43,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
44,"In the upcomin' session, we're plannin' to complete the sixth stage of works for the New Nest. If you haven't already, check the skybuilders' board for details.",1032493,3,10
45,"Sixth stage works for the New Nest are complete─well done, everyone! Now it's time to prepare for the next, so let's keep the supplies comin', eh?",1032493,3,10
46,"Be kindly informed that sufficient supplies have been stockpiled, and thus we will be proceeding with the concerted works. Please refer to the skybuilders' board for the schedule.",0,0,10
47,"In the upcomin' session, we're plannin' to complete the seventh stage of works for the New Nest. If you haven't already, check the skybuilders' board for details.",1032493,3,10
48,"We've done it, everyone! The New Nest stands completed and ready to welcome Ishgardian citizens home! The nation is in your debt!",1032493,8,10
49,"",0,0,0
50,"",0,0,0
51,"",0,0,0
52,"",0,0,0
53,"",0,0,0
54,"",0,0,0
55,"",0,0,0
56,"",0,0,0
57,"",0,0,0
58,"",0,0,0
59,"",0,0,0
60,"",0,0,0
61,"",0,0,0
62,"",0,0,0
63,"",0,0,0
64,"",0,0,0
65,"",0,0,0
66,"",0,0,0
67,"",0,0,0
68,"",0,0,0
69,"",0,0,0
70,"",0,0,0
71,"",0,0,0
72,"",0,0,0
73,"",0,0,0
74,"",0,0,0
75,"",0,0,0
76,"",0,0,0
77,"",0,0,0
78,"",0,0,0
79,"",0,0,0
