key,0,1,2
#,,,
int32,byte,byte,byte
0.0,0,0,0
1.55,10,10,10
1.56,9,9,9
1.57,9,9,9
1.58,8,8,8
1.59,8,8,8
1.60,13,13,13
1.61,13,13,13
1.62,13,13,13
1.63,13,13,13
1.64,12,12,12
1.65,12,12,12
1.66,11,11,11
1.67,11,11,11
1.68,10,10,10
1.69,10,10,10
1.70,9,9,9
1.71,9,9,9
1.72,9,9,9
1.73,9,9,9
1.74,9,9,9
1.75,9,9,9
1.76,9,9,9
1.77,9,9,9
1.78,9,9,9
1.79,9,9,9
2.60,13,13,13
2.61,13,13,13
2.62,13,13,13
2.63,13,13,13
2.64,12,12,12
2.65,12,12,12
2.66,11,11,11
2.67,11,11,11
2.68,10,10,10
2.69,10,10,10
2.70,9,9,9
2.71,9,9,9
2.72,9,9,9
2.73,9,9,9
2.74,9,9,9
2.75,9,9,9
2.76,9,9,9
2.77,9,9,9
2.78,9,9,9
2.79,9,9,9
3.62,13,13,13
3.63,13,13,13
3.64,12,12,12
3.65,12,12,12
3.66,11,11,11
3.67,11,11,11
3.68,10,10,10
3.69,10,10,10
3.70,9,9,9
3.71,9,9,9
3.72,9,9,9
3.73,9,9,9
3.74,9,9,9
3.75,9,9,9
3.76,9,9,9
3.77,9,9,9
3.78,9,9,9
3.79,9,9,9
4.66,11,11,11
4.67,11,11,11
4.68,10,10,10
4.69,10,10,10
4.70,9,9,9
4.71,9,9,9
4.72,9,9,9
4.73,9,9,9
4.74,9,9,9
4.75,9,9,9
4.76,9,9,9
4.77,9,9,9
4.78,9,9,9
4.79,9,9,9
