key,0,1,2
#,Name,ClassJobCategory,InclusionShopSeries
int32,str,ClassJobCategory,InclusionShopSeries
0,"",0,0
1,"Tank",75,1
2,"Melee DPS (DRG/RPR)",76,2
3,"Melee DPS (MNK/SAM)",77,3
4,"Physical Ranged DPS",78,4
5,"Melee DPS (NIN)",104,5
6,"Healer",80,6
7,"Magical Ranged DPS",79,7
8,"Combat Supplies",0,8
9,"Crafter",33,9
10,"Crafting Supplies",0,10
11,"Gatherer",32,11
12,"Gathering Supplies",0,12
13,"Tank",75,13
14,"Melee DPS (DRG/RPR)",76,14
15,"Melee DPS (MNK/SAM)",77,15
16,"Physical Ranged DPS",78,16
17,"Melee DPS (NIN)",104,17
18,"Healer",80,18
19,"Magical Ranged DPS",79,19
20,"Combat Supplies",0,20
21,"Crafter",33,21
22,"Crafting Supplies",0,22
23,"Gatherer",32,23
24,"Gathering Supplies",0,24
25,"Tank",75,25
26,"Melee DPS (DRG/RPR)",76,26
27,"Melee DPS (MNK/SAM)",77,27
28,"Physical Ranged DPS",78,28
29,"Melee DPS (NIN)",104,29
30,"Healer",80,30
31,"Magical Ranged DPS",79,31
32,"Combat Supplies",0,32
33,"Crafter",33,33
34,"Crafting Supplies",0,34
35,"Gatherer",32,35
36,"Gathering Supplies",0,36
37,"Tank",75,37
38,"Melee DPS (DRG/RPR)",76,38
39,"Melee DPS (MNK/SAM)",77,39
40,"Physical Ranged DPS",78,40
41,"Melee DPS (NIN)",104,41
42,"Healer",80,42
43,"Magical Ranged DPS",79,43
44,"Combat Supplies",0,44
45,"Crafter",33,45
46,"Crafting Supplies",0,46
47,"Gatherer",32,47
48,"Gathering Supplies",0,48
49,"Crafters' Scrip (Gear)",0,49
50,"Crafters' Scrip (Master Recipes/Materials/Misc.)",33,50
51,"Gatherers' Scrip (Gear)",0,51
52,"Gatherers' Scrip (Materials/Misc.)",32,52
53,"Crafters' Scrip (Materia)",0,53
54,"Gatherers' Scrip (Materia)",0,54
55,"Crafters' Scrip (Gear)",0,55
56,"Crafters' Scrip (Master Recipes/Materials/Misc.)",33,56
57,"Gatherers' Scrip (Gear)",0,57
58,"Gatherers' Scrip (Materials/Misc.)",32,58
59,"Crafters' Scrip (Gear)",0,59
60,"Crafters' Scrip (Master Recipes/Materials/Misc.)",33,60
61,"Gatherers' Scrip (Gear)",0,61
62,"Gatherers' Scrip (Materials/Misc.)",32,62
