key,0,1,2,3,4
#,Instance,Item,,,
int32,InstanceContent,Item,byte,byte,byte
0,15,33329,14,0,0
1,16,33329,20,0,0
2,30001,33329,6,0,0
3,30011,33329,6,0,0
4,30020,33329,6,0,0
5,30029,33329,8,0,0
6,30038,33329,10,0,0
7,30047,33329,14,0,0
8,30058,33329,10,0,0
9,30068,33329,12,0,0
10,30077,33329,14,0,0
11,30087,33329,10,0,0
12,30096,33329,10,0,0
13,30105,33329,10,0,0
14,30021,33329,2,0,0
15,30022,33329,2,0,0
16,30023,33329,2,0,0
17,30024,33329,2,0,0
18,30049,33329,2,0,0
19,30050,33329,2,0,0
20,30051,33329,2,0,0
21,30052,33329,2,0,0
22,30078,33329,3,0,0
23,30082,33329,3,0,0
24,30080,33329,3,0,0
25,30084,33329,3,0,0
26,20040,33329,8,0,0
27,20067,33329,10,0,0
28,51002,33329,10,6,6
29,50004,33329,10,6,6
30,50001,33329,10,6,6
31,50005,33329,10,6,6
32,50006,33329,10,6,6
33,0,0,0,0,0
34,0,0,0,0,0
35,0,0,0,0,0
36,0,0,0,0,0
