key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,,,,,,,,,,,,,,
int32,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,bit&04,bit&08,bit&10,bit&20
0,True,True,True,True,True,True,True,True,True,True,True,True,True,True
1,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,True,False,False,False,False,False,True,False,False,False,False,True,False,False
4,True,True,True,True,True,True,True,False,False,False,False,False,False,False
5,False,False,False,False,False,False,False,True,True,True,True,True,True,False
6,True,False,True,False,False,False,False,True,False,False,False,False,False,False
7,False,True,False,True,True,True,False,False,True,True,True,False,False,False
8,False,False,False,False,False,False,True,False,False,False,False,True,False,False
9,False,False,False,False,False,False,False,False,False,False,False,False,True,False
