key,0,1,2,3,4
#,,,,,
int32,uint16,uint16,str,str,str
100,1,0,"@","【Languages】","Languages."
101,1,1,"","Please use the auto-translate function.","-"
102,1,10,"","Japanese language","-"
103,1,11,"","English language","-"
104,1,12,"","French language","-"
105,1,13,"","German language","-"
106,1,31,"","Can you speak Japanese?","-"
107,1,32,"","Can you speak English?","-"
108,1,33,"","Can you speak French?","-"
109,1,34,"","Can you speak German?","-"
110,1,41,"","I don't speak any English.","-"
111,1,40,"","I don't speak any Japanese.","-"
112,1,42,"","I don't speak any French.","-"
113,1,43,"","I don't speak any German.","-"
114,1,20,"","Please listen.","-"
115,1,21,"","Can you hear me?","-"
116,1,22,"","I can speak a little.","-"
117,1,23,"","I can understand a little.","-"
118,1,24,"","Please use simple words.","-"
119,1,25,"","Please do not abbreviate your words.","-"
120,1,26,"","I need some time to put together my answer.","-"
121,1,30,"","What is your native language?","-"
200,2,0,"@","【Greetings】","Greetings."
201,2,1,"","Nice to meet you.","-"
202,2,2,"","Good morning!","-"
203,2,3,"","Hello!","-"
204,2,4,"","Good evening!","-"
205,2,5,"","Good night!","-"
206,2,6,"","Good-bye.","-"
207,2,7,"","I had fun today!","-"
208,2,8,"","See you again!","-"
209,2,9,"","Let's play together again sometime!","-"
210,2,10,"","I'm back!","-"
211,2,11,"","Welcome back.","-"
212,2,12,"","Congratulations!","-"
213,2,13,"","Good job!","-"
214,2,14,"","Good luck!","-"
215,2,15,"","All right!","-"
216,2,16,"","Thank you.","-"
217,2,17,"","You're welcome.","-"
218,2,18,"","Take care.","-"
219,2,19,"","I'm sorry.","-"
220,2,20,"","Please forgive me.","-"
221,2,21,"","That's too bad.","-"
222,2,22,"","Excuse me...","-"
223,2,23,"","Have a safe journey.","-"
224,2,24,"","This is my first time here.","-"
225,2,25,"","I'm looking forward to it!","-"
226,2,26,"","Good game!","-"
227,2,27,"","Let's do it!","-"
228,2,28,"","Thank you. I must now take my leave.","-"
229,2,29,"","Let's have some fun!","-"
230,2,31,"","I'll do my best!","-"
231,2,30,"","Let's give it our best shot!","-"
232,2,32,"","This should be fun!","-"
233,2,33,"","If we stay cool, everything will be fine!","-"
300,3,0,"@","【Questions】","Questions."
301,3,1,"","Who?","-"
302,3,2,"","Which?","-"
303,3,3,"","How?","-"
304,3,4,"","What?","-"
305,3,5,"","When?","-"
306,3,6,"","How many?","-"
307,3,7,"","Where?","-"
308,3,8,"","Why?","-"
309,3,9,"","How come?","-"
310,3,10,"","Where shall we go?","-"
311,3,11,"","Can you do it?","-"
312,3,12,"","Do you need any help?","-"
313,3,13,"","Which levequest shall we do?","-"
314,3,14,"","Which duties can you do?","-"
315,3,15,"","Do you have it?","-"
316,3,16,"","What weapons can you use?","-"
317,3,17,"","What other classes can you use?","-"
318,3,18,"","What other roles can you cover?","-"
319,3,19,"","Do you have it set?","-"
320,3,20,"","What's the battle plan?","-"
321,3,21,"","Can I add you to my friend list?","-"
322,3,22,"","Shall we take a break?","-"
323,3,23,"","Do you want me to repair it?","-"
324,3,24,"","Can you repair it for me?","-"
325,3,25,"","Do you want me to meld materia to it?","-"
326,3,26,"","Can you meld materia for me?","-"
327,3,27,"","Would you join my party?","-"
328,3,28,"","Can I join your party?","-"
329,3,29,"","Should we disband?","-"
330,3,30,"","Do you want to join my linkshell?","-"
331,3,31,"","Can I join your linkshell?","-"
332,3,32,"","Do you want to join my free company?","-"
333,3,33,"","Can I join your free company?","-"
334,3,34,"","What are you doing?","-"
335,3,35,"","How about a game of Triple Triad?","-"
336,3,36,"","Can we change the rules?","-"
337,3,37,"","How about joining a Triple Triad tournament?","-"
338,3,38,"","Do you have enough MP?","-"
339,3,39,"","Is there anything you don't understand?","-"
340,3,40,"","Did you see it?","-"
341,3,41,"","How should we handle this?","-"
342,3,42,"","What's our strategy?","-"
343,3,43,"","Do you want to ride together?","-"
344,3,44,"","Can I ride with you?","-"
400,4,0,"@","【Answers】","Answers."
401,4,1,"","I don't understand.","-"
402,4,2,"","No thanks.","-"
403,4,3,"","Yes, please.","-"
404,4,4,"","If you would be so kind.","-"
405,4,5,"","Understood.","-"
406,4,6,"","I'm sorry. I'm busy now.","-"
407,4,7,"","I'm playing solo right now.","-"
408,4,8,"","I don't know how to answer that question.","-"
409,4,9,"","I see.","-"
410,4,10,"","Thanks for the offer, but I'll have to pass.","-"
411,4,11,"","That's interesting.","-"
412,4,12,"","Um...","-"
413,4,13,"","Huh!?","-"
414,4,14,"","Really?","-"
415,4,15,"","Hmmm.","-"
416,4,16,"","I have to go soon.","-"
417,4,17,"","I'd like another match.","-"
418,4,18,"","Let's call it a day.","-"
419,4,19,"","I'd like to take a break.","-"
420,4,20,"","Probably.","-"
500,5,0,"@","【Reasons】","Reasons."
501,5,1,"","Casting spell.","-"
502,5,2,"","Time for work!","-"
503,5,3,"","I have plans.","-"
504,5,4,"","I'm sleepy.","-"
505,5,5,"","I'm tired.","-"
506,5,6,"","Have stuff to do, gotta go!","-"
507,5,7,"","I don't feel well.","-"
508,5,8,"","I'm not up for it.","-"
509,5,9,"","I'm interested.","-"
510,5,10,"","I'm bound by duty.","-"
511,5,11,"","Fighting right now!","-"
512,5,12,"","I want to make money.","-"
513,5,13,"","I don't remember.","-"
514,5,14,"","I don't know.","-"
515,5,15,"","Just used it.","-"
516,5,16,"","I want experience points.","-"
517,5,17,"","Oops!","-"
518,5,18,"","I already have an invite.","-"
519,5,19,"","I already have one.","-"
520,5,20,"","No longer recruiting.","-"
521,5,21,"","I'm getting ready now.","-"
522,5,22,"","My hands are full.","-"
523,5,23,"","We're chewing the fat.","-"
524,5,24,"","I seem to have misplaced my keyboard.","-"
525,5,25,"","I'm checking things out.","-"
600,6,0,"@","【Trade】","Trade."
601,6,1,"","Can I have it?","-"
602,6,2,"","Can you do it for me?","-"
603,6,3,"","Lower the price?","-"
604,6,4,"","Buy?","-"
605,6,5,"","Sell?","-"
606,6,6,"","Trade?","-"
607,6,7,"","Do you need it?","-"
608,6,8,"","Can you make it?","-"
609,6,9,"","Do you have it?","-"
610,6,10,"","What materials are needed?","-"
611,6,11,"","I don't have any money.","-"
612,6,12,"","I don't have the item.","-"
613,6,13,"","I don't have anything to give you.","-"
614,6,14,"","You can have this.","-"
615,6,15,"","Please.","-"
616,6,16,"","Reward:","-"
617,6,17,"","Price:","-"
618,6,18,"","delivery","-"
700,7,0,"@","【Organize】","Organize."
701,7,1,"","Looking for members.","-"
702,7,2,"","Gather together.","-"
703,7,3,"","Team up?","-"
704,7,4,"","Are you alone?","-"
705,7,5,"","Any vacancies?","-"
706,7,6,"","Please invite me.","-"
707,7,7,"","Please let me join.","-"
708,7,8,"","Who is the leader?","-"
709,7,9,"","Just for a short time is fine.","-"
710,7,10,"","Our party's full.","-"
711,7,11,"","Please assist.","-"
712,7,12,"","Disbanding party.","-"
713,7,13,"","Taking a break.","-"
714,7,14,"","Looking for party.","-"
715,7,15,"","light party","-"
716,7,16,"","full party","-"
717,7,17,"","I'm inexperienced.","-"
718,7,18,"","Should we find some replacements?","-"
800,8,0,"@","【Tactics】","Tactics."
801,8,201,"","Please follow.","-"
802,8,202,"","I'll follow you.","-"
803,8,203,"","Please check it.","-"
804,8,204,"","Found it!","-"
805,8,1,"","Full attack!","-"
806,8,2,"","Pull back.","-"
807,8,3,"","Watch your aggro!","-"
808,8,4,"","Defeat this one first!","-"
809,8,5,"","Please don't attack.","-"
810,8,6,"","Hold the target!","-"
811,8,7,"","Please deactivate it.","-"
812,8,8,"","Heal!","-"
813,8,9,"","Cast it!","-"
814,8,10,"","Run away!","-"
815,8,11,"","Help me out!","-"
816,8,12,"","Stop!","-"
817,8,13,"","Standing by.","-"
818,8,14,"","None left.","-"
819,8,15,"","Don't have it.","-"
820,8,16,"","Please use it sparingly.","-"
821,8,17,"","I'll use it sparingly.","-"
822,8,18,"","My gear is in poor condition.","-"
823,8,19,"","Ready!","-"
824,8,100,"","Please set enemy marks.","-"
825,8,20,"","Please use it.","-"
826,8,205,"","Let's rest for a while.","-"
827,8,21,"","Pulling enemy over.","-"
828,8,22,"","Drawing enemy over.","-"
829,8,206,"","Wait, please.","-"
830,8,207,"","Let's meet there.","-"
831,8,208,"","Let's move.","-"
832,8,209,"","Stay there.","-"
833,8,210,"","On my way.","-"
834,8,211,"","Will be right back.","-"
835,8,212,"","Roll for loot, please.","-"
836,8,300,"","Weakness:","-"
837,8,301,"","Beware of","-"
838,8,302,"","Recommended:","-"
839,8,303,"","Kill Order:","-"
840,8,304,"","I want","-"
841,8,23,"","Please draw enmity.","-"
842,8,24,"","The enemy is near!","-"
843,8,25,"","Don't worry about it.","-"
844,8,26,"","Please ignore that.","-"
845,8,1084,"","Switch.","-"
846,8,27,"","Change with me.","-"
847,8,28,"","I'll deal the first blow.","-"
848,8,200,"","Let's take it slow.","-"
849,8,30,"","Do it!","-"
850,8,305,"","Direction:","-"
851,8,31,"","Avoid the attack!","-"
852,8,32,"","Turn away.","-"
853,8,33,"","Get hit.","-"
854,8,34,"","Pull the enemy away.","-"
855,8,35,"","Move away.","-"
