key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
int32,uint32,int32,uint32,uint32,int32,uint32,int32,uint32,uint32,int32,uint32,int32,uint32,uint32,int32,uint32,int32,uint32,uint32,single,uint32,uint32,int32,uint32,single,uint32,uint32,int32,uint32,single,uint32,uint32,int32,uint32,single,uint32,uint32,int32,uint32,single,uint32,uint32,int32,uint32,single,uint32,uint32,int32,uint32,single,uint32,uint32,int32
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
1.1,3,0,0,5,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,100,1,0,-1,11,100,4,1,-1,11,100,0,1,-1,6,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
1.2,3,0,20,3,0,12,0,0,7,2,33,0,36,0,0,0,0,0,1,100,2,0,-1,11,100,4,100,-1,11,100,4,1,-1,11,100,3,1,-1,6,100,0,0,-1,13,100,50844,0,-1,11,100,0,1,-1
1.3,3,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,3,0,-1,11,100,4,50,-1,11,100,4,1,-1,11,100,2,1,-1,6,100,0,0,-1,13,100,50845,0,-1,11,100,0,1,-1
1.4,3,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,4,0,-1,11,100,4,30,-1,11,100,4,1,-1,11,100,1,1,-1,6,100,0,0,-1,13,100,50846,0,-1,11,100,0,1,-1
1.5,3,1,0,5,0,0,0,0,1,2,32,0,0,0,0,0,0,0,1,100,1,0,-1,11,100,4,1,-1,11,100,0,1,-1,6,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
1.6,3,1,100,3,0,5,0,0,1,2,32,0,0,7,2,33,0,36,1,100,2,0,-1,11,100,4,100,-1,11,100,4,1,-1,11,100,3,1,-1,6,100,0,0,-1,13,100,50844,0,-1,11,100,0,1,-1
1.7,3,1,0,4,0,1,0,0,1,2,32,0,0,0,0,0,0,0,1,100,3,0,-1,11,100,4,50,-1,11,100,4,1,-1,11,100,2,1,-1,6,100,0,0,-1,13,100,50845,0,-1,11,100,0,1,-1
1.8,3,1,0,4,0,1,0,0,1,2,32,0,0,0,0,0,0,0,1,100,4,0,-1,11,100,4,30,-1,11,100,4,1,-1,11,100,1,1,-1,6,100,0,0,-1,13,100,50846,0,-1,11,100,0,1,-1
2.0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
2.1,3,0,20,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,0,-1,9,100,11591,11593,-1,3,100,11317,0,-1,0,100,0,0,-1,11,100,4,1,-1,11,100,0,1,-1,0,100,0,0,-1
2.2,3,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,0,-1,9,100,11592,11593,-1,3,100,11318,0,-1,0,100,0,0,-1,11,100,4,1,-1,11,100,0,1,-1,0,100,0,0,-1
2.3,3,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,0,-1,6,100,1,0,-1,11,100,4,1,-1,11,100,0,1,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
2.4,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,3,0,-1,0,100,0,0,-1,3,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
3.0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
3.1,3,0,20,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,0,-1,11,100,4,100,-1,11,100,4,1,-1,11,100,3,1,-1,6,100,0,0,-1,13,100,50844,0,-1,11,100,0,1,-1
3.2,3,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,3,0,-1,11,100,4,50,-1,11,100,4,1,-1,11,100,2,1,-1,6,100,0,0,-1,13,100,50845,0,-1,11,100,0,1,-1
3.3,3,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,4,0,-1,11,100,4,30,-1,11,100,4,1,-1,11,100,1,1,-1,6,100,0,0,-1,13,100,50846,0,-1,11,100,0,1,-1
4.0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
4.1,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,2,0,-1,6,100,1,0,-1,11,100,4,1,-1,11,100,0,1,-1,0,100,0,0,-1,0,100,0,0,-1,0,100,0,0,-1
