key,0,1,2,3
#,Icon,JournalCategory,,Name
int32,Image,JournalCategory,bit&01,str
0,0,0,False,""
1,61412,1,False,"Seventh Umbral Era"
2,61412,2,False,"Seventh Astral Era"
3,61412,3,False,"Heavensward"
4,61412,4,False,"Dragonsong War"
5,61412,5,False,"Post-Dragonsong War"
6,61412,6,False,"Stormblood"
7,61412,7,False,"Post-Ala Mhigan Liberation"
8,61412,8,True,"Shadowbringers"
9,61411,9,False,"Primal Quests"
10,61411,10,False,"Bahamut Quests"
11,61411,11,False,"Crystal Tower Quests"
12,61411,12,False,"Alexander Quests"
13,61411,13,False,"Heavensward Primal Quests"
14,61411,14,False,"Shadow of Mhach Quests"
15,61411,15,False,"Omega Quests"
16,61411,16,False,"Return to Ivalice"
17,61411,17,False,"The Four Lords"
18,0,0,False,""
19,61411,19,False,"Main Quests"
20,61411,19,False,"Daily Quests"
21,61411,20,False,"Main Quests"
22,61411,20,False,"Daily Quests"
23,61411,21,False,"Main Quests"
24,61411,21,False,"Daily Quests"
25,61411,22,False,"Main Quests"
26,61411,22,False,"Daily Quests"
27,61411,23,False,"Main Quests"
28,61411,23,False,"Daily Quests"
29,61411,24,False,"Main Quests"
30,61411,24,False,"Daily Quests"
31,61411,25,False,"Main Quests"
32,61411,25,False,"Daily Quests"
33,61411,26,False,"Main Quests"
34,61411,26,False,"Daily Quests"
35,61411,27,False,"Main Quests"
36,61411,27,False,"Daily Quests"
37,61411,28,False,"Main Quests"
38,61411,28,False,"Daily Quests"
39,61411,29,False,"Main Quests"
40,61411,29,False,"Daily Quests"
41,61411,30,False,"Hildibrand Quests"
42,61411,30,False,"Further Hildibrand Adventures"
43,61411,30,False,"Even Further Hildibrand Adventures"
44,61411,30,False,"Scholasticate Quests"
45,61411,30,False,"Tales of the Dragonsong War"
46,61411,30,False,"Wandering Minstrel Quests"
47,61411,30,False,"Zodiac Weapons"
48,61411,30,False,"Anima Weapons"
49,61411,30,False,"The Forbidden Land, Eureka"
50,61411,30,False,"Delivery Moogle Quests"
51,61411,30,False,"Allied Beast Tribe Quests"
52,61411,30,False,"Heavensward Beast Tribe Quests"
53,61411,30,False,"Stormblood Beast Tribe Quests"
54,61411,30,False,"Doman Adventurers' Guild Quests"
55,61411,30,False,"Doman Reconstruction Quests"
56,61411,31,False,"La Noscean Sidequests"
57,61411,32,False,"Gridanian Sidequests"
58,61411,33,False,"Ul'dahn Sidequests"
59,61411,34,False,"Coerthan Sidequests"
60,61411,35,False,"Mor Dhonan Sidequests"
61,61411,36,False,"Ishgardian Sidequests"
62,61411,37,False,"Abalathian Sidequests"
63,61411,38,False,"Dravanian Forelands Sidequests"
64,61411,38,False,"Dravanian Hinterlands Sidequests"
65,61411,38,False,"Churning Mists Sidequests"
66,61411,38,False,"Idyllshire Sidequests"
67,61411,39,False,"Azys Lla Sidequests"
68,61411,40,False,"Rhalgr's Reach Sidequests"
69,61411,40,False,"Fringes Sidequests"
70,61411,40,False,"Peaks Sidequests"
71,61411,40,False,"Lochs Sidequests"
72,61411,42,False,"Kugane Sidequests"
73,61411,41,False,"Ruby Sea Sidequests"
74,61411,41,False,"Yanxia Sidequests"
75,61411,41,False,"Azim Steppe Sidequests"
76,61411,43,True,"Crystarium Sidequests"
77,61411,44,True,"Eulmore Sidequests"
78,61411,43,True,"Lakeland Sidequests"
79,61411,44,True,"Kholusia Sidequests"
80,61411,45,True,"Amh Araeng Sidequests"
81,61411,46,True,"Il Mheg Sidequests"
82,61411,47,True,"Rak'tika Sidequests"
83,61411,48,True,"Tempest Sidequests"
84,62301,49,False,"Gladiator Quests"
85,62302,49,False,"Pugilist Quests"
86,62303,49,False,"Marauder Quests"
87,62304,49,False,"Lancer Quests"
88,62305,49,False,"Archer Quests"
89,62309,49,False,"Rogue Quests"
90,62306,50,False,"Conjurer Quests"
91,62307,50,False,"Thaumaturge Quests"
92,62308,50,False,"Arcanist Quests"
93,62310,51,False,"Carpenter Quests"
94,62311,51,False,"Blacksmith Quests"
95,62312,51,False,"Armorer Quests"
96,62313,51,False,"Goldsmith Quests"
97,62314,51,False,"Leatherworker Quests"
98,62315,51,False,"Weaver Quests"
99,62316,51,False,"Alchemist Quests"
100,62317,51,False,"Culinarian Quests"
101,62318,52,False,"Miner Quests"
102,62319,52,False,"Botanist Quests"
103,62320,52,False,"Fisher Quests"
104,62401,54,False,"Paladin Quests"
105,62402,54,False,"Monk Quests"
106,62403,54,False,"Warrior Quests"
107,62404,54,False,"Dragoon Quests"
108,62405,54,False,"Bard Quests"
109,62410,54,False,"Ninja Quests"
110,62406,55,False,"White Mage Quests"
111,62407,55,False,"Black Mage Quests"
112,62408,55,False,"Summoner Quests"
113,62409,55,False,"Scholar Quests"
114,62412,54,False,"Dark Knight Quests"
115,62411,54,False,"Machinist Quests"
116,62413,55,False,"Astrologian Quests"
117,62414,54,False,"Samurai Quests"
118,62415,55,False,"Red Mage Quests"
119,62417,54,True,"Gunbreaker Quests"
120,62418,54,True,"Dancer Quests"
121,62416,55,False,"Blue Mage Quests"
122,61411,53,True,"Facet of Forging Quests"
123,61411,53,True,"Facet of Crafting Quests"
124,61411,53,True,"Facet of Nourishing Quests"
125,61411,53,True,"Facet of Gathering Quests"
126,61411,53,True,"Facet of Fishing Quests"
127,61411,53,True,"Crystalline Mean Quests"
128,61411,56,True,"Tank Role Quests"
129,61411,56,True,"Healer Role Quests"
130,61411,56,True,"Physical DPS Quests"
131,61411,56,True,"Magical DPS Quests"
132,61411,56,True,"Role Quests"
133,61401,57,False,"Maelstrom Quests"
134,61402,57,False,"Order of the Twin Adder Quests"
135,61403,57,False,"Immortal Flames Quests"
136,61411,58,True,"Seasonal Events"
137,61411,58,True,"Heavensturn Events"
138,61411,58,True,"Eastern Duties"
139,61411,58,True,"Valentione's Day Events"
140,61411,58,True,"Little Ladies' Day Events"
141,61411,58,True,"Egg Hunts"
142,61411,58,True,"Gold Saucer Festivities"
143,61411,58,True,"Moonfire Faire Events"
144,61411,58,True,"Rising Events"
145,61411,58,True,"All Saints' Wake Events"
146,61411,58,True,"Starlight Celebration Events"
147,61411,58,False,"Other Seasonal Events"
148,61411,59,False,"Special Quests"
149,61411,59,False,"Collaboration Quests"
150,62501,60,False,"Battlecraft Levequests"
151,62502,64,False,"Carpenter Levequests"
152,62503,65,False,"Blacksmith Levequests"
153,62504,66,False,"Armorer Levequests"
154,62505,67,False,"Goldsmith Levequests"
155,62506,68,False,"Leatherworker Levequests"
156,62507,69,False,"Weaver Levequests"
157,62508,70,False,"Alchemist Levequests"
158,62509,71,False,"Culinarian Levequests"
159,62510,61,False,"Miner Levequests"
160,62511,62,False,"Botanist Levequests"
161,62512,63,False,"Fisher Levequests"
162,62501,60,False,"Battlecraft Levequests"
163,62502,64,False,"Carpenter Levequests"
164,62503,65,False,"Blacksmith Levequests"
165,62504,66,False,"Armorer Levequests"
166,62505,67,False,"Goldsmith Levequests"
167,62506,68,False,"Leatherworker Levequests"
168,62507,69,False,"Weaver Levequests"
169,62508,70,False,"Alchemist Levequests"
170,62509,71,False,"Culinarian Levequests"
171,62510,61,False,"Miner Levequests"
172,62511,62,False,"Botanist Levequests"
173,62512,63,False,"Fisher Levequests"
174,62501,60,False,"Battlecraft Levequests"
175,62502,64,False,"Carpenter Levequests"
176,62503,65,False,"Blacksmith Levequests"
177,62504,66,False,"Armorer Levequests"
178,62505,67,False,"Goldsmith Levequests"
179,62506,68,False,"Leatherworker Levequests"
180,62507,69,False,"Weaver Levequests"
181,62508,70,False,"Alchemist Levequests"
182,62509,71,False,"Culinarian Levequests"
183,62510,61,False,"Miner Levequests"
184,62511,62,False,"Botanist Levequests"
185,62512,63,False,"Fisher Levequests"
186,0,0,False,""
187,0,0,False,""
188,0,0,False,""
189,62513,85,False,"Maelstrom Levequests"
190,62514,85,False,"Order of the Twin Adder Levequests"
191,62515,85,False,"Immortal Flames Levequests"
192,61801,86,False,"Instanced Dungeons"
193,61802,87,False,"Instanced Raids"
194,61804,88,False,"Trials"
195,61824,89,False,"Deep Dungeons"
196,61833,89,False,"Eureka Expedition Quests"
197,61803,86,False,"Guildhests"
198,0,90,False,"Legacy Main Scenario Quests"
199,0,90,False,"Legacy Sidequests"
200,0,90,False,"Legacy Class Quests"
201,0,90,False,"Legacy Job Quests"
202,0,90,False,"Legacy Grand Company Quests"
