key,0,1,2,3,4,5,6,7,8
#,Name,Icon,ClassJob,Level,Quest,Value,ClassJobCategory,,
int32,str,Image,ClassJob,byte,Quest,uint32,ClassJobCategory,byte,byte
0,"",0,0,0,0,0,0,0,0
1,"Enhanced Vitality",0,0,0,0,0,0,0,0
2,"Enhanced Vitality II",0,0,0,0,0,0,0,0
3,"Enhanced Vitality III",0,0,0,0,0,0,0,0
4,"Enhanced Vitality",0,0,0,0,0,0,0,0
5,"Enhanced Vitality II",0,0,0,0,0,0,0,0
6,"Enhanced Vitality III",0,0,0,0,0,0,0,0
7,"Enhanced Strength",0,0,0,0,0,0,0,0
8,"Enhanced Strength II",0,0,0,0,0,0,0,0
9,"Enhanced Strength III",0,0,0,0,0,0,0,0
10,"Enhanced Greased Lightning",0,0,0,0,0,0,0,0
11,"Enhanced Greased Lightning II",0,0,0,0,0,0,0,0
12,"Enhanced Strength",0,0,0,0,0,0,0,0
13,"Enhanced Strength II",0,0,0,0,0,0,0,0
14,"Enhanced Strength III",0,0,0,0,0,0,0,0
15,"Enhanced Dexterity",0,0,0,0,0,0,0,0
16,"Enhanced Dexterity II",0,0,0,0,0,0,0,0
17,"Heavier Shot",5321,5,50,2,0,0,50,0
18,"Increased Action Damage",5302,5,50,20,0,10,50,0
19,"Enhanced Dexterity III",0,0,0,0,0,0,0,0
20,"Increased Action Damage II",5303,5,50,40,0,20,50,0
21,"Enhanced Mind",0,0,0,0,0,0,0,0
22,"Enhanced Mind II",0,0,0,0,0,0,0,0
23,"Maim and Mend",5185,6,53,20,0,10,53,0
24,"Enhanced Mind III",0,0,0,0,0,0,0,0
25,"Freecure",5330,6,53,32,0,0,53,0
26,"Maim and Mend II",5186,6,53,40,0,30,53,0
27,"Enhanced Intelligence",0,0,0,0,0,0,0,0
28,"Enhanced Intelligence II",0,0,0,0,0,0,0,0
29,"Maim and Mend",5185,7,55,20,0,10,55,0
30,"Enhanced Intelligence III",0,0,0,0,0,0,0,0
31,"Maim and Mend II",5186,7,55,40,0,30,55,0
32,"Firestarter",5352,7,55,42,0,0,55,0
33,"Thundercloud",5355,0,0,0,0,0,0,0
34,"Auto Triangulate",5451,17,18,2,0,0,18,0
35,"Enhanced Stealth",0,0,0,0,0,30,0,0
36,"Enhanced Stealth II",0,0,0,0,0,40,0,0
37,"Enhanced Stealth III",0,0,0,0,0,50,0,0
38,"Auto Prospect",5426,16,17,2,0,0,17,0
39,"Enhanced Stealth",0,0,0,0,0,30,0,0
40,"Enhanced Stealth II",0,0,0,0,0,40,0,0
41,"Enhanced Stealth III",0,0,0,0,0,50,0,0
42,"Tree Whisperer",5455,17,18,11,0,0,18,0
43,"Tree Whisperer II",5456,17,18,16,0,0,18,0
44,"Tree Whisperer III",5457,17,18,21,0,0,18,0
45,"Tree Whisperer IV",5458,17,18,26,0,0,18,0
46,"Enhanced Twelve's Bounty",5459,17,18,41,0,0,18,0
47,"Enhanced Twelve's Bounty II",5460,17,18,50,0,0,18,0
48,"Stone Whisperer",5430,16,17,11,0,0,17,0
49,"Stone Whisperer II",5431,16,17,16,0,0,17,0
50,"Stone Whisperer III",5432,16,17,21,0,0,17,0
51,"Stone Whisperer IV",5433,16,17,26,0,0,17,0
52,"Enhanced Twelve's Bounty",5434,16,17,41,0,0,17,0
53,"Enhanced Twelve's Bounty II",5435,16,17,50,0,0,17,0
54,"Dunefishing",5483,18,19,35,0,0,19,0
55,"Skyfishing",5484,18,19,45,0,0,19,0
56,"Enhanced Stealth",0,0,0,0,0,30,0,0
57,"Enhanced Stealth II",0,0,0,0,0,40,0,0
58,"Enhanced Stealth III",0,0,0,0,0,50,0,0
59,"Gulleye",5479,18,19,15,0,15,19,0
60,"Gulleye II",0,0,0,0,0,35,0,0
61,"Gulleye III",0,0,0,0,0,50,0,0
62,"Double Mooching",5482,18,19,40,0,0,19,0
63,"Aetherdam",0,0,0,0,0,0,0,0
64,"Enhanced Intelligence",0,0,0,0,0,0,0,0
65,"Enhanced Intelligence II",0,0,0,0,0,0,0,0
66,"Maim and Mend",5185,26,68,20,0,10,68,0
67,"Aetherdam II",0,0,0,0,0,0,0,0
68,"Enhanced Intelligence III",0,0,0,0,0,0,0,0
69,"Maim and Mend II",5186,26,68,40,0,30,68,0
70,"Aetherdam III",0,0,0,0,0,0,0,0
71,"Enhanced Strength",9004,0,0,2,0,5,0,0
72,"Increased HP",9001,0,0,3,0,10,0,0
73,"Enhanced Accuracy",9010,0,0,5,0,5,0,0
74,"Enhanced Critical Hit",9012,0,0,6,0,15,0,0
75,"Enhanced Strength",9004,0,0,8,0,5,0,0
76,"Increased HP",9001,0,0,9,0,10,0,0
77,"Enhanced Strength",9004,0,0,2,0,5,0,0
78,"Increased HP",9001,0,0,3,0,5,0,0
79,"Enhanced Accuracy",9010,0,0,5,0,5,0,0
80,"Enhanced Critical Hit",9012,0,0,6,0,15,0,0
81,"Enhanced Strength",9004,0,0,8,0,10,0,0
82,"Increase Attack Speed",9013,0,0,9,0,-10,0,0
83,"Enhanced Mind",9008,0,0,2,0,10,0,0
84,"Increased HP",9001,0,0,3,0,5,0,0
85,"Enhanced Accuracy",9010,0,0,5,0,5,0,0
86,"Enhanced Critical Hit",9012,0,0,6,0,15,0,0
87,"Enhanced Mind",9008,0,0,8,0,15,0,0
88,"Increased HP",9001,0,0,9,0,5,0,0
89,"Enhanced Dexterity",0,0,0,0,0,0,0,0
90,"All Fours",5401,29,93,14,0,10,93,0
91,"Enhanced Dexterity II",0,0,0,0,0,0,0,0
92,"Enhanced Dexterity III",0,0,0,0,0,0,0,0
93,"Fleet of Foot",5403,29,93,20,0,10,93,0
94,"Nymeia's Ward",5436,16,17,42,0,0,17,0
95,"Stone Whisperer V",5437,16,17,53,67617,0,17,0
96,"Enhanced Stealth IV",0,0,0,0,0,54,0,0
97,"Enhanced Stealth V",0,0,0,0,0,57,0,0
98,"Enhanced Stealth VI",0,0,0,0,0,60,0,0
99,"Nymeia's Ward",5461,17,18,42,0,0,18,0
100,"Tree Whisperer V",5462,17,18,53,67585,0,18,0
101,"Enhanced Stealth IV",0,0,0,0,0,54,0,0
102,"Enhanced Stealth V",0,0,0,0,0,57,0,0
103,"Enhanced Stealth VI",0,0,0,0,0,60,0,0
104,"Gulleye IV",0,0,0,0,0,55,0,0
105,"Gulleye V",0,0,0,0,0,60,0,0
106,"Cloudfishing",5488,18,19,53,67622,0,19,0
107,"Enhanced Stealth IV",0,0,0,0,0,54,0,0
108,"Enhanced Stealth V",0,0,0,0,0,57,0,0
109,"Enhanced Stealth VI",0,0,0,0,0,60,0,0
110,"Hellfishing",5489,18,19,55,67623,0,19,0
111,"Aetherfishing",5490,18,19,58,67624,0,19,0
112,"Enhanced Vitality",0,0,0,0,0,0,0,0
113,"Enhanced Vitality II",0,0,0,0,0,0,0,0
114,"Enhanced Vitality III",0,0,0,0,0,0,0,0
115,"Enhanced Dexterity",0,0,0,0,0,0,0,0
116,"Enhanced Dexterity II",0,0,0,0,0,0,0,0
117,"Increased Action Damage",6002,31,96,20,0,10,96,0
118,"Enhanced Dexterity III",0,0,0,0,0,0,0,0
119,"Increased Action Damage II",6003,31,96,40,0,20,96,0
120,"Enhanced Mind",0,0,0,0,0,0,0,0
121,"Enhanced Mind II",0,0,0,0,0,0,0,0
122,"Maim and Mend",6102,33,99,20,0,10,99,0
123,"Enhanced Mind III",0,0,0,0,0,0,0,0
124,"Enhanced Benefic",6105,33,99,36,0,15,99,0
125,"Maim and Mend II",6103,33,99,40,0,30,99,0
126,"Enhanced Stealth VII",0,0,0,0,0,64,0,0
127,"Enhanced Stealth VIII",0,0,0,0,0,67,0,0
128,"Enhanced Stealth IX",0,0,0,0,0,70,0,0
129,"Enhanced Stealth VII",0,0,0,0,0,64,0,0
130,"Enhanced Stealth VIII",0,0,0,0,0,67,0,0
131,"Enhanced Stealth IX",0,0,0,0,0,70,0,0
132,"Enhanced Stealth VII",0,0,0,0,0,64,0,0
133,"Enhanced Stealth VIII",0,0,0,0,0,67,0,0
134,"Enhanced Stealth IX",0,0,0,0,0,70,0,0
135,"Saltfishing",5499,18,19,68,0,0,19,0
136,"Gulleye VI",0,0,0,0,0,65,0,0
137,"Gulleye VII",0,0,0,0,0,70,0,0
138,"Quality Assurance",6976,8,9,63,67978,2,9,0
139,"Quality Assurance",6976,9,10,63,68152,2,10,0
140,"Quality Assurance",6976,10,11,63,68131,2,11,0
141,"Quality Assurance",6976,11,12,63,68136,2,12,0
142,"Quality Assurance",6976,12,13,63,68146,2,13,0
143,"Quality Assurance",6976,13,14,63,67968,2,14,0
144,"Quality Assurance",6976,14,15,63,67973,2,15,0
145,"Quality Assurance",6976,15,16,63,68141,2,16,0
146,"Stroke of Genius",0,0,0,0,0,0,0,0
147,"Stroke of Genius",0,0,0,0,0,0,0,0
148,"Stroke of Genius",0,0,0,0,0,0,0,0
149,"Stroke of Genius",0,0,0,0,0,0,0,0
150,"Stroke of Genius",0,0,0,0,0,0,0,0
151,"Stroke of Genius",0,0,0,0,0,0,0,0
152,"Stroke of Genius",0,0,0,0,0,0,0,0
153,"Stroke of Genius",0,0,0,0,0,0,0,0
154,"Auto Fathom",5497,18,19,61,68458,0,19,0
155,"Fish Whisperer",0,0,0,0,0,0,0,0
156,"Enhanced Cover",5209,0,0,0,0,-20,0,0
157,"Enhanced Infuriate",5259,21,22,66,0,0,22,0
158,"Blackblood",6059,32,98,62,0,0,98,0
159,"Enhanced Blackblood",6060,32,98,66,0,0,98,0
160,"Deep Meditation",5234,20,21,38,0,80,21,0
161,"Enhanced Tackle",5235,0,0,0,0,2,0,0
162,"Lance Mastery",5284,0,0,0,0,0,0,0
163,"Life of the Dragon",5289,22,23,70,68450,0,23,0
164,"Dripping Blades",0,0,0,0,0,0,0,0
165,"Shukiho",5411,30,92,62,0,6,92,0
166,"Enhanced Shukuchi",5412,30,92,64,0,0,92,0
167,"Enhanced Mug",0,0,0,0,0,0,0,0
168,"Bite Mastery",5309,23,24,64,0,0,24,0
169,"Enhanced Empyreal Arrow",5310,23,24,68,0,0,24,0
170,"Shot Mastery",0,0,0,0,0,0,0,0
171,"Thunder Mastery",5357,25,26,45,66612,0,26,0
172,"Thunder Mastery II",5358,25,26,64,0,0,26,0
173,"Enhanced Umbral Heart",5359,0,0,0,0,-34,0,0
174,"Enhanced Enochian",5360,25,26,70,68128,5,26,0
175,"Corruption Mastery",5376,0,0,0,0,0,0,0
176,"Enhanced Ruin II",5377,0,0,0,0,0,0,0
177,"Corruption Mastery II",5378,0,0,0,0,0,0,0
178,"Enhanced Dreadwyrm Trance",5380,27,28,70,68165,0,28,0
179,"Stone Mastery",5333,6,53,18,0,0,53,0
180,"Aero Mastery",5334,6,53,46,0,0,53,0
181,"Stone Mastery II",5336,24,25,54,67257,0,25,0
182,"Stone Mastery III",5337,24,25,64,0,0,25,0
183,"Secret of the Lily II",5338,0,0,0,0,20,0,0
184,"Broil Mastery II",5392,28,29,64,0,0,29,0
185,"Quickened Aetherflow",0,0,0,0,0,100,0,0
186,"Combust Mastery",6109,33,99,46,0,0,99,0
187,"Malefic Mastery",6110,33,99,54,67558,0,99,0
188,"Malefic Mastery II",6111,33,99,64,0,0,99,0
189,"Hyper Lightspeed",6101,33,99,68,0,-300,99,0
190,"Endless Toil of the Mountaineer",0,0,0,0,0,60,0,0
191,"Endless Toil of the Pioneer",0,0,0,0,0,60,0,0
192,"Enhanced GP Regeneration",5444,16,17,70,68094,1,17,0
193,"Enhanced GP Regeneration",5469,17,18,70,68160,1,18,0
194,"Enhanced GP Regeneration",5498,18,19,70,68435,1,19,0
195,"Enhanced Jolt",6201,35,112,62,0,0,112,0
196,"Secret of the Lily",5335,24,25,52,67256,0,25,0
197,"Enhanced Intelligence",0,0,0,0,0,0,0,0
198,"Enhanced Intelligence II",0,0,0,0,0,0,0,0
199,"Enhanced Intelligence III",0,0,0,0,0,0,0,0
200,"Maim and Mend",5185,35,112,20,0,10,112,0
201,"Maim and Mend II",5186,35,112,40,0,30,112,0
202,"Enhanced Strength",0,0,0,0,0,0,0,0
203,"Enhanced Strength II",0,0,0,0,0,0,0,0
204,"Enhanced Strength III",0,0,0,0,0,0,0,0
205,"Dripping Blades II",0,0,0,0,0,0,0,0
206,"Enhanced Jolt II",0,0,0,0,0,0,0,0
207,"Divine Magic Mastery",5210,19,20,64,0,-50,20,0
208,"Kenki Mastery II",6151,34,111,62,0,5,111,0
209,"Oath Mastery",5211,19,20,35,66592,0,20,0
