key,0,1,2
#,Description,Description{Enhanced},Tooltip
int32,str,str,str
0,"","",""
1,"Summon your Grand Company-issued battle chocobo.","Born and bred in the city–state of Ishgard, the majority of company chocobos are geldings of the rouncey variety; however, massive destriers and miniature Belah'dian jennets are also raised to accommodate the builds of Roegadyn and Lalafellin riders respectively.","Chocobos are stout-
hearted creatures, but
they have their limits.
  - Mimigun"
2,"","",""
3,"","",""
4,"Use the odd-shaped horn gifted to you by the wandering minstrel to call a massive goobbue to your side.","Traded for a song by the High Satrap of a distant land, the secret to taming these creatures once thought to be unbreakable was introduced to Eorzea by a mysterious wandering minstrel who journeyed through the realm in the final days before the Calamity.","Would that I had the
girth of a goobbue!
  - Nanamo Ul Namo"
5,"Five years and a realm-shaking Calamity were not enough to break the bonds between you and your loyal steed. A single whistle and he will be at your side once again.","In the five years following your sudden disappearance from the Carteneau Flats, your ever-faithful chocobo spent each waking moment galloping across the realm in search of his lost master. His myriad adventures are nothing less than fantastical and heartbreaking...but that is a story for another day.","Go find the chocobo you
rode in on, and ride on out.
  - Sevrin"
6,"Call into battle your suit of Garlond Ironworks-modified magitek armor.","This suit of Garlean-developed reaper-class magitek battle armor has had its original control systems purged and replaced with a new, modified core built by Cid of the Garlond Ironworks.","At last, our very own
suit of magitek armor!
  - Cid Garlond"
7,"","",""
8,"Summon your fleet-footed battle coeurl, trained from a pup to recognize you as a friend...not food.","Native to the jungles of the Near East, coeurls were only recently introduced to Eorzea, brought over from faraway lands such as Thavnair by Ul'dahn nobles who thought to breed them as pets. Now, but a handful of skilled tamers living in recluse on the Pearl are
said to be able to train them.","Hey, good lookin'!
Catch my coeurl yet?
  - Swygrael"
9,"Summon forth a riding ahriman, bound to this realm with powerful magicks guaranteed to never fade.","Though little is known of the void and the creatures which call the extra-dimensional realm home, scholars have discovered that there is a strict hierarchy amongst voidsent consisting of twelve distinct tiers. Ahrimans are believed to fall into the fifth, making them formidable foes...when not enthralled by curses.","Ye'd 'ave t' be blinder'n an
ahriman wi' an eyepatch t'
miss the camp.
  - Baderon Tenfingers"
10,"","",""
11,"","",""
12,"","",""
13,"","",""
14,"","",""
