key,0,1,2,3,4,5,6,7,8,9,10
#,,,,,,,,,,,
int32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32,uint32
0,0,0,1,0,0,0,0,0,0,0,0
41787,0,0,0,0,0,0,0,0,0,0,0
41788,0,0,0,0,0,0,0,0,0,0,0
41789,0,0,0,0,0,0,0,0,0,0,0
44960,0,0,0,0,0,0,0,0,0,0,0
44961,0,0,0,0,0,0,0,0,0,0,0
44962,0,0,0,0,0,0,0,0,0,0,0
44963,0,0,0,0,0,0,0,0,0,0,0
44964,0,0,0,0,0,0,0,0,0,0,0
44965,0,0,0,0,0,0,0,0,0,0,0
44966,0,0,0,0,0,0,0,0,0,0,0
44967,0,0,0,0,0,0,0,0,0,0,0
44968,0,0,0,0,0,0,0,0,0,0,0
44969,0,0,0,0,0,0,0,0,0,0,0
45094,0,0,2642,2965,0,0,3747,0,0,0,0
45095,0,0,2643,2966,0,0,0,0,0,0,0
45096,0,0,0,0,0,0,0,0,0,0,0
45097,0,0,0,0,0,0,0,0,0,0,0
45098,0,0,0,0,0,0,0,0,0,0,0
45099,0,0,0,0,0,0,0,0,0,0,0
45100,0,0,0,0,0,0,0,0,0,0,0
45101,0,0,0,0,0,0,0,0,0,0,0
45102,0,0,0,2973,0,3286,0,0,0,0,0
45103,0,0,0,2974,0,3287,0,0,0,0,0
45104,0,0,0,2975,0,3288,0,0,0,0,0
45105,0,0,0,2976,0,3289,0,0,0,0,0
45106,0,0,0,2977,0,3290,0,0,0,0,0
45107,0,0,0,2978,0,3291,0,0,0,0,0
45108,0,0,0,2979,0,3292,0,0,0,0,0
45109,0,0,0,2980,0,3293,0,0,0,0,0
45110,0,0,0,2981,0,3294,0,0,0,0,0
45111,0,0,0,2982,0,3295,0,0,0,0,0
45112,0,0,2650,2993,0,0,0,0,0,0,0
45113,0,0,0,6094,0,6095,0,0,0,0,0
45114,0,0,0,6096,0,6097,0,0,0,0,0
45115,0,0,0,6098,0,6099,0,0,0,0,0
45116,0,0,0,6100,0,6101,0,0,0,0,0
45117,0,0,0,6102,0,6103,0,0,0,0,0
45118,0,0,0,6104,0,6105,0,0,0,0,0
45119,0,0,6223,6224,0,0,0,0,0,0,0
45120,0,0,6968,6969,6970,0,0,0,0,0,0
45121,0,0,6971,6972,6974,6975,6977,0,0,0,0
45122,0,0,6971,6973,6974,6976,6977,0,0,0,0
45123,0,0,6978,6979,6980,0,6981,0,0,0,0
45124,0,0,0,6982,0,0,6983,0,0,0,0
45125,0,0,0,7535,0,7537,7538,0,0,0,0
45126,0,0,7539,7540,0,7541,7542,0,0,0,0
45127,0,0,0,7546,0,7547,0,0,0,0,0
45128,0,0,0,7548,0,7549,0,0,0,0,0
45129,0,0,8111,8116,0,0,8119,0,0,0,0
45130,0,0,0,8542,0,8543,0,0,0,0,0
45131,0,0,0,8544,0,8545,0,0,0,0,0
45132,0,0,0,8546,0,8547,0,0,0,0,0
45133,0,0,0,8549,0,8550,0,0,0,0,0
45134,0,0,0,8551,0,8552,0,0,0,0,0
45135,0,0,0,8553,0,8554,0,0,0,0,0
45136,0,0,0,8553,0,8555,0,0,0,0,0
45137,0,0,8557,8559,0,8560,8561,0,0,0,0
45138,0,0,8558,8559,0,8560,8561,0,0,0,0
45139,0,0,0,8669,8672,8675,8678,0,0,0,0
45140,0,0,0,8670,8673,8676,8679,0,0,0,0
45141,0,0,0,8671,8674,8677,8680,0,0,0,0
45142,0,0,8681,8684,0,8687,8690,0,0,0,0
45143,0,0,8682,8685,0,8688,8691,0,0,0,0
45144,0,0,8683,8686,0,8689,8692,0,0,0,0
45145,0,0,8706,8707,8708,8709,8710,0,0,0,0
45146,0,0,8711,8712,0,8713,8714,0,0,0,0
45147,0,0,9272,9273,0,9274,9275,0,0,0,0
45148,0,0,0,9283,0,9284,9285,0,0,0,0
45149,0,0,0,9286,0,9287,9288,0,0,0,0
45150,0,0,0,10005,10006,10007,10008,0,0,0,0
