key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,StandardFinishTime,IdealFinishTime,Act1FightType,Act1,ArenaType[1],Act2FightType,Act2,ArenaType[2],Act3FightType,Act3,ArenaType[3],ContentEntry,Order,GilReward,AlliedSealsReward,TomestonesReward
int32,uint16,uint16,byte,Row,byte,byte,Row,byte,byte,Row,byte,ContentEntry,byte,uint16,uint16,uint16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,30,20,1,1,0,0,0,0,0,0,0,2883642,1,3000,50,40
2,210,150,1,2,0,1,3,0,0,0,0,2883643,2,3000,50,40
3,225,165,2,1,0,0,0,0,0,0,0,2883644,3,3000,50,40
4,210,155,1,4,0,2,2,0,0,0,0,2883645,4,3000,50,40
5,80,45,1,5,4,0,0,0,0,0,0,2883646,5,3000,50,40
6,200,145,1,6,1,1,8,0,0,0,0,2883647,6,5000,100,80
7,210,160,1,9,0,1,10,3,1,11,2,2883648,7,5000,100,80
8,225,165,1,14,0,1,15,2,0,0,0,2883649,8,5000,100,80
9,285,210,2,15,4,0,0,0,0,0,0,2883650,9,5000,100,80
10,270,190,1,12,0,0,0,0,0,0,0,2883651,10,5000,100,80
11,210,150,1,16,0,1,17,3,0,0,0,2883652,11,5000,100,80
12,270,190,1,18,0,2,12,0,0,0,0,2883653,12,5000,100,80
13,270,210,1,13,0,2,10,4,0,0,0,2883654,13,5000,100,80
14,180,150,1,19,2,1,20,1,0,0,0,2883655,14,5000,100,80
15,285,225,2,11,4,0,0,0,0,0,0,2883656,15,5000,100,80
16,270,210,1,7,0,2,3,4,0,0,0,2883657,16,5000,100,80
17,330,255,1,21,4,2,13,4,0,0,0,2883658,17,5000,100,80
18,360,260,1,23,0,1,24,0,0,0,0,2883659,18,5000,100,80
19,300,240,2,16,4,2,17,4,0,0,0,2883660,19,5000,100,80
20,360,310,2,7,0,2,8,4,2,9,4,2883661,20,5000,100,80
21,255,195,1,25,0,2,18,4,0,0,0,2883662,21,5000,100,80
22,300,240,1,22,0,2,14,4,0,0,0,2883663,22,5000,100,80
23,300,225,2,19,4,0,0,0,0,0,0,2883664,23,5000,100,80
24,405,340,1,26,0,2,20,0,2,21,4,2883665,24,5000,100,80
25,525,435,2,4,0,2,5,0,2,6,4,2883666,25,10000,200,160
26,300,240,2,22,0,2,23,4,0,0,0,2883668,26,5000,100,80
27,240,140,2,30,0,0,0,0,0,0,0,2883669,27,5000,100,80
28,360,300,2,29,4,0,0,0,0,0,0,2883670,28,5000,100,80
29,480,420,2,24,4,2,25,4,0,0,0,2883671,29,5000,100,80
30,450,390,2,26,4,2,27,4,2,28,4,2883672,30,10000,200,160
31,460,410,2,31,4,2,32,4,0,0,0,2883683,31,10000,200,160
