key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
#,ClassJobCategory,Reward{Item}[0],Reward{Item}[1],Reward{Item}[2],Reward{Item}[3],Reward{Amount}[0],Reward{Amount}[1],Reward{Amount}[2],Reward{Amount}[3],Required{Item}[0],Required{Item}[1],Required{Item}[2],Required{Item}[3],Required{Amount}[0],Required{Amount}[1],Required{Amount}[2],Required{Amount}[3],,,,,,,,
int32,ClassJobCategory,Item,Item,Item,Item,byte,byte,byte,byte,Item,Item,Item,Item,byte,byte,byte,byte,bool,bool,bool,bool,bool,bool,bool,bool
0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False
3.0,20,13611,13624,0,0,1,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.1,21,13612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.2,22,13613,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.3,23,13614,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.4,24,13615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.5,25,13619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.6,26,13620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.7,28,13621,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.8,29,13622,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.9,92,13616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.10,98,13617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.11,96,13618,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
3.12,99,13623,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,True,True,True,True
4.0,20,13597,13610,0,0,1,1,0,0,13611,13624,0,0,1,1,0,0,True,True,False,False,True,True,True,True
4.1,21,13598,0,0,0,1,0,0,0,13612,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.2,22,13599,0,0,0,1,0,0,0,13613,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.3,23,13600,0,0,0,1,0,0,0,13614,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.4,24,13601,0,0,0,1,0,0,0,13615,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.5,25,13605,0,0,0,1,0,0,0,13619,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.6,26,13606,0,0,0,1,0,0,0,13620,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.7,28,13607,0,0,0,1,0,0,0,13621,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.8,29,13608,0,0,0,1,0,0,0,13622,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.9,92,13602,0,0,0,1,0,0,0,13616,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.10,98,13603,0,0,0,1,0,0,0,13617,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.11,96,13604,0,0,0,1,0,0,0,13618,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
4.12,99,13609,0,0,0,1,0,0,0,13623,0,0,0,1,0,0,0,True,False,False,False,True,True,True,True
5.0,20,13223,13236,0,0,1,1,0,0,13597,13610,0,0,1,1,0,0,False,False,False,False,True,True,True,True
5.1,21,13224,0,0,0,1,0,0,0,13598,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.2,22,13225,0,0,0,1,0,0,0,13599,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.3,23,13226,0,0,0,1,0,0,0,13600,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.4,24,13227,0,0,0,1,0,0,0,13601,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.5,25,13231,0,0,0,1,0,0,0,13605,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.6,26,13232,0,0,0,1,0,0,0,13606,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.7,28,13233,0,0,0,1,0,0,0,13607,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.8,29,13234,0,0,0,1,0,0,0,13608,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.9,92,13228,0,0,0,1,0,0,0,13602,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.10,98,13229,0,0,0,1,0,0,0,13603,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.11,96,13230,0,0,0,1,0,0,0,13604,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
5.12,99,13235,0,0,0,1,0,0,0,13609,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.0,20,14870,14883,0,0,1,1,0,0,13223,13236,0,0,1,1,0,0,False,False,False,False,True,True,True,True
6.1,21,14871,0,0,0,1,0,0,0,13224,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.2,22,14872,0,0,0,1,0,0,0,13225,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.3,23,14873,0,0,0,1,0,0,0,13226,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.4,24,14874,0,0,0,1,0,0,0,13227,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.5,25,14878,0,0,0,1,0,0,0,13231,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.6,26,14879,0,0,0,1,0,0,0,13232,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.7,28,14880,0,0,0,1,0,0,0,13233,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.8,29,14881,0,0,0,1,0,0,0,13234,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.9,92,14875,0,0,0,1,0,0,0,13228,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.10,98,14876,0,0,0,1,0,0,0,13229,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.11,96,14877,0,0,0,1,0,0,0,13230,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
6.12,99,14882,0,0,0,1,0,0,0,13235,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
7.0,20,15223,15236,0,0,1,1,0,0,14870,14883,0,0,1,1,0,0,False,False,False,False,True,True,True,True
7.1,21,15224,0,0,0,1,0,0,0,14871,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
7.2,22,15225,0,0,0,1,0,0,0,14872,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
7.3,23,15226,0,0,0,1,0,0,0,14873,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
7.4,24,15227,0,0,0,1,0,0,0,14874,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
7.5,25,15231,0,0,0,1,0,0,0,14878,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
7.6,26,15232,0,0,0,1,0,0,0,14879,0,0,0,1,0,0,0,False,False,False,False,True,True,True,True
