key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,,,,,,,
int32,single,single,single,single,single,single,single,single,single,single,single,single
0,0,0,0,0,0,0,0,0,-0.1,0,0,0
1,0,0,0,0,0,0,0,0,-0.1,0,0,0.1
2,0,0,0.1,0.1,0,0,0,0,-0.1,0,0,0
3,0,0,0,0,0,0,0,0,-0.1,0,0,0.1
4,0,0,0,0,0,0,0,0,-0.1,0,0,0
5,0,0,0,0,0,0,0,0,-0.1,0,0,0
6,0.1,0.1,0,0,0,0,0.1,0.1,-0.1,0,0,0
7,0,0,0,0,0,0,0,0,-0.1,0,0,0
8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
9,0.1,0.1,0.1,0.1,0,0,0,0,0,0,0,0.1
10,0,0,0,0,0,0,0,0,0,0,0,0.1
11,0,0,0,0,0,0,0,0,-0.1,0,0,0
