key,0,1,2,3,4,5,6,7,8,9,10,11,12
#,Destination,Location,X,Y,Z,Map,StartingPoint,Stars,RankReq,CeruleumTankReq,SurveyDuration<min>,SurveyDistance,ExpReward
int32,str,str,int16,int16,int16,SubmarineMap,bit&01,byte,byte,byte,uint16,byte,uint32
0,"","",483,927,0,1,True,0,0,0,0,0,0
1,"the Ivory Shoals (A)","A",640,880,100,1,False,1,1,1,180,10,10610
2,"deep-sea site 1 (B)","B",570,750,300,1,False,1,1,1,180,10,10610
3,"deep-sea site 2 (C)","C",740,700,300,1,False,1,4,1,240,10,27840
4,"the Lightless Basin (D)","D",400,850,500,1,False,1,4,2,240,10,27840
5,"deep-sea site 3 (E)","E",650,610,200,1,False,1,7,2,300,11,46660
6,"the Southern Rimilala Trench (F)","F",850,850,600,1,False,1,7,3,300,11,46660
7,"the Umbrella Narrow (G)","G",260,760,100,1,False,1,10,1,360,11,75920
8,"Offender's Rot (H)","H",120,840,100,1,False,2,14,1,420,12,102600
9,"Neolith Island (I)","I",380,660,100,1,False,2,17,1,420,12,118350
10,"unidentified derelict (J)","J",900,600,600,1,False,2,20,3,480,12,146210
11,"the Cobalt Shoals (K)","K",520,550,300,1,False,2,20,6,480,12,146210
12,"the Mystic Basin (L)","L",260,570,600,1,False,3,24,6,540,13,174980
13,"deep-sea site 4 (M)","M",90,630,100,1,False,3,27,6,600,13,200430
14,"the Central Rimilala Trench (N)","N",800,550,400,1,False,3,27,6,600,13,200430
15,"the Wreckage of <Emphasis>Discovery I</Emphasis> (O)","O",630,490,500,1,False,3,30,6,660,14,231750
16,"Komura (P)","P",290,365,100,1,False,3,30,6,660,14,231750
17,"Kanayama (Q)","Q",115,350,0,1,False,4,34,6,720,14,263530
18,"concealed bay (R)","R",150,540,600,1,False,4,37,6,780,15,292170
19,"deep-sea site 5 (S)","S",320,230,200,1,False,4,37,6,780,15,292170
20,"Purgatory (T)","T",130,180,100,1,False,4,40,6,840,15,338330
21,"deep-sea site 6 (U)","U",465,330,100,1,False,4,40,6,840,15,338330
22,"the Rimilala Shelf (V)","V",555,225,600,1,False,5,44,6,900,16,374020
23,"deep-sea site 7 (W)","W",710,370,300,1,False,5,44,6,900,16,374020
24,"Glittersand Basin (X)","X",900,355,800,1,False,5,47,6,960,16,406590
25,"Flickering Dip (Y)","Y",210,90,100,1,False,5,47,6,960,16,406590
26,"the Wreckage of the <Emphasis>Headway</Emphasis> (Z)","Z",430,100,1000,1,False,5,50,6,1020,17,440990
27,"the Upwell (AA)","AA",830,210,800,1,False,5,50,6,1020,17,440990
28,"the Rimilala Trench Bottom (AB)","AB",750,90,1000,1,False,5,50,6,1020,17,440990
29,"stone temple (AC)","AC",895,100,1000,1,False,5,50,6,1020,17,440990
30,"sunken vault (AD)","AD",595,100,800,1,False,5,50,6,1020,17,440990
31,"","",483,927,0,2,True,0,0,0,0,0,0
32,"South Isle of Zozonan (A)","A",290,750,100,2,False,1,50,6,480,12,440990
33,"Wreckage of the <Emphasis>Windwalker</Emphasis> (B)","B",150,840,100,2,False,1,50,6,480,12,440990
34,"North Isle of Zozonan (C)","C",280,570,100,2,False,2,54,6,540,13,480270
35,"Sea of Ash 1 (D)","D",430,660,300,2,False,2,54,6,540,13,480270
36,"the Southern Charnel Trench (E)","E",590,750,600,2,False,2,57,6,600,14,522300
37,"Sea of Ash 2 (F)","F",180,440,300,2,False,2,57,6,600,14,522300
38,"Sea of Ash 3 (G)","G",350,480,300,2,False,3,60,6,660,15,548410
39,"Ascetic's Demise (H)","H",340,330,600,2,False,3,60,6,660,15,548410
40,"the Central Charnel Trench (I)","I",500,580,600,2,False,3,60,6,660,15,548410
41,"the Catacombs of the Father (J)","J",460,420,600,2,False,3,60,6,660,15,548410
42,"Sea of Ash 4 (K)","K",140,310,300,2,False,3,60,6,660,15,548410
43,"the Midden Pit (L)","L",440,200,600,2,False,4,63,6,720,16,595020
44,"the Lone Glove (M)","M",820,550,100,2,False,4,63,6,720,16,595020
45,"Coldtoe Isle (N)","N",870,400,100,2,False,4,65,6,780,17,645590
46,"Smuggler's Knot (O)","O",760,660,300,2,False,4,65,6,780,17,645590
47,"the Open Robe (P)","P",584,195,100,2,False,4,65,6,780,20,645590
48,"Nald'thal's Pipe (Q)","Q",761,885,600,2,False,4,66,6,800,20,661730
49,"the Slipped Anchor (R)","R",818,145,400,2,False,5,67,6,820,21,678274
50,"Glutton's Belly (S)","S",680,285,300,2,False,5,69,6,860,21,712612
51,"the Blue Hole (T)","T",168,140,600,2,False,5,70,6,880,22,730428
52,"","",64,591,0,3,True,0,0,0,0,0,0
53,"the Isle of Sacrament (A)","A",199,455,100,3,False,1,70,6,880,22,730428
54,"the Kraken's Tomb (B)","B",246,703,1000,3,False,1,70,6,880,22,730428
55,"Sea of Jade 1 (C)","C",261,289,400,3,False,1,70,6,880,22,730428
56,"Rogo-Tumu-Here's Haunt (D)","D",101,203,1000,3,False,1,72,6,900,23,767407
57,"the Stone Barbs (E)","E",474,89,700,3,False,1,72,6,900,23,767407
58,"Rogo-Tumu-Here's Repose (F)","F",214,98,1000,3,False,1,73,6,920,24,786593
59,"Tangaroa's Prow (G)","G",689,253,500,3,False,1,74,6,930,24,806258
60,"Sea of Jade 2 (H)","H",676,76,400,3,False,2,75,6,940,25,826415
61,"the Blind Sound (I)","I",842,186,200,3,False,2,75,6,940,25,826415
62,"Sea of Jade 3 (J)","J",723,387,300,3,False,2,75,6,940,25,826415
63,"Moergynn's Forge (K)","K",855,96,500,3,False,2,76,6,950,26,847076
64,"Tangaroa's Beacon (L)","L",889,305,100,3,False,3,78,6,960,28,889960
65,"Sea of Jade 4 (M)","M",659,637,300,3,False,3,80,6,980,30,935015
66,"the Forest of Kelp (N)","N",626,805,500,3,False,3,81,6,1000,31,958391
67,"Sea of Jade 5 (O)","O",938,188,600,3,False,4,83,6,1040,32,1006910
68,"Bladefall Chasm (P)","P",481,918,100,3,False,4,85,6,1080,33,1057886
69,"Stormport (Q)","Q",889,445,500,3,False,5,87,6,1120,34,1111443
70,"Wyrm's Rest (R)","R",736,764,600,3,False,5,88,6,1140,35,1139230
71,"Sea of Jade 6 (S)","S",852,617,1000,3,False,5,89,6,1160,36,1167711
72,"the Devil's Crypt (T)","T",832,888,1000,3,False,5,90,6,1180,37,1751567
73,"","",177,927,0,4,True,0,0,0,0,0,0
74,"Mastbound's Bounty (A)","A",201,748,200,4,False,1,90,6,1180,37,1751567
75,"Sirensong Sea 1 (B)","B",427,704,700,4,False,1,90,6,1180,37,1751567
76,"Sirensong Sea 2 (C)","C",340,532,300,4,False,1,90,6,1180,37,1751567
77,"Anthemoessa (D)","D",447,253,200,4,False,1,91,6,1190,38,1926724
78,"Magos Trench (E)","E",583,593,800,4,False,1,92,6,1210,39,2119397
79,"Thrall's Unrest (F)","F",687,644,400,4,False,2,93,6,1220,40,2331337
80,"Crow's Drop (G)","G",66,383,900,4,False,2,95,6,1250,41,2820919
81,"Sirensong Sea 3 (H)","H",352,118,500,4,False,3,96,6,1270,42,3074802
82,"the Anthemoessa Undertow (I)","I",557,183,800,4,False,3,96,6,1270,42,3074802
83,"Sirensong Sea 4 (J)","J",738,555,400,4,False,3,97,6,1280,42,3351535
84,"Seafoam Tide (K)","K",802,436,800,4,False,3,98,6,1300,43,3653174
85,"the Beak (L)","L",620,806,300,4,False,4,99,6,1310,44,3981960
86,"Seafarer's End (M)","M",136,138,1000,4,False,4,100,6,1330,44,4340337
87,"Drifter's Decay (N)","N",533,68,100,4,False,4,101,6,1340,45,4687564
88,"Lugat's Landing (O)","O",885,400,400,4,False,4,101,6,1340,45,4687564
89,"the Frozen Spring (P)","P",502,899,200,4,False,5,102,6,1360,46,5062570
90,"Sirensong Sea 5 (Q)","Q",873,106,1000,4,False,5,103,6,1370,47,5467576
91,"Tidewind Isle (R)","R",678,289,0,4,False,5,104,6,1390,47,5904983
92,"Bloodbreak (S)","S",937,651,1000,4,False,5,105,6,1400,48,6377382
93,"the Crystal Font (T)","T",747,901,200,4,False,5,105,6,1400,48,6377382
94,"","",49,928,0,5,True,0,0,0,0,0,0
