key,0,1,2,3,4,5,6,7,8,9
#,,,,,,,,,,
int32,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool
0,False,False,False,False,False,False,False,False,False,False
1,False,False,False,False,False,False,False,False,False,False
2,False,False,False,False,False,False,False,False,False,False
3,False,False,False,False,False,False,False,False,False,False
4,False,False,False,False,False,False,False,False,False,False
5,False,False,False,False,False,False,False,False,False,False
6,False,False,False,False,False,False,False,False,False,False
7,False,False,False,False,False,False,False,False,False,False
8,False,False,False,False,False,False,False,False,False,False
9,False,False,False,False,False,False,False,False,False,False
10,False,False,False,False,False,False,False,False,False,False
11,False,False,False,False,False,False,False,False,False,False
12,True,True,True,True,True,True,True,True,True,True
13,False,False,False,False,False,False,False,False,False,False
14,False,False,False,False,False,False,False,False,False,False
15,True,True,True,True,False,False,True,False,False,False
16,False,False,False,False,False,False,False,False,False,False
17,True,True,True,True,False,False,True,False,False,False
18,True,True,False,False,False,False,False,False,False,False
19,False,False,False,False,False,False,False,False,False,False
