key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
#,,Model,BNpcName,BNpcCustomize,NpcEquip,ExHotbarEnableConfig,Action[0],,Action[1],,Action[2],,Action[3],,Action[4],,Action[5],,RPParameter,RemoveAction,,,,,Speed,Scale,IsPvP,IsEvent,PlayerCamera,,,StartVFX,EndVFX,Action[6],,,Action[7],,,
int32,byte,ModelChara,BNpcName,BNpcCustomize,NpcEquip,bool,Action,bool,Action,bool,Action,bool,Action,bool,Action,bool,Action,bool,RPParameter,Action,bit&01,bit&02,byte,bit&04,single,single,bit&08,bit&10,bit&20,bit&40,bit&80,VFX,VFX,Action,sbyte,sbyte,Action,byte,bit&01,bit&02
0,0,-1,0,0,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,False,False,0,True,0,1,False,False,True,False,False,0,0,0,-1,0,0,0,False,False
1,1,639,0,0,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,False,False,0,True,0,1,False,False,True,False,False,76,76,0,-1,0,0,0,False,False
2,1,738,0,0,0,False,2443,False,0,False,0,False,0,False,0,False,0,False,0,0,True,False,0,True,0,1,False,False,True,False,False,76,76,0,-1,0,0,0,False,False
3,1,868,0,0,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,False,False,0,True,0,1,False,False,True,False,False,76,76,0,-1,0,0,0,False,False
4,1,344,0,0,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,False,False,0,True,0,1,False,False,True,False,False,76,76,0,-1,0,0,0,False,False
5,1,869,0,0,0,False,0,False,0,False,0,False,0,False,0,False,0,False,0,0,False,False,0,True,0,1,False,False,True,False,False,76,76,0,-1,0,0,0,False,False
6,1,836,0,0,0,False,3139,False,0,False,0,False,0,False,0,False,0,False,0,0,True,False,0,True,0,1,False,False,True,False,False,76,76,0,-1,0,0,0,False,False
7,1,0,0,465,248,False,2360,False,0,False,0,False,0,False,0,False,0,False,0,0,True,False,0,True,0,1,False,True,True,False,False,76,76,0,-1,0,0,0,False,False
8,1,0,0,466,249,False,2360,False,0,False,0,False,0,False,0,False,0,False,0,0,True,False,0,True,0,1,False,True,True,False,False,76,76,0,-1,0,0,0,False,False
9,1,0,0,467,250,False,2360,False,0,False,0,False,0,False,0,False,0,False,0,0,True,False,0,True,0,1,False,True,True,False,False,76,76,0,-1,0,0,0,False,False
