key,0,1,2,3
#,,,,
int32,uint16,uint32,uint16,uint16
0.0,0,0,0,0
1.0,0,70701,3655,1
1.1,4,70702,3656,2
1.2,8,70703,3657,3
1.3,14,70704,3658,4
1.4,18,70705,3659,5
1.5,21,70706,3660,6
1.6,24,70707,3661,7
1.7,30,70708,3662,8
1.8,33,70709,3663,9
1.9,37,70710,3664,10
1.10,43,70711,3665,11
1.11,49,70712,3666,12
1.12,55,70713,3667,13
1.13,58,70714,3668,14
1.14,62,70715,3669,15
1.15,62,70716,3670,16
2.0,0,70717,3735,17
2.1,67,70718,3736,18
2.2,71,70719,3737,19
2.3,75,70720,3738,20
2.4,81,70721,3739,21
2.5,85,70722,3740,22
2.6,88,70723,3741,23
2.7,94,70724,3742,24
2.8,97,70725,3743,25
2.9,101,70726,3744,26
2.10,105,70727,3745,27
2.11,109,70728,3746,28
2.12,115,70729,3747,29
2.13,123,70730,3748,30
2.14,126,70731,3749,31
2.15,130,70732,3750,32
2.16,130,70733,3771,33
