key,0,1,2,3,4,5,6,7
#,,,,,,,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte
0,"",0,"0",0,0,1,0,0
1000,"",0,"",0,0,0,0,0
1001,"",0,"",0,0,0,0,0
1002,"",0,"",0,0,0,0,0
1003,"",0,"",0,0,0,0,0
1004,"",0,"",0,0,0,0,0
1005,"",0,"",0,0,0,0,0
1006,"",0,"",0,0,0,0,0
1007,"",0,"",0,0,0,0,0
1008,"",0,"",0,0,0,0,0
1009,"",0,"",0,0,0,0,0
1010,"",0,"",0,0,0,0,0
1011,"",0,"",0,0,0,0,0
1012,"",0,"",0,0,0,0,0
1013,"",0,"",0,0,0,0,0
1014,"",0,"",0,0,0,0,0
1015,"",0,"",0,0,0,0,0
1016,"",0,"",0,0,0,0,0
1017,"",0,"",0,0,0,0,0
1018,"",0,"",0,0,0,0,0
1019,"",0,"",0,0,0,0,0
1020,"",0,"",0,0,0,0,0
1021,"",0,"",0,0,0,0,0
1022,"",0,"",0,0,0,0,0
1023,"",0,"",0,0,0,0,0
1024,"",0,"",0,0,0,0,0
1025,"",0,"",0,0,0,0,0
1026,"",0,"",0,0,0,0,0
1027,"",0,"",0,0,0,0,0
1028,"",0,"",0,0,0,0,0
1029,"",0,"",0,0,0,0,0
1030,"",0,"",0,0,0,0,0
1031,"",0,"",0,0,0,0,0
1032,"",0,"",0,0,0,0,0
1033,"",0,"",0,0,0,0,0
1034,"",0,"",0,0,0,0,0
1035,"",0,"",0,0,0,0,0
1036,"",0,"",0,0,0,0,0
1037,"",0,"",0,0,0,0,0
1038,"",0,"",0,0,0,0,0
1039,"",0,"",0,0,0,0,0
1040,"",0,"",0,0,0,0,0
1041,"",0,"",0,0,0,0,0
1042,"",0,"",0,0,0,0,0
1043,"",0,"",0,0,0,0,0
1044,"",0,"",0,0,0,0,0
2000,"",0,"",0,0,0,0,0
2001,"",0,"",0,0,0,0,0
2002,"",0,"",0,0,0,0,0
2003,"",0,"",0,0,0,0,0
2004,"",0,"",0,0,0,0,0
2005,"",0,"",0,0,0,0,0
2006,"",0,"",0,0,0,0,0
2007,"",0,"",0,0,0,0,0
2008,"",0,"",0,0,0,0,0
2009,"",0,"",0,0,0,0,0
2010,"",0,"",0,0,0,0,0
2011,"",0,"",0,0,0,0,0
2012,"",0,"",0,0,0,0,0
2013,"",0,"",0,0,0,0,0
2014,"",0,"",0,0,0,0,0
2015,"",0,"",0,0,0,0,0
2016,"",0,"",0,0,0,0,0
2017,"",0,"",0,0,0,0,0
2018,"",0,"",0,0,0,0,0
