key,0,1,2,3,4,5,6,7,8
#,,,,,,,,,
int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
0.0,0,0,0,0,0,0,0,0,0
0.1,0,0,0,0,0,0,0,0,0
0.2,0,0,0,0,0,0,0,0,0
0.3,0,0,0,0,0,0,0,0,0
0.4,0,0,0,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0
0.6,0,0,0,0,0,0,0,0,0
0.7,0,0,0,0,0,0,0,0,0
1.0,10,0,1,70062,0,2,72872,3,4
1.1,0,0,0,0,0,0,0,0,0
1.2,0,0,0,0,0,0,0,0,0
1.3,0,0,0,0,0,0,0,0,0
1.4,0,0,0,0,0,0,0,0,0
1.5,0,0,0,0,0,0,0,0,0
1.6,0,0,0,0,0,0,0,0,0
1.7,0,0,0,0,0,0,0,0,0
2.0,20,0,5,70062,0,6,0,0,7
2.1,0,0,0,0,0,0,0,0,0
2.2,0,0,0,0,0,0,0,0,0
2.3,0,0,0,0,0,0,0,0,0
2.4,0,0,0,0,0,0,0,0,0
2.5,0,0,0,0,0,0,0,0,0
2.6,0,0,0,0,0,0,0,0,0
2.7,0,0,0,0,0,0,0,0,0
3.0,30,0,8,70062,0,9,0,0,10
3.1,0,0,0,0,0,0,0,0,0
3.2,0,0,0,0,0,0,0,0,0
3.3,0,0,0,0,0,0,0,0,0
3.4,0,0,0,0,0,0,0,0,0
3.5,0,0,0,0,0,0,0,0,0
3.6,0,0,0,0,0,0,0,0,0
3.7,0,0,0,0,0,0,0,0,0
4.0,40,0,11,70063,3,12,72807,13,14
4.1,0,0,0,0,0,0,0,0,0
4.2,0,0,0,0,0,0,0,0,0
4.3,0,0,0,0,0,0,0,0,0
4.4,0,0,0,0,0,0,0,0,0
4.5,0,0,0,0,0,0,0,0,0
4.6,0,0,0,0,0,0,0,0,0
4.7,0,0,0,0,0,0,0,0,0
5.0,50,0,15,70064,1,16,72812,17,18
5.1,0,0,0,0,0,0,0,0,0
5.2,0,0,0,0,0,0,0,0,0
5.3,0,0,0,0,0,0,0,0,0
5.4,0,0,0,0,0,0,0,0,0
5.5,0,0,0,0,0,0,0,0,0
5.6,0,0,0,0,0,0,0,0,0
5.7,0,0,0,0,0,0,0,0,0
6.0,60,0,19,70064,1,20,72871,21,22
6.1,0,0,0,0,0,0,0,0,0
6.2,0,0,0,0,0,0,0,0,0
6.3,0,0,0,0,0,0,0,0,0
6.4,0,0,0,0,0,0,0,0,0
6.5,0,0,0,0,0,0,0,0,0
6.6,0,0,0,0,0,0,0,0,0
6.7,0,0,0,0,0,0,0,0,0
7.0,70,0,23,70064,2,24,72825,25,26
7.1,0,0,0,0,0,0,0,0,0
7.2,0,0,0,0,0,0,0,0,0
7.3,0,0,0,0,0,0,0,0,0
7.4,0,0,0,0,0,0,0,0,0
7.5,0,0,0,0,0,0,0,0,0
7.6,0,0,0,0,0,0,0,0,0
7.7,0,0,0,0,0,0,0,0,0
8.0,80,0,27,70064,2,28,72873,29,30
8.1,0,0,0,0,0,0,0,0,0
8.2,0,0,0,0,0,0,0,0,0
8.3,0,0,0,0,0,0,0,0,0
8.4,0,0,0,0,0,0,0,0,0
8.5,0,0,0,0,0,0,0,0,0
8.6,0,0,0,0,0,0,0,0,0
8.7,0,0,0,0,0,0,0,0,0
9.0,90,0,31,70064,2,32,0,0,33
9.1,0,0,0,0,0,0,0,0,0
9.2,0,0,0,0,0,0,0,0,0
9.3,0,0,0,0,0,0,0,0,0
9.4,0,0,0,0,0,0,0,0,0
9.5,0,0,0,0,0,0,0,0,0
9.6,0,0,0,0,0,0,0,0,0
9.7,0,0,0,0,0,0,0,0,0
10.0,100,0,34,70064,2,35,0,0,36
10.1,0,0,0,0,0,0,0,0,0
10.2,0,0,0,0,0,0,0,0,0
10.3,0,0,0,0,0,0,0,0,0
10.4,0,0,0,0,0,0,0,0,0
10.5,0,0,0,0,0,0,0,0,0
10.6,0,0,0,0,0,0,0,0,0
10.7,0,0,0,0,0,0,0,0,0
11.0,110,0,37,70064,3,38,72826,39,40
11.1,0,0,0,0,0,0,0,0,0
11.2,0,0,0,0,0,0,0,0,0
11.3,0,0,0,0,0,0,0,0,0
11.4,0,0,0,0,0,0,0,0,0
11.5,0,0,0,0,0,0,0,0,0
11.6,0,0,0,0,0,0,0,0,0
11.7,0,0,0,0,0,0,0,0,0
12.0,120,0,41,70065,2,42,72875,43,44
12.1,0,0,0,0,0,0,0,0,0
12.2,0,0,0,0,0,0,0,0,0
12.3,0,0,0,0,0,0,0,0,0
12.4,0,0,0,0,0,0,0,0,0
12.5,0,0,0,0,0,0,0,0,0
12.6,0,0,0,0,0,0,0,0,0
12.7,0,0,0,0,0,0,0,0,0
13.0,130,0,45,70066,0,46,0,0,47
13.1,0,0,0,0,0,0,0,0,0
13.2,0,0,0,0,0,0,0,0,0
13.3,0,0,0,0,0,0,0,0,0
13.4,0,0,0,0,0,0,0,0,0
13.5,0,0,0,0,0,0,0,0,0
13.6,0,0,0,0,0,0,0,0,0
13.7,0,0,0,0,0,0,0,0,0
14.0,140,0,48,70066,0,49,0,0,50
14.1,0,0,0,0,0,0,0,0,0
14.2,0,0,0,0,0,0,0,0,0
14.3,0,0,0,0,0,0,0,0,0
14.4,0,0,0,0,0,0,0,0,0
14.5,0,0,0,0,0,0,0,0,0
14.6,0,0,0,0,0,0,0,0,0
14.7,0,0,0,0,0,0,0,0,0
15.0,150,0,51,70068,4,52,72874,53,54
15.1,0,0,0,0,0,0,0,0,0
15.2,0,0,0,0,0,0,0,0,0
15.3,0,0,0,0,0,0,0,0,0
15.4,0,0,0,0,0,0,0,0,0
15.5,0,0,0,0,0,0,0,0,0
15.6,0,0,0,0,0,0,0,0,0
15.7,0,0,0,0,0,0,0,0,0
16.0,160,0,55,70069,3,56,0,0,57
16.1,0,0,0,0,0,0,0,0,0
16.2,0,0,0,0,0,0,0,0,0
16.3,0,0,0,0,0,0,0,0,0
16.4,0,0,0,0,0,0,0,0,0
16.5,0,0,0,0,0,0,0,0,0
16.6,0,0,0,0,0,0,0,0,0
16.7,0,0,0,0,0,0,0,0,0
17.0,170,0,58,70069,3,59,0,0,60
17.1,0,0,0,0,0,0,0,0,0
17.2,0,0,0,0,0,0,0,0,0
17.3,0,0,0,0,0,0,0,0,0
17.4,0,0,0,0,0,0,0,0,0
17.5,0,0,0,0,0,0,0,0,0
17.6,0,0,0,0,0,0,0,0,0
17.7,0,0,0,0,0,0,0,0,0
18.0,0,0,0,0,0,0,0,0,0
18.1,0,0,0,0,0,0,0,0,0
18.2,0,0,0,0,0,0,0,0,0
18.3,0,0,0,0,0,0,0,0,0
18.4,0,0,0,0,0,0,0,0,0
18.5,0,0,0,0,0,0,0,0,0
18.6,0,0,0,0,0,0,0,0,0
18.7,0,0,0,0,0,0,0,0,0
19.0,0,0,0,0,0,0,0,0,0
19.1,0,0,0,0,0,0,0,0,0
19.2,0,0,0,0,0,0,0,0,0
19.3,0,0,0,0,0,0,0,0,0
19.4,0,0,0,0,0,0,0,0,0
19.5,0,0,0,0,0,0,0,0,0
19.6,0,0,0,0,0,0,0,0,0
19.7,0,0,0,0,0,0,0,0,0
20.0,0,0,0,0,0,0,0,0,0
20.1,0,0,0,0,0,0,0,0,0
20.2,0,0,0,0,0,0,0,0,0
20.3,0,0,0,0,0,0,0,0,0
20.4,0,0,0,0,0,0,0,0,0
20.5,0,0,0,0,0,0,0,0,0
