key,0,1
#,,Expac
int32,byte,str
0,0,""
1,2,"Heavensward"
2,3,"Stormblood"
3,4,"Shadowbringers"
4,1,"Raids"
5,2,"Alliance Raids"
6,3,"Trials"
7,1,"Hildibrand, Agent of Enquiry"
8,3,"Saint Endalim's Scholasticate"
9,2,"The Dragonsong War"
10,1,"Carpenter"
11,2,"Blacksmith"
12,3,"Armorer"
13,4,"Goldsmith"
14,5,"Leatherworker"
15,6,"Weaver"
16,7,"Alchemist"
17,8,"Culinarian"
18,1,"Miner"
19,2,"Botanist"
20,3,"Fisher"
21,1,"Gladiator"
22,3,"Marauder"
23,6,"Conjurer"
24,8,"Arcanist"
25,2,"Pugilist"
26,4,"Lancer"
27,9,"Rogue"
28,5,"Archer"
29,7,"Thaumaturge"
30,1,"A Realm Reborn"
