key,0,1,2,3,4,5,6,7,8,9,10,11,12
#,Reward{Type}[0],Reward{Item}[0],Reward{HQ}[0],Reward{Quantity}[0],Reward{Option}[0],Reward{Type}[1],Reward{Item}[1],Reward{HQ}[1],Reward{Quantity}[1],Reward{Option}[1],Reward{Item}[2],Reward{HQ}[2],Reward{Quantity}[2]
int32,byte,Row,bit&01,uint16,WeeklyBingoRewardData,byte,Row,bool,uint16,WeeklyBingoRewardData,Item,bool,uint16
0,0,0,False,0,0,0,0,False,0,0,0,False,0
1,1,5827,False,1,0,0,0,False,0,0,0,False,0
2,1,12243,False,1,0,1,5827,False,1,2,2,False,100
3,2,1,False,500,0,1,5827,False,1,1,17836,False,1
4,1,12243,False,1,0,1,5827,False,1,2,2,False,100
5,2,1,False,500,0,1,5827,False,1,1,17836,False,1
6,1,12243,False,1,0,1,5827,False,1,2,2,False,100
7,2,1,False,500,0,1,5827,False,1,1,17836,False,1
8,1,12243,False,1,0,1,5827,False,1,2,2,False,100
9,2,1,False,500,0,1,5827,False,1,1,17836,False,1
10,1,12243,False,1,0,1,5827,False,1,2,2,False,100
11,2,1,False,500,0,1,5827,False,1,1,17836,False,1
12,1,12243,False,1,0,1,5827,False,1,2,2,False,100
13,2,1,False,500,0,1,5827,False,1,1,17836,False,1
14,1,12243,False,1,0,1,5827,False,1,2,2,False,300
15,2,1,False,500,0,1,5827,False,1,1,17836,False,1
16,1,12243,False,1,0,1,5827,False,1,2,2,False,300
17,2,1,False,500,0,1,5827,False,1,1,17836,False,1
18,1,12243,False,1,0,1,5827,False,1,2,2,False,300
19,2,1,False,500,0,1,5827,False,1,1,17836,False,1
20,1,12243,False,1,0,1,5827,False,1,2,2,False,300
21,2,1,False,500,0,1,5827,False,1,1,17836,False,1
22,1,12243,False,1,0,1,5827,False,1,2,2,False,300
23,2,1,False,500,0,1,5827,False,1,1,17836,False,1
24,1,12243,False,1,0,1,5827,False,1,2,2,False,300
25,2,1,False,500,0,1,5827,False,1,1,17836,False,1
26,1,12243,False,1,0,1,5827,False,1,1,17836,False,1
27,2,1,False,500,0,1,5827,False,1,1,17836,False,1
28,1,12243,False,1,0,1,5827,False,1,1,17836,False,1
29,2,1,False,500,0,1,5827,False,1,1,17836,False,1
30,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
31,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
32,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
33,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
34,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
35,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
36,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
37,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
38,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
39,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
40,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
41,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
42,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
43,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
44,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
45,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
46,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
47,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
48,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
49,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
50,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
51,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
52,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
53,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
54,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
55,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
56,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
57,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
58,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
59,1,21055,False,1,0,1,22444,False,1,2,2,False,500
60,1,20544,False,1,0,1,22444,False,1,1,16784,False,2
61,1,23036,False,1,0,1,22444,False,1,1,18030,False,12
62,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
63,1,21055,False,1,0,1,22444,False,1,2,2,False,500
64,1,20544,False,1,0,1,22444,False,1,1,16784,False,2
65,1,23036,False,1,0,1,22444,False,1,1,18030,False,12
66,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
67,1,21055,False,1,0,1,22444,False,1,2,2,False,500
68,1,20544,False,1,0,1,22444,False,1,1,16784,False,2
69,1,23036,False,1,0,1,22444,False,1,1,18030,False,12
70,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
71,1,21055,False,1,0,1,22444,False,1,2,2,False,1000
72,1,20544,False,1,0,1,22444,False,1,1,16784,False,2
73,1,23036,False,1,0,1,22444,False,1,1,18030,False,12
74,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
75,1,21055,False,1,0,1,22444,False,1,2,2,False,1000
76,1,20544,False,1,0,1,22444,False,1,1,16784,False,2
77,1,23036,False,1,0,1,22444,False,1,1,18030,False,12
78,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
79,1,21055,False,1,0,1,22444,False,1,2,2,False,1000
80,1,20544,False,1,0,1,22444,False,1,1,16784,False,2
81,1,23036,False,1,0,1,22444,False,1,1,18030,False,12
82,1,17979,False,1,0,1,22444,False,1,1,18031,False,6
83,1,21055,False,1,0,1,22444,False,1,1,16784,False,2
84,1,20544,False,1,0,1,22444,False,1,1,18030,False,12
85,1,23036,False,1,0,1,22444,False,1,1,18031,False,6
86,1,14971,False,1,0,1,15110,False,8,1,18030,False,4
87,1,16783,False,4,0,1,16570,False,1,2,3,False,50
88,1,14971,False,1,0,1,15110,False,8,1,18031,False,2
89,1,16783,False,4,0,1,16568,False,1,1,18030,False,4
90,1,14971,False,1,0,1,15110,False,8,2,3,False,50
91,1,16783,False,4,0,1,17527,False,1,1,18031,False,2
92,1,14971,False,1,0,1,15110,False,8,1,18030,False,4
93,1,16783,False,4,0,1,16570,False,1,2,3,False,50
94,1,14971,False,1,0,1,15110,False,8,1,18031,False,2
95,1,16783,False,4,0,1,16568,False,1,1,18030,False,4
96,1,14971,False,1,0,1,15110,False,8,2,3,False,50
97,1,16783,False,4,0,1,17527,False,1,2,3,False,300
98,1,14971,False,1,0,1,15110,False,8,1,18030,False,4
99,1,16783,False,4,0,1,16570,False,1,2,3,False,300
100,1,14971,False,1,0,1,15110,False,8,1,18031,False,2
101,1,16783,False,4,0,1,16568,False,1,1,18030,False,4
102,1,14971,False,1,0,1,15110,False,8,2,3,False,300
103,1,16783,False,4,0,1,17527,False,1,1,18031,False,2
104,1,14971,False,1,0,1,15110,False,8,1,18030,False,4
105,1,16783,False,4,0,1,16570,False,1,2,3,False,300
106,1,14971,False,1,0,1,15110,False,8,1,18031,False,2
107,1,16783,False,4,0,1,16568,False,1,1,18030,False,4
108,1,14971,False,1,0,1,15110,False,8,2,3,False,300
109,1,16783,False,4,0,1,17527,False,1,1,18031,False,2
110,1,14971,False,1,0,1,15110,False,8,1,18030,False,4
111,1,16783,False,4,0,1,16570,False,1,1,18031,False,2
112,1,14971,False,1,0,1,15110,False,8,1,18030,False,4
113,1,16783,False,4,0,1,16568,False,1,1,18031,False,2
114,1,12243,False,1,0,1,5827,False,1,1,17836,False,1
115,2,1,False,500,0,1,5827,False,1,1,17836,False,1
116,1,15110,False,6,0,1,5827,False,1,1,17836,False,1
117,2,1,False,500,0,1,16783,False,3,2,2,False,100
118,1,15110,False,6,0,1,5827,False,1,2,2,False,100
119,2,1,False,500,0,1,16783,False,3,1,26745,False,1
120,1,15110,False,6,0,1,5827,False,1,2,2,False,100
121,2,1,False,500,0,1,16783,False,3,1,26745,False,1
122,1,15110,False,6,0,1,5827,False,1,2,2,False,100
123,2,1,False,500,0,1,16783,False,3,1,26745,False,1
124,1,15110,False,6,0,1,5827,False,1,2,2,False,100
125,2,1,False,500,0,1,16783,False,3,1,26745,False,1
126,1,15110,False,6,0,1,5827,False,1,2,2,False,100
127,2,1,False,500,0,1,16783,False,3,1,26745,False,1
128,1,15110,False,6,0,1,5827,False,1,2,2,False,100
129,2,1,False,500,0,1,16783,False,3,1,26745,False,1
130,1,15110,False,6,0,1,5827,False,1,2,2,False,100
131,2,1,False,500,0,1,16783,False,3,1,26745,False,1
132,1,15110,False,6,0,1,5827,False,1,2,2,False,100
133,2,1,False,500,0,1,16783,False,3,1,26745,False,1
134,1,15110,False,6,0,1,5827,False,1,2,2,False,100
135,2,1,False,500,0,1,16783,False,3,1,26745,False,1
136,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
137,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
138,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
139,1,16784,False,20,0,1,22444,False,3,1,22443,False,1
