key,0,1,2,3,4,5,6,7,8,9,10,11
#,,,,,,Command,ShortCommand,Description,Alias,ShortAlias,,
int32,byte,byte,sbyte,sbyte,sbyte,str,str,str,str,str,byte,uint32
1,1,0,0,0,0,"/record","","USAGE:
　/record

→Opens and closes the Duty Recorder interface.","/record","",32,0
2,2,1,0,0,0,"/recordready","","USAGE:
　/recordready [subcommand]

→Opens and closes the Duty Recorder interface.

>>Subcommands:
　<72>F201FA</72><73>F201FB</73>[countdowntime]<73>01</73><72>01</72>
　　Initiate a record ready check
　　to begin recording a duty.
　　When all party members
　　consent to the recording,
　　a countdown will start at
　　the specified time.
　　Subsequent uses of this
　　command during the same
　　duty will function as both a
　　ready check and countdown.

Opens the Duty Recorder interface when no subcommand is specified.","/recordready","",0,0
3,1,0,0,0,0,"/pvpteamcmd","","USAGE:
　/pvpteamcmd

→Opens and closes the PvP team menu.","","",0,0
4,1,0,0,0,0,"/saddlebag","","USAGE:
　/saddlebag

→Opens and closes your chocobo saddlebag.","/saddlebag","",0,0
5,1,0,0,0,0,"/magiaright","","USAGE:
　/magiaright

→Spins your magia board clockwise.","","",0,0
6,1,0,0,0,0,"/magialeft","","USAGE:
　/magialeft

→Spins your magia board counterclockwise.","","",0,0
7,1,0,0,0,0,"/cwlinkshellcmd","/cwlcmd","ALIASES:
　/cwlinkshellcmd, /cwlcmd
USAGE:
　/cwlinkshellcmd

→Opens and closes the Cross-world Linkshell window.","/cwlinkshellcmd","/cwlcmd",0,0
8,3,1,17,0,0,"/quickchat","/qchat","ALIASES:
　/quickchat, /qchat
USAGE:
　/quickchat [quick chat message]

→Sends a Quick Chat message. Can only be used during the Feast.

>>Example:
　/quickchat Charge <t>
　(Sends the Quick Chat message
　“Charge” using a specified
　target.)","/quickchat","/qchat",253,0
91,1,0,0,0,0,"/pvpteam","/pt","ALIASES:
　/pvpteam, /pt
USAGE:
　/pvpteam [message]

→Sends a message to all members of your PvP team, regardless of their location. Typing /pvpteam or /pt without a message switches the default chat mode to [PvP Team].

>>Examples:
　 /pvpteam Hello
　(Sends the message “Hello”
　to your PvP team.)

　/pvpteam
　(Switches the default chat
　mode to [PvP Team].)","","",253,0
92,1,0,0,0,0,"/cwlinkshell","/cwl","ALIASES:
　/cwlinkshell, /cwl
USAGE:
　/cwlinkshell [message]

→Sends a message to all members of your cross-world linkshell, regardless of their location. Typing /cwlinkshell or /cwl without a message switches the default chat mode to [Cross-world Linkshell].","","",253,0
101,1,0,0,0,0,"/beginner","/b","ALIASES:
　/novice, /n
USAGE:
　/novice [message]

→Sends a message to the [Novice Network]. The message will not be displayed if a PC has deselected [Novice Network] in the chat filter. Typing /novice or /n without a message switches the default chat mode to [Novice Network].

>>Examples:
　 /novice Hello
　(Sends the message “Hello”
　to the Novice Network.)

　/novice
　(Switches the default chat
　mode to [Novice Network].)","/novice","/n",253,0
102,1,0,0,0,0,"/say","/s","ALIASES:
　/say, /s
USAGE:
　/say [message]

→Sends a message to all PCs within a small radius. The message will not be displayed if a PC has deselected [Say] in the chat filter. Typing /say or /s without a message switches the default chat mode to [Say].","","",255,0
103,1,0,0,0,0,"/shout","/sh","ALIASES:
　/shout, /sh
USAGE:
　/shout [message]

→Sends a message to all PCs in the same area. The message will not be displayed if a PC has deselected [Shout] in the chat filter.","","",253,0
104,3,0,0,0,0,"/tell","/t","ALIASES:
　/tell, /t
USAGE:
　/tell [PC name] [message]

→Sends a message to a specific PC within the same World. This message cannot be seen by other PCs, and will not be displayed if [Tell] is deselected in the chat filter. Typing /tell or /t [PC name] without a message switches the default chat mode to [Tell]. Messages can also be sent to PCs on different Worlds provided they are on your friend list. This can be done by including ""@World“ after the PC name.

>>Examples:
　/tell [PC name] Hello
　(Sends the message ”Hello“ to
　 [PC name] on your World.)
　/tell [PC name]@Bahamut Hello
　(Sends the message ”Hello“ to
　 [PC name] on the World Bahamut.)","","",253,0
105,1,0,0,0,0,"/party","/p","ALIASES:
　/party, /p
USAGE:
　/party [message]

→Sends a message to all members of your current party, regardless of their location. The message will not be displayed if a PC has deselected [Party] in the chat filter. Typing /party or /p without a message switches the default chat mode to [Party].","","",253,0
106,1,0,0,0,0,"/linkshell","/l","ALIASES:
　/linkshell, /l
USAGE:
　/linkshell [message]

→Sends a message to all members of your active linkshell, regardless of their location. Typing /linkshell or /l without a message switches the default chat mode to [Linkshell].","","",253,0
107,1,0,0,0,0,"/linkshell1","/l1","ALIASES:
　/linkshell1, /l1
USAGE:
　/linkshell1 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 1, regardless of their location.","","",253,0
108,1,0,0,0,0,"/linkshell2","/l2","ALIASES:
　/linkshell2, /l2
USAGE:
　/linkshell2 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 2, regardless of their location.","","",253,0
109,1,0,0,0,0,"/linkshell3","/l3","ALIASES:
　/linkshell3, /l3
USAGE:
　/linkshell3 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 3, regardless of their location.","","",253,0
110,1,0,0,0,0,"/linkshell4","/l4","ALIASES:
　/linkshell4, /l4
USAGE:
　/linkshell4 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 4, regardless of their location.","","",253,0
111,1,0,0,0,0,"/linkshell5","/l5","ALIASES:
　/linkshell5, /l5
USAGE:
　/linkshell5 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 5, regardless of their location.","","",253,0
112,1,0,0,0,0,"/linkshell6","/l6","ALIASES:
　/linkshell6, /l6
USAGE:
　/linkshell6 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 6, regardless of their location.","","",253,0
113,1,0,0,0,0,"/linkshell7","/l7","ALIASES:
　/linkshell7, /l7
USAGE:
　/linkshell7 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 7, regardless of their location.","","",253,0
114,1,0,0,0,0,"/linkshell8","/l8","ALIASES:
　/linkshell8, /l8
USAGE:
　/linkshell8 [message]

→Sends a message to all members of the linkshell you have registered in linkshell slot 8, regardless of their location.","","",253,0
115,1,0,0,0,0,"/freecompany","/fc","ALIASES:
　/freecompany, /fc
USAGE:
　/freecompany [message]

→Sends a message to all members of your free company, regardless of their location. Typing /freecompany or /fc without a message switches the default chat mode to [Free Company].","","",253,0
116,1,0,0,0,0,"/echo","/e","ALIASES:
　/echo, /e
USAGE:
　/echo [message]

→Displays a message that only you can see.","","",253,0
117,1,0,0,0,0,"/yell","/y","ALIASES:
　/yell, /y
USAGE:
　/yell [message]

→Sends a message to all PCs within a large radius. The message will not be displayed if a PC has deselected [Yell] in the chat filter. Typing /yell or /y without a message switches the default chat mode to [Yell].","","",253,0
118,1,0,0,0,0,"/reply","/r","ALIASES:
　/reply, /r
USAGE:
　/r [message]

→Sends a message to the last player from whom you received a /tell.","","",253,0
119,1,0,0,0,0,"/alliance","/a","ALIASES:
　/alliance, /a
USAGE:
　/alliance [message]

→Sends a message to all members of your current alliance, regardless of their location. The message will not be displayed if a PC has deselected [Alliance] in the chat filter. Typing /alliance or /a without a message switches the default chat mode to [Alliance].","","",253,0
121,1,0,0,0,0,"/join","","USAGE:
　/join

→Accepts a party invite.","","",4,0
122,1,0,0,0,0,"/decline","","USAGE:
　/decline

→Declines a party invite.","","",4,0
123,2,0,0,0,0,"/invite","","USAGE:
　/invite “PC name”

→Invites the specified PC to your party. Invites current target when no name is specified.","","",4,0
124,2,0,0,0,0,"/kick","","USAGE:
　/kick “PC name”

→Kicks the specified PC from your party. Kicks current target when no name is specified.","","",4,0
125,2,0,0,0,0,"/leader","","USAGE:
　/leader “PC name”

→Promotes the specified PC to party leader. Promotes current target when no name is specified.","","",4,0
126,2,0,0,0,0,"/leave","","USAGE:
　/leave

→Leave your current party.","","",4,0
131,2,0,0,0,0,"/check","/c","ALIASES:
　/check, /c
USAGE:
　/check “PC name”

→Examines the specified PC. Examines current target when no name is specified.","","",160,0
132,2,0,0,0,0,"/trade","","USAGE:
　/trade

→Initiates a trade with your current target.","","",32,0
133,2,1,2,0,0,"/automove","","USAGE:
　/automove [subcommand]

→Begin moving in the current direction you are facing.

>>Subcommands:
　<72>F201FA</72><73>F201FB</73>on <73>01</73><72>01</72>    Initiate automove.
　<72>F201FA</72><73>F201FB</73>off <73>01</73><72>01</72>    Cancel automove.

Toggle between on and off when no subcommand is specified.","","",36,0
134,2,0,0,0,0,"/follow","","USAGE:
　/follow

→Automatically follow a targeted PC.","","",36,0
136,2,0,0,0,0,"/meldrequest","","USAGE:
　/meldrequest “PC name”

→Sends a materia meld request to the specified PC. Sends request to current target when no name is specified.","","",32,0
141,1,0,0,0,0,"/character","/gear","ALIASES:
　/character, /gear
USAGE:
　/character

→Opens and closes the Character interface.","","",32,0
142,1,0,0,0,0,"/journal","","USAGE:
　/journal

→Opens and closes the quest journal.","","",32,0
143,1,0,0,0,0,"/dutyfinder","/dfinder","ALIASES:
　/dutyfinder, /finder
USAGE:
　/dutyfinder

→Opens and closes the Duty Finder.","/dutyfinder","/finder",32,0
144,1,0,0,0,0,"/armourychest","/armoury","ALIASES:
　/armourychest, /armoury
USAGE: 
　/armourychest

→Opens and closes your Armoury Chest.","","",32,0
145,1,0,0,0,0,"/huntinglog","/hlog","ALIASES:
　/huntinglog, /hlog
USAGE:
　/huntinglog

→Opens and closes the hunting log.","","",32,0
146,1,0,0,0,0,"/craftinglog","/clog","ALIASES:
　/craftinglog, /clog
USAGE:
　/craftinglog

→Opens and closes the crafting log.","","",0,0
147,1,0,0,0,0,"/gatheringlog","/glog","ALIASES:
　/gatheringlog, /glog
USAGE:
　/gatheringlog

→Opens and closes the gathering log.","","",0,0
148,1,0,0,0,0,"/fishinglog","/flog","ALIASES:
　/fishinglog, /flog
USAGE:
　/fishinglog

→Opens and closes the fishing log.","","",32,0
149,1,0,0,0,0,"/achievements","","USAGE:
　/achievements

→Opens the list of in-game FINAL FANTASY XIV achievements.","","",32,0
150,3,1,2,0,0,"/partycmd","/pcmd","ALIASES:
　/partycmd, /pcmd
USAGE:
　/partycmd [subcommand]

→Executes various party commands. Can only be used to display the Party menu or add party members when participating in a cross-world party.

>>Subcommands:
　<72>F201FA</72><73>F201FB</73>join<73>01</73><72>01</72>
　　Accept a party invite.
　<72>F201FA</72><73>F201FB</73>decline<73>01</73><72>01</72>
　　Decline a party invite.
　<72>F201FA</72><73>F201FB</73>add “PC name”<73>01</73><72>01</72>
　　Invite a PC to your party.
　<72>F201FA</72><73>F201FB</73>leave<73>01</73><72>01</72>
　　Leave your current party.
　<72>F201FA</72><73>F201FB</73>kick “PC name”<73>01</73><72>01</72>
　　Oust a PC from your party.
　<72>F201FA</72><73>F201FB</73>breakup <73>01</73><72>01</72>
　　Dissolve your current party.

Opens and closes the Party menu when no subcommand is specified.","","",32,0
