key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
#,,,,,,,,,,,,,,,,,
int32,str,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte,byte
0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"heart berry cake",4,4,10,4,16,4,22,4,0,0,0,0,0,0,0,0
2,"heart berry cake",4,4,7,2,8,2,13,2,14,2,22,4,0,0,0,0
3,"moogle berry cake",4,4,8,2,11,2,14,2,15,2,19,4,0,0,0,0
4,"moogle berry cake",4,4,11,2,10,2,17,2,16,2,19,4,0,0,0,0
5,"chocolate egg berry cake",4,4,9,2,7,2,15,2,17,2,20,4,0,0,0,0
6,"chocolate egg berry cake",4,4,10,2,11,2,16,2,13,2,20,4,0,0,0,0
7,"chocobo berry cake",4,4,7,2,11,2,13,2,15,2,23,4,0,0,0,0
8,"chocobo berry cake",4,4,8,2,9,2,14,2,16,2,23,4,0,0,0,0
9,"cactuar berry cake",4,4,11,2,9,2,17,2,14,2,21,4,0,0,0,0
10,"cactuar berry cake",4,4,9,2,10,2,15,2,16,2,21,4,0,0,0,0
11,"heart cream cake",1,4,7,2,8,2,16,2,14,2,22,4,0,0,0,0
12,"heart cream cake",1,4,8,2,11,2,13,2,14,2,22,4,0,0,0,0
13,"moogle cream cake",1,4,7,4,13,4,19,4,0,0,0,0,0,0,0,0
14,"moogle cream cake",1,4,11,2,10,2,14,2,17,2,19,4,0,0,0,0
15,"chocolate egg cream cake",1,4,9,2,7,2,17,2,13,2,20,4,0,0,0,0
16,"chocolate egg cream cake",1,4,10,2,11,2,15,2,16,2,20,4,0,0,0,0
17,"chocobo cream cake",1,4,7,2,11,2,13,2,16,2,23,4,0,0,0,0
18,"chocobo cream cake",1,4,8,2,9,2,14,2,17,2,23,4,0,0,0,0
19,"cactuar cream cake",1,4,11,2,9,2,17,2,15,2,21,4,0,0,0,0
20,"cactuar cream cake",1,4,9,2,10,2,15,2,13,2,21,4,0,0,0,0
21,"heart chocolate cake",2,4,9,2,10,2,13,2,17,2,22,4,0,0,0,0
22,"heart chocolate cake",2,4,11,2,9,2,14,2,15,2,22,4,0,0,0,0
23,"moogle chocolate cake",2,4,8,2,9,2,17,2,16,2,19,4,0,0,0,0
24,"moogle chocolate cake",2,4,7,2,11,2,15,2,17,2,19,4,0,0,0,0
25,"double chocolate cake",2,4,8,4,14,4,20,4,0,0,0,0,0,0,0,0
26,"double chocolate cake",2,4,10,2,11,2,13,2,15,2,20,4,0,0,0,0
27,"chocobo chocolate cake",2,4,9,2,7,2,14,2,17,2,23,4,0,0,0,0
28,"chocobo chocolate cake",2,4,11,2,10,2,17,2,15,2,23,4,0,0,0,0
29,"cactuar chocolate cake",2,4,8,2,11,2,15,2,17,2,21,4,0,0,0,0
30,"cactuar chocolate cake",2,4,7,2,8,2,16,2,13,2,21,4,0,0,0,0
31,"heart lemon cake",5,4,11,2,10,2,13,2,17,2,22,4,0,0,0,0
32,"heart lemon cake",5,4,8,2,11,2,14,2,17,2,22,4,0,0,0,0
33,"moogle lemon cake",5,4,7,2,8,2,15,2,13,2,19,4,0,0,0,0
34,"moogle lemon cake",5,4,8,2,11,2,14,2,17,2,19,4,0,0,0,0
35,"chocolate egg lemon cake",5,4,10,2,11,2,15,2,17,2,20,4,0,0,0,0
36,"chocolate egg lemon cake",5,4,9,2,7,2,13,2,14,2,20,4,0,0,0,0
37,"chocobo lemon cake",5,4,11,4,17,4,23,4,0,0,0,0,0,0,0,0
38,"chocobo lemon cake",5,4,11,2,9,2,14,2,15,2,23,4,0,0,0,0
39,"cactuar lemon cake",5,4,8,2,9,2,17,2,13,2,21,4,0,0,0,0
40,"cactuar lemon cake",5,4,7,2,11,2,15,2,13,2,21,4,0,0,0,0
41,"heart pistachio cake",3,4,7,2,8,2,16,2,15,2,22,4,0,0,0,0
42,"heart pistachio cake",3,4,8,2,10,2,14,2,13,2,22,4,0,0,0,0
43,"moogle pistachio cake",3,4,10,2,11,2,15,2,13,2,19,4,0,0,0,0
44,"moogle pistachio cake",3,4,9,2,7,2,17,2,16,2,19,4,0,0,0,0
45,"chocolate egg pistachio cake",3,4,11,2,9,2,15,2,14,2,20,4,0,0,0,0
46,"chocolate egg pistachio cake",3,4,8,2,9,2,13,2,16,2,20,4,0,0,0,0
47,"chocobo pistachio cake",3,4,7,2,11,2,16,2,15,2,23,4,0,0,0,0
48,"chocobo pistachio cake",3,4,11,2,10,2,14,2,13,2,23,4,0,0,0,0
49,"cactuar pistachio cake",3,4,9,4,15,4,21,4,0,0,0,0,0,0,0,0
50,"cactuar pistachio cake",3,4,8,2,11,2,16,2,14,2,21,4,0,0,0,0
51,"adventurer special",6,4,12,4,18,4,24,4,0,0,0,0,0,0,0,0
