key,0,1,2,3,4,5
#,Item,Quantity[0],Quantity[1],Quantity[2],GatheringLog,FishingLog
int32,Item,byte,byte,byte,GatheringItem,Row
0,0,0,0,0,0,0
1,5291,5,7,10,0,0
2,5318,5,7,10,0,0
3,4794,5,7,10,0,0
4,4850,5,7,10,0,0
5,5434,5,7,10,0,0
6,5492,5,7,10,0,0
7,4758,5,7,10,0,0
8,5292,5,7,10,0,0
9,4759,5,7,10,0,0
10,5442,5,7,10,0,0
11,5548,5,7,10,0,0
12,5319,5,7,10,0,0
13,4760,5,7,10,0,0
14,5556,5,7,10,0,0
15,4761,5,7,10,0,0
16,5550,5,7,10,0,0
17,5495,5,7,10,0,0
18,4773,5,7,10,0,0
19,5551,5,7,10,0,0
20,5435,5,7,10,0,0
21,5446,5,7,10,0,0
22,5454,5,7,10,0,0
23,5552,5,7,10,0,0
24,5557,5,7,10,0,0
25,5296,5,7,10,0,0
26,5355,5,7,10,0,0
27,5456,5,7,10,0,0
28,4765,5,7,10,0,0
29,4771,5,7,10,0,0
30,5496,5,7,10,0,0
31,5345,5,7,10,0,0
32,5436,5,7,10,0,0
33,5493,5,7,10,0,0
34,5444,5,7,10,0,0
35,5499,5,7,10,0,0
36,4766,5,7,10,0,0
37,5320,5,7,10,0,0
38,5300,5,7,10,0,0
39,5528,5,7,10,0,0
40,4774,5,7,10,0,0
41,6149,5,7,10,0,0
42,4770,5,7,10,0,0
43,5455,5,7,10,0,0
44,5468,5,7,10,0,0
45,5447,5,7,10,0,0
46,5549,5,7,10,0,0
47,5554,5,7,10,0,0
48,5497,5,7,10,0,0
49,4767,5,7,10,0,0
50,5321,5,7,10,0,0
51,5303,5,7,10,0,0
52,5306,5,7,10,0,0
53,5347,5,7,10,0,0
54,5494,5,7,10,0,0
55,5308,5,7,10,0,0
56,5526,5,7,10,0,0
57,5322,5,7,10,0,0
58,5555,5,7,10,0,0
59,5558,5,7,10,0,0
60,5263,5,7,10,0,0
61,4768,5,7,10,0,0
62,4775,5,7,10,0,0
63,5348,5,7,10,0,0
64,5553,5,7,10,0,0
65,4769,5,7,10,0,0
66,5310,5,7,10,0,0
67,5349,5,7,10,0,0
68,5439,5,7,10,0,0
69,5106,15,20,30,75,0
70,2,60,80,100,1,0
71,3,60,80,100,2,0
72,4,60,80,100,3,0
73,5,60,80,100,4,0
74,6,60,80,100,5,0
75,7,60,80,100,6,0
