key,0,1,2,3,4,5
#,Item,GatheringItemLevel,,Quest,,IsHidden
int32,Row,GatheringItemLevelConvertTable,bit&01,Quest,uint32,bit&02
0,0,0,False,0,0,False
1,2,1,True,0,0,False
2,3,1,True,0,0,False
3,4,1,True,0,0,False
4,5,1,True,0,0,False
5,6,1,True,0,0,False
6,7,1,True,0,0,False
7,8,26,True,0,0,False
8,9,26,True,0,0,False
9,10,26,True,0,0,False
10,11,26,True,0,0,False
11,12,26,True,0,0,False
12,13,26,True,0,0,False
13,14,50,True,0,0,False
14,15,50,True,0,0,False
15,16,50,True,0,0,False
16,17,50,True,0,0,False
17,18,50,True,0,0,False
18,19,50,True,0,0,False
19,33233,400,True,0,0,False
20,0,0,False,0,0,False
21,0,0,False,0,0,False
22,0,0,False,0,0,False
23,0,0,False,0,0,False
24,5599,20,True,0,0,False
25,0,0,False,0,0,False
26,0,0,False,0,0,False
27,0,0,False,0,0,False
28,0,0,False,0,0,False
29,5814,28,True,0,0,False
30,5815,28,True,0,0,False
31,5816,28,True,0,0,False
32,5817,28,True,0,0,False
33,5818,28,True,0,0,False
34,5819,28,True,0,0,False
35,5820,28,True,0,0,False
36,5139,35,True,0,0,False
37,5138,34,True,0,0,False
38,5524,19,True,0,0,False
39,5143,44,True,0,0,False
40,5439,50,True,0,0,False
41,5134,31,True,0,0,False
42,5118,51,True,0,0,False
43,5135,33,True,0,0,False
44,5128,7,True,0,0,False
45,5168,39,True,0,0,False
46,5141,38,True,0,0,False
47,5144,37,True,0,0,False
48,5131,17,True,0,0,False
49,5491,24,True,0,0,False
50,5145,41,True,0,0,False
51,5129,18,True,0,0,False
52,5142,36,True,0,0,False
53,5263,46,True,0,0,False
54,5525,40,True,0,0,False
55,5132,17,True,0,0,False
56,5137,32,True,0,0,False
57,5136,33,True,0,0,False
58,5130,16,True,0,0,False
59,6199,51,True,0,0,False
60,5121,51,True,0,0,False
61,5133,7,True,0,0,False
62,5140,45,True,0,0,False
63,5110,9,True,0,0,False
64,5458,49,True,0,0,False
65,5116,47,True,0,0,False
66,5113,25,True,0,0,False
67,5433,8,True,0,0,False
68,5124,10,True,0,0,False
69,5432,5,True,0,0,False
70,5465,19,True,0,0,False
71,5107,6,True,0,0,False
72,5115,43,True,0,0,False
73,5488,3,True,0,0,False
74,5111,14,True,0,0,False
75,5106,1,True,0,0,False
76,5125,28,True,0,0,False
77,5114,34,True,0,0,False
78,5272,42,True,0,0,False
79,5273,51,True,0,0,False
80,5270,22,True,0,0,False
81,5526,40,True,0,0,False
82,5269,14,True,0,0,False
83,5231,30,True,0,0,False
84,5528,26,True,0,0,False
85,6152,51,True,0,0,False
86,5152,23,True,0,0,False
87,5518,12,True,0,0,False
88,5523,27,True,0,0,False
89,5228,13,True,0,0,False
90,5157,25,True,0,0,False
91,5158,51,True,0,0,False
92,5519,15,True,0,0,False
93,5229,20,True,0,0,False
94,5155,21,True,0,0,False
95,5268,11,True,0,0,False
96,5153,23,True,0,0,False
97,5154,24,True,0,0,False
98,5156,24,True,0,0,False
99,5527,29,True,0,0,False
100,5271,33,True,0,0,False
101,4842,40,True,0,0,False
102,4807,36,True,0,0,False
103,5402,9,True,0,0,False
104,5383,8,True,0,0,False
105,5050,2,True,0,0,False
106,4813,30,True,0,0,False
107,5547,51,True,0,0,False
108,4806,21,True,0,0,False
109,5388,24,True,0,0,False
110,5385,12,True,0,0,False
111,5409,31,True,0,0,False
112,5390,32,True,0,0,False
113,4803,9,True,0,0,False
114,5352,10,True,0,0,False
115,4831,10,True,0,0,False
116,5351,6,True,0,0,False
117,4811,17,True,0,0,False
118,4828,4,True,0,0,False
119,6146,42,True,0,0,False
120,5395,51,True,0,0,False
121,5562,35,True,0,0,False
122,4805,14,True,0,0,False
123,5359,29,True,0,0,False
124,5534,6,True,0,0,False
125,4844,39,True,0,0,False
126,4786,18,True,0,0,False
127,5535,23,True,0,0,False
128,4810,16,True,0,0,False
129,5537,51,True,0,0,False
130,5391,37,True,0,0,False
131,5536,44,True,0,0,False
132,5396,5,True,0,0,False
133,5380,3,True,0,0,False
134,5498,2,True,0,0,False
135,5405,20,True,0,0,False
136,5386,19,True,0,0,False
137,5509,1,True,0,0,False
138,4809,7,True,0,0,False
139,5414,47,True,0,0,False
140,5393,46,True,0,0,False
141,5516,5,True,0,0,False
142,4793,38,True,0,0,False
143,4835,23,True,0,0,False
144,4790,32,True,0,0,False
145,4788,27,True,0,0,False
146,4779,13,True,0,0,False
147,4804,13,True,0,0,False
148,5540,13,True,0,0,False
149,4829,11,True,0,0,False
150,5542,24,True,0,0,False
151,4834,16,True,0,0,False
152,4796,19,True,0,0,False
153,5560,12,True,0,0,False
154,4778,13,True,0,0,False
155,4845,41,True,0,0,False
156,4846,48,True,0,0,False
157,4822,26,True,0,0,False
158,4795,11,True,0,0,False
159,5538,11,True,0,0,False
160,4792,39,True,0,0,False
161,4819,25,True,0,0,False
162,4783,14,True,0,0,False
163,5054,45,True,0,0,False
164,4841,39,True,0,0,False
165,5051,11,True,0,0,False
166,4843,35,True,0,0,False
167,4838,35,True,0,0,False
168,5545,51,True,0,0,False
169,5546,51,True,0,0,False
170,6145,22,True,0,0,False
171,4781,15,True,0,0,False
172,4836,24,True,0,0,False
173,4816,51,True,0,0,False
174,6148,51,True,0,0,False
175,4784,15,True,0,0,False
176,4818,12,True,0,0,False
177,6147,51,True,0,0,False
178,4785,16,True,0,0,False
179,4812,21,True,0,0,False
180,5360,34,True,0,0,False
181,5564,42,True,0,0,False
182,4800,51,True,0,0,False
183,4830,14,True,0,0,False
184,4814,36,True,0,0,False
185,5541,18,True,0,0,False
186,4797,22,True,0,0,False
187,4787,18,True,0,0,False
188,5563,20,True,0,0,False
189,4798,33,True,0,0,False
190,4832,15,True,0,0,False
191,4840,37,True,0,0,False
192,5543,33,True,0,0,False
193,4789,28,True,0,0,False
194,4837,32,True,0,0,False
195,6209,51,True,0,0,False
196,4821,25,True,0,0,False
197,5559,30,True,0,0,False
198,5341,11,True,0,0,False
199,5055,49,True,0,0,False
200,4823,11,True,0,0,False
201,4782,13,True,0,0,False
202,5539,12,True,0,0,False
203,4791,34,True,0,0,False
204,4780,15,True,0,0,False
205,4820,17,True,0,0,False
206,4808,11,True,0,0,False
207,4839,34,True,0,0,False
208,4815,43,True,0,0,False
209,4777,12,True,0,0,False
210,5346,31,True,0,0,False
211,4824,11,True,0,0,False
212,5350,51,True,0,0,False
213,5343,14,True,0,0,False
214,5342,12,True,0,0,False
215,7010,45,True,0,0,False
216,5267,11,True,0,0,False
217,5513,10,True,0,0,False
218,5230,17,True,0,0,False
219,7008,31,True,0,0,False
220,5514,13,True,0,0,False
221,7011,33,True,0,0,False
222,7012,50,True,0,0,False
223,7029,20,True,0,0,False
224,7030,20,True,0,0,False
225,7031,20,True,0,0,False
226,7715,16,True,0,0,True
227,7716,12,True,0,0,True
228,7717,13,True,0,0,True
229,7718,13,True,0,0,True
230,7719,13,True,0,0,True
231,7720,18,True,0,0,True
232,7721,25,True,0,0,True
233,7722,27,True,0,0,True
234,7723,28,True,0,0,True
235,7724,51,True,0,0,False
236,7725,7,True,0,0,True
237,7726,11,True,0,0,True
238,7727,16,True,0,0,True
239,7728,17,True,0,0,True
240,7729,21,True,0,0,True
241,7730,36,True,0,0,True
242,7731,42,True,0,0,True
243,7732,43,True,0,0,True
244,7733,51,True,0,0,False
245,7734,51,True,0,0,False
246,7735,11,True,0,0,True
247,7736,12,True,0,0,True
248,7737,14,True,0,0,True
249,7738,23,True,0,0,True
250,7739,24,True,0,0,True
251,7740,24,True,0,0,True
252,7741,31,True,0,0,True
253,7742,32,True,0,0,True
254,7743,33,True,0,0,True
255,7744,40,True,0,0,True
256,7758,30,True,0,0,True
257,7759,46,True,0,0,True
258,7760,55,True,0,0,False
259,7761,30,True,0,0,True
260,7762,46,True,0,0,True
261,7763,55,True,0,0,False
262,7764,30,True,0,0,True
263,7765,46,True,0,0,True
264,7766,55,True,0,0,False
265,7610,55,True,0,0,False
266,7588,70,True,0,0,False
267,7589,70,True,0,0,False
268,5146,70,True,0,0,False
269,7611,55,True,0,0,False
270,7590,70,True,0,0,False
271,7591,70,True,0,0,False
272,7592,70,True,0,0,False
273,7593,70,True,0,0,False
274,7594,70,True,0,0,False
275,7595,70,True,0,0,False
276,8030,70,True,0,0,False
277,5147,70,True,0,0,False
278,5148,70,True,0,0,False
279,5149,70,True,0,0,False
280,5150,70,True,0,0,False
281,5151,70,True,0,0,False
282,8031,70,True,0,0,False
283,5365,70,True,0,0,False
284,8024,70,True,0,0,False
285,5120,80,True,0,0,False
286,5394,80,True,0,0,False
287,9519,80,True,0,0,False
288,9518,80,True,0,0,False
289,10092,50,True,0,0,True
290,10093,90,True,0,0,False
291,10096,90,True,0,0,False
292,10099,55,True,0,0,True
293,10094,31,True,0,0,True
294,10095,55,True,0,0,False
295,10097,31,True,0,0,True
296,10098,55,True,0,0,False
297,5521,30,True,0,0,False
298,5126,80,True,0,0,False
299,12531,120,True,0,0,False
300,12551,130,True,0,0,False
301,12534,130,True,0,0,True
302,12552,125,True,0,0,False
303,12553,120,True,0,0,False
304,12631,133,True,0,0,False
305,12555,136,True,0,0,False
306,12554,136,True,0,0,False
307,12537,136,True,0,0,True
