key,0,1,2,3,4,5,6,7,8,9
#,X,Y,Z,Yaw,Radius,Type,Object,Map,EventId,Territory
int32,single,single,single,single,single,byte,Row,Map,Row,TerritoryType
1034660,8.29875,-2.4873,-6.97339,-1.28505,0.96,8,1000003,1,0,1
1034661,9.65888,-2.06,-2.06,-1.97671,0.96,8,1000004,1,0,1
1034662,-9.04865,-2.06,-0.534058,1.40951,1,8,1000001,1,0,1
1034663,-7.82794,-2.28944,-5.84424,0.616042,0.96,8,1000002,1,0,1
1034664,-5.41699,-2.9399,-10.1168,0.690062,0.96,8,1000005,1,0,1
1052256,45.3939,-2.88381,17.3323,0,1,12,1,1,0,1
1140471,25.04,-8.01103,108.11,1.60836,1,8,1000101,2,0,132
1140490,23.8498,-8,115.923,1.59867,1,8,1000100,2,0,132
1140501,23.6972,-8.07207,100.084,1.56291,1,8,1000102,2,0,132
1141020,29.0379,-19.028,105.486,2.57871,1,8,1000106,2,0,132
1141021,27.1458,-19.028,106.676,-2.21688,1,8,1000107,2,0,132
1141052,32.3222,-0.0500215,70.3156,3.05536,1,8,1000136,2,0,132
1141095,33.7644,-8,118.567,2.88992,1,8,1000139,2,0,132
1141112,142.596,-13.2478,161.944,-2.60114,1,8,1000123,2,0,132
1141113,88.6091,-8.71295,128.649,1.33396,1,8,1000122,2,0,132
1141124,49.805,-1.46606,51.7593,0.449675,1,8,1000146,2,0,132
1141127,-20.2619,-3.25,46.0059,1.63664,1,8,1000148,2,0,132
1141128,-9.72004,-3.25,52.4757,1.01134,1,8,1000149,2,0,132
1141130,-40.6348,-3.25,50.1564,1.55371,1,8,1000151,2,0,132
1141132,-44.8463,-1.26655,56.8398,2.13705,1,8,1000153,2,0,132
1141134,-35.064,-3.2425,45.7047,-2.39184,1,8,1000155,2,0,132
1141143,-77.7697,-3.28353,38.2862,-0.272587,1,8,1000161,2,0,132
1141144,-77.9494,-3.70067,53.1166,2.45379,1,8,1000162,2,0,132
1141151,-75.4815,-0.501378,-5.07031,0.992908,1,8,1000168,2,0,132
