key,0,1,2
#,Trait,Action,Time<ds>
int32,Trait,Action,uint16
0,0,0,0
1,15,32,900
2,20,36,400
3,0,0,0
4,40,82,200
5,0,0,0
6,50,101,1200
7,126,175,1200
8,0,0,0
9,164,1558,1500
10,167,1559,1200
11,169,1560,1500
12,172,1561,1500
13,175,1562,1500
14,178,1563,1500
15,181,1564,400
16,184,1565,900
17,186,1566,1200
18,189,1567,600
19,192,1568,1800
20,194,1569,900
21,197,1570,1500
22,200,1571,1800
23,203,1572,2400
24,205,1573,1800
25,207,1574,600
26,210,1575,1800
27,213,1576,1800
28,216,1577,1200
29,219,1578,1500
30,222,1579,600
31,225,1580,1200
32,227,1581,900
33,230,1582,1800
34,232,1583,1800
35,234,1584,900
36,235,1585,1800
37,247,1588,400
38,250,1589,900
39,253,1587,900
40,254,1586,1500
41,255,1590,1500
42,0,0,0
43,0,0,0
44,0,0,0
45,0,0,0
46,308,1591,900
47,311,1592,1200
48,314,1593,1800
49,316,1594,1200
50,319,1595,900
51,322,1596,600
52,325,1597,1200
53,282,3626,300
