key,0,1
#,Item,Name
int32,Item,str
0,0,""
1,7778,"Master Carpenter I"
2,7779,"Master Blacksmith I"
3,7780,"Master Armorer I"
4,7781,"Master Goldsmith I"
5,7782,"Master Leatherworker I"
6,7783,"Master Weaver I"
7,7784,"Master Alchemist I"
8,7785,"Master Culinarian I"
9,7786,"Master Carpenter: Glamours"
10,7787,"Master Blacksmith: Glamours"
11,7788,"Master Armorer: Glamours"
12,7789,"Master Goldsmith: Glamours"
13,7790,"Master Leatherworker: Glamours"
14,7791,"Master Weaver: Glamours"
15,7792,"Master Alchemist: Glamours"
16,7793,"Master Culinarian: Glamours"
17,8135,"Master Carpenter: Demimateria"
18,8136,"Master Blacksmith: Demimateria"
19,8137,"Master Armorer: Demimateria"
20,8138,"Master Goldsmith: Demimateria"
21,8139,"Master Leatherworker: Demimateria"
22,8140,"Master Weaver: Demimateria"
23,8141,"Master Alchemist: Demimateria"
24,9336,"Master Carpenter II"
25,9337,"Master Blacksmith II"
26,9338,"Master Armorer II"
27,9339,"Master Goldsmith II"
28,9340,"Master Leatherworker II"
29,9341,"Master Weaver II"
30,9342,"Master Alchemist II"
31,9343,"Master Culinarian II"
32,12244,"Master Carpenter III"
33,12245,"Master Blacksmith III"
34,12246,"Master Armorer III"
35,12247,"Master Goldsmith III"
36,12248,"Master Leatherworker III"
37,12249,"Master Weaver III"
38,12250,"Master Alchemist III"
39,12251,"Master Culinarian III"
40,14126,"Master Carpenter IV"
41,14127,"Master Blacksmith IV"
42,14128,"Master Armorer IV"
43,14129,"Master Goldsmith IV"
44,14130,"Master Leatherworker IV"
45,14131,"Master Weaver IV"
46,14132,"Master Alchemist IV"
47,14133,"Master Culinarian IV"
48,17869,"Master Carpenter V"
49,17870,"Master Blacksmith V"
50,17871,"Master Armorer V"
51,17872,"Master Goldsmith V"
52,17873,"Master Leatherworker V"
53,17874,"Master Weaver V"
54,17875,"Master Alchemist V"
55,17876,"Master Culinarian V"
56,22309,"Master Carpenter VI"
57,22310,"Master Blacksmith VI"
58,22311,"Master Armorer VI"
59,22312,"Master Goldsmith VI"
60,22313,"Master Leatherworker VI"
61,22314,"Master Weaver VI"
62,22315,"Master Alchemist VI"
63,22316,"Master Culinarian VI"
