key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,PlaceName,AethernetName,Territory,Level[0],Level[1],Level[2],Level[3],IsAetheryte,,AethernetGroup,,RequiredQuest,Map,Aetherstream{X},Aetherstream{Y},
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,PlaceName,PlaceName,TerritoryType,Level,Level,Level,Level,bit&01,str,byte,bit&02,Quest,Map,int16,int16,byte
0,"aetheryte",0,"aetheryte crystals",0,1,0,0,0,0,0,0,0,0,0,0,False,"Aetheryte",0,False,0,0,0,0,0
1,"Aethernet shard",0,"Aethernet shards",0,1,1,0,0,1,0,1,1360027,3785149,3785150,3785151,True,"Aetheryte",0,False,0,0,0,0,0
2,"",0,"",0,0,1,0,0,52,1384,132,1359064,3661246,3661247,3661248,True,"Aetheryte",2,False,0,2,1560,720,11
3,"",0,"",0,0,1,0,0,94,0,148,1359242,3679309,3679310,3679311,True,"Aetheryte",0,False,0,4,1540,820,12
4,"",0,"",0,0,1,0,0,107,0,152,1359244,3684583,3684585,3684587,True,"Aetheryte",0,False,0,5,1700,820,13
5,"",0,"",0,0,1,0,0,129,0,153,1359648,3684688,3684695,3684710,True,"Aetheryte",0,False,0,6,1580,920,14
6,"",0,"",0,0,1,0,0,123,0,153,1359650,3684714,3684715,3684716,True,"Aetheryte",0,False,0,6,1520,980,15
7,"",0,"",0,0,1,0,0,140,0,154,1359652,3684633,3684671,3684682,True,"Aetheryte",0,False,0,7,1400,720,16
8,"",0,"",0,0,1,0,0,29,738,129,3693843,3693844,3693848,3693849,True,"Aetheryte",1,False,0,12,640,1200,1
9,"",0,"",0,0,1,0,0,40,1383,130,3693863,3693864,3693865,3693866,True,"Aetheryte",3,False,0,13,1260,1380,21
10,"",0,"",0,0,1,0,0,337,0,135,3860373,3860385,3860391,3860399,True,"Aetheryte",0,False,0,16,780,1220,3
11,"",0,"",0,0,1,0,0,206,0,137,3961173,3961180,3961183,3961184,True,"Aetheryte",0,False,0,17,820,1120,4
12,"",0,"",0,0,1,0,0,216,0,137,3961228,3961229,3961230,3961231,True,"Aetheryte",0,False,0,17,780,1040,5
13,"",0,"",0,0,1,0,0,218,0,138,3965407,3965408,3965409,3965410,True,"Aetheryte",0,False,0,18,600,1100,6
