key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
#,Type,Model,Base,Variant,SEPack,,,PapVariation,,,,,,,,,,,,,,
int32,byte,uint16,byte,byte,uint16,byte,bit&01,bit&02,byte,sbyte,bit&04,bit&08,bit&10,bit&20,bit&40,byte,bit&80,byte,byte,single,single,byte
0,1,0,1,1,13001,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0,80
1,2,1,1,1,3073,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.9,60
2,2,2,1,1,3118,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,4.44452,80
3,2,1001,1,1,3070,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.95362,70
4,2,1002,1,1,3069,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.32606,70
5,2,1003,1,1,3071,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.21564,80
6,2,1004,1,1,3072,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.47629,100
7,2,1005,1,1,3058,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.1676,0
8,2,1006,1,1,3060,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.8808,0
9,2,1007,1,1,3119,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.1854,80
10,2,1008,1,1,3120,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.35663,80
11,2,1009,1,1,3121,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,4.3654,100
12,2,1009,1,5,3096,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,4.3654,100
13,2,1009,7,1,3122,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,4.3654,100
14,2,1012,1,1,3074,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.50815,80
15,2,1013,1,1,3098,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.15376,0
16,2,1014,1,1,3123,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.88085,60
17,2,1015,1,1,3017,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.79872,100
18,2,1016,1,1,3099,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.91772,0
19,2,1017,1,1,3092,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.5061,80
20,3,1,1,1,3011,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.10924,100
21,3,1,2,1,3012,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.10924,100
22,3,1,3,1,3012,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.10924,100
23,3,1,3,2,3012,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.10924,100
24,3,2,1,1,3036,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.522338,50
25,3,2,2,1,3036,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.522338,50
26,3,2,2,2,3036,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.522338,50
27,3,2,2,3,3036,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.522338,50
28,3,3,1,1,3043,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.21732,60
29,3,3,1,2,3043,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.21732,60
30,3,3,1,3,3043,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.21732,60
31,3,4,1,1,3005,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.34184,80
32,3,4,1,2,3005,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.34184,80
33,3,4,1,3,3005,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.34184,80
34,3,5,1,1,3087,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.21714,60
35,3,5,1,2,3087,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.21714,60
36,3,6,1,1,3041,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.59005,30
37,3,6,1,2,3041,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.59005,30
38,3,6,1,3,3041,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,0.59005,30
39,3,7,1,1,3050,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.3,10
40,3,7,1,2,3050,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.3,10
41,3,7,1,3,3050,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.3,10
42,3,7,1,4,3050,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.3,10
43,3,7,1,5,3050,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.3,10
44,3,8,1,1,3014,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.26768,80
45,3,8,1,2,3014,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.26768,80
46,3,8,1,3,3014,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.26768,80
47,3,8,1,4,3014,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,2.26768,80
48,3,9,1,1,3024,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.79789,80
49,3,9,1,2,3024,1,False,False,0,0,False,False,False,False,False,100,False,100,0,0,1.79789,80
