key,0,1,2,3,4,5,6,7,8,9
#,BasePlate,TopBorder,BottomBorder,Backing,PatternOverlay,PortraitFrame,PlateFrame,Accent,SortKey,Name
int32,CharaCardBase,CharaCardHeader,CharaCardHeader,CharaCardDecoration,CharaCardDecoration,CharaCardDecoration,CharaCardDecoration,CharaCardDecoration,uint16,str
0,0,0,0,0,0,0,0,0,0,"Custom"
1,2,1,0,11,1,0,0,0,1,"Basic"
2,3,3,3,11,2,0,0,0,2,"Modern"
3,9,8,8,18,0,0,0,0,3,"Stylized"
4,4,3,3,13,3,0,0,0,4,"Pop"
5,5,0,1,11,10,24,0,0,5,"Tank"
6,6,0,1,11,10,25,0,0,7,"DPS"
7,7,0,1,11,10,26,0,0,6,"Healer"
8,6,5,5,20,4,28,35,42,8,"Limsa Lominsa"
9,10,7,7,20,4,28,36,42,9,"Gridania"
10,9,4,4,20,4,28,37,42,10,"Ul'dah"
11,8,9,9,19,9,28,38,49,11,"Frontier"
12,8,10,10,14,9,30,38,44,12,"Adventure"
13,54,11,0,160,0,161,162,163,2500,"Unending Coil of Bahamut"
14,55,12,0,164,0,165,166,167,2501,"Weapon's Refrain"
15,56,13,0,168,0,169,170,171,2502,"Epic of Alexander"
16,57,14,0,172,0,173,174,175,2503,"Dragonsong's Reprise"
17,3,0,0,0,176,177,0,0,2400,"Sil'dihn Subterrane (Variant)"
18,58,15,15,0,0,0,0,179,2315,"Last Dregs"
19,60,0,0,0,0,0,191,0,13,"Circular Geometry"
20,59,0,0,0,180,0,0,194,14,"Café"
21,61,16,16,0,0,0,0,196,15,"Music"
22,63,21,21,0,0,0,0,257,2311,"Dreamspinners"
23,64,22,22,0,0,0,0,258,2312,"Stewards"
24,65,23,23,0,0,0,0,259,2313,"Watts's Anvil"
25,66,24,24,0,0,0,0,260,2314,"Hippo Riders"
26,67,25,25,0,0,0,0,261,2316,"Dreaming Ways"
27,68,26,0,262,0,263,264,265,2504,"Omega Protocol"
28,69,0,0,0,0,296,0,0,2358,"Eureka Orthos"
29,70,0,0,0,0,297,0,0,2359,"Enaretos"
30,71,0,0,0,0,0,298,0,2251,"Four Lords"
31,72,0,0,0,0,0,299,301,2340,"Island Vacation"
32,73,0,0,0,0,0,300,302,2341,"Island Memories"
33,74,27,27,0,0,0,0,333,2308,"Divine Circle"
34,75,28,28,0,0,0,0,334,2309,"Velodyna Gatekeepers"
35,76,29,29,0,0,0,0,335,2310,"Seven Hundred Seventy-Seven"
36,77,0,0,354,0,336,337,338,2250,"End of an Era"
37,78,30,0,0,0,0,339,340,3950,"Ten Year Anniversary"
38,3,0,0,0,341,342,0,0,2401,"Mount Rokkon (Variant)"
39,79,31,0,343,0,344,345,346,2343,"Adventurous Angling"
40,80,32,0,347,0,348,349,350,2344,"Big Fish"
41,81,33,33,351,0,0,352,353,2350,"Mahjong Mastery"
42,82,34,34,0,0,0,0,388,2305,"Gundu"
43,83,35,35,0,0,0,0,389,2306,"Vath"
44,84,36,36,0,0,0,0,390,2307,"Mogmenders"
45,85,37,0,0,0,391,392,393,2252,"Halone's Blessing"
46,86,37,0,0,0,391,392,393,2253,"Menphina's Blessing"
47,87,37,0,0,0,391,392,393,2254,"Thaliak's Blessing"
48,88,37,0,0,0,391,392,393,2255,"Nymeia's Blessing"
49,89,37,0,0,0,391,392,393,2256,"Llymlaen's Blessing"
50,90,37,0,0,0,391,392,393,2257,"Oschon's Blessing"
51,91,37,0,0,0,391,392,393,2258,"Byregot's Blessing"
52,92,37,0,0,0,391,392,393,2259,"Rhalgr's Blessing"
53,93,37,0,0,0,391,392,393,2260,"Azeyma's Blessing"
54,94,37,0,0,0,391,392,393,2261,"Nald'thal's Blessing"
55,95,37,0,0,0,391,392,393,2262,"Nophica's Blessing"
56,96,37,0,0,0,391,392,393,2263,"Althyk's Blessing"
57,97,38,0,0,0,394,395,0,2242,"Tataru's Bespoke"
58,3,0,0,0,396,397,0,0,2402,"Aloalo Island (Variant)"
59,98,39,0,398,0,399,400,401,2351,"Wondrous Whimsy"
60,99,40,0,402,0,403,404,405,2352,"Fantastic Faux"
61,100,41,0,406,0,0,0,0,3951,"Blunderful"
62,101,42,0,407,0,0,0,0,3952,"Blunderous"
63,102,43,0,408,0,0,0,0,3953,"Blunder-villed"
64,103,44,0,409,0,0,410,411,3954,"Yo-kai Watch"
65,104,45,45,0,0,0,0,452,2302,"789th Order"
66,105,46,46,0,0,0,0,453,2301,"Little Solace"
67,106,47,47,0,0,0,0,454,2300,"Brotherhood of Ash"
68,107,48,48,0,0,0,0,455,2303,"Novv's Clutch"
69,108,49,49,0,0,0,0,456,2304,"Ehcatl Nine"
70,109,50,0,457,0,458,459,0,1036,"Crimson Dawn"
71,110,51,0,460,0,461,462,0,1037,"Golden Dawn"
72,111,52,0,463,0,464,465,0,1038,"Dark Solution"
73,112,53,0,466,0,467,468,0,1039,"Bright Solution"
74,114,55,0,497,0,498,499,0,1020,"Heavens' Orthodoxy"
75,115,56,0,500,0,501,502,0,1021,"Heavens' Heresy"
76,116,57,0,503,0,504,505,0,1022,"Idyll Wisdom"
77,117,58,0,506,0,507,508,0,1023,"Idyll Industry"
78,118,59,0,509,0,510,511,0,1024,"Kugane Commerce"
79,119,60,0,512,0,513,514,0,1025,"Kugane Leisure"
80,120,61,0,515,0,516,517,0,1026,"Western Reach"
81,121,62,0,518,0,519,520,0,1027,"Eastern Reach"
82,122,63,0,521,0,522,523,0,1028,"Exarchic Dome"
83,123,64,0,524,0,525,526,0,1029,"Exarchic Tower"
84,124,65,0,527,0,528,529,0,1030,"Eulmoran Comfort"
85,125,66,0,530,0,531,532,0,1031,"Eulmoran Glory"
86,126,67,0,533,0,534,535,0,1032,"Sharlayan Stoa"
87,127,68,0,536,0,537,538,0,1033,"Sharlayan Agora"
88,128,69,0,539,0,540,541,0,1034,"Hannish Radiance"
89,129,70,0,542,0,543,544,0,1035,"Hannish Wonders"
90,113,54,54,0,0,0,0,496,2317,"Turali Travel Agency"
91,130,71,0,575,0,576,577,578,2505,"Futures Rewritten"
92,131,72,72,0,0,0,0,579,2318,"Gok Golma"
93,132,0,0,0,0,580,0,0,2354,"Deadly Welcome"
94,133,0,0,0,0,581,0,0,2355,"Deadly Descent"
95,134,0,0,0,0,582,0,0,2356,"Victory-on-High"
96,135,0,0,0,0,583,0,0,2357,"Ascension-on-High"
97,136,73,0,584,0,585,586,0,2403,"Occult Crescent"
98,137,74,0,587,0,0,588,589,2342,"Cosmic Exploration"
99,0,0,0,0,0,0,0,0,0,""
100,0,0,0,0,0,0,0,0,0,""
101,0,0,0,0,0,0,0,0,0,""
102,0,0,0,0,0,0,0,0,0,""
103,0,0,0,0,0,0,0,0,0,""
104,0,0,0,0,0,0,0,0,0,""
105,0,0,0,0,0,0,0,0,0,""
106,0,0,0,0,0,0,0,0,0,""
107,0,0,0,0,0,0,0,0,0,""
108,0,0,0,0,0,0,0,0,0,""
109,0,0,0,0,0,0,0,0,0,""
110,0,0,0,0,0,0,0,0,0,""
