key,0,1,2,3,4,5,6,7,8,9,10,11
#,GatheringLevel,,TerritoryType,X,Y,Radius,,PlaceName,,GatheringPointBase,,
int32,byte,bit&01,TerritoryType,int16,int16,uint16,byte,PlaceName,byte,GatheringPointBase,uint16,uint16
0,65,False,613,1578,1434,800,2,2511,0,464,0,0
1,65,False,613,1344,516,600,2,2512,1,465,0,0
2,65,False,613,828,964,600,2,2513,2,466,0,0
3,65,False,613,768,1180,600,2,2514,3,467,0,0
4,65,False,613,192,1802,600,2,2515,4,468,0,0
5,70,False,613,1892,264,600,2,2516,5,472,0,0
6,65,False,614,704,1824,600,2,2517,6,469,0,0
7,65,False,614,1022,1782,600,2,2518,7,470,0,0
8,65,False,614,1688,1776,600,2,2519,8,471,0,0
9,70,False,614,444,1660,600,2,2520,9,473,0,0
10,70,False,614,496,484,600,2,2521,10,474,0,0
11,70,False,622,900,1100,600,2,2522,11,475,0,0
12,70,False,622,1100,1100,600,4,2523,12,476,0,0
13,70,False,621,644,880,600,2,2524,13,477,0,0
14,70,False,621,990,1100,600,2,2525,14,478,0,0
15,70,False,621,1180,1350,600,2,2526,15,479,0,0
