key,0,1,2,3,4,5,6,7,8,9,10,11,12
#,,,,,,Item,Category[0],Category[1],Category[2],Category[3],Text[0],Text[1],
int32,bit&01,uint16,uint16,bool,bool,Item,uint16,uint16,uint16,uint16,CSBonusTextData,CSBonusTextData,byte
0,False,0,0,False,False,0,0,0,0,0,0,0,1
1,False,0,0,False,False,0,0,0,0,0,0,0,1
2,True,2,4,True,False,41305,1,2,3,4,1,2,26
3,True,2,4,True,False,0,0,0,0,0,0,0,1
4,True,2,4,True,True,41306,5,6,7,8,1,3,27
5,True,2,4,True,True,0,0,0,0,0,0,0,1
6,False,2,4,True,True,0,0,0,0,0,0,0,1
7,False,0,0,False,False,0,0,0,0,0,0,0,1
8,True,8,0,True,False,41786,9,10,11,12,1,4,26
9,True,8,0,True,False,0,0,0,0,0,0,0,1
10,False,0,0,False,False,0,0,0,0,0,0,0,0
