key,0,1,2
#,Fish,IKDContentBonus,
int32,FishParameter,IKDContentBonus,byte
0,0,0,0
1,828,0,0
2,829,0,0
3,830,15,0
4,831,0,0
5,832,0,0
6,833,0,0
7,834,0,0
8,835,0,0
9,836,0,0
10,837,0,0
11,838,0,0
12,839,0,0
13,840,0,0
14,841,14,0
15,842,0,0
16,843,20,0
17,844,20,0
18,845,0,0
19,846,0,0
20,857,20,0
21,848,0,0
22,849,0,0
23,850,16,0
24,851,21,0
25,852,13,0
26,853,0,0
27,854,0,0
28,855,0,0
29,856,0,0
30,847,14,0
31,858,0,0
32,859,0,0
33,860,0,0
34,861,0,0
35,862,0,0
36,863,0,0
37,864,13,0
38,865,0,0
39,866,14,0
40,867,14,0
41,868,0,0
42,869,0,0
43,870,0,0
44,871,0,0
45,872,0,0
46,873,15,0
47,874,0,0
48,875,0,0
49,876,0,0
50,877,0,0
51,878,0,0
52,879,16,0
53,880,16,0
54,881,0,0
55,882,0,0
56,883,14,0
57,884,20,0
58,885,0,0
59,886,14,0
60,887,0,0
61,888,0,0
62,889,0,0
63,890,0,0
64,891,0,0
65,892,0,0
66,893,21,0
67,894,0,0
68,895,13,0
69,896,15,0
70,897,0,0
71,898,14,0
72,899,0,0
73,900,0,0
74,901,0,0
75,902,0,0
76,903,0,0
77,904,0,0
78,905,0,0
79,906,0,0
80,907,0,0
81,933,21,0
82,934,0,0
83,935,20,0
84,942,0,22
85,943,0,0
86,944,0,0
87,951,0,0
88,952,0,0
89,987,0,0
90,957,0,0
91,936,21,0
92,937,0,0
93,938,0,0
94,945,0,0
95,946,21,0
96,947,0,0
97,953,0,0
98,954,0,0
99,988,0,0
100,958,0,0
101,939,20,0
102,940,0,0
103,941,15,0
104,948,20,0
105,949,0,0
106,950,0,0
107,955,14,0
108,956,0,0
109,989,0,0
110,959,0,0
111,960,21,0
112,961,20,0
113,962,0,0
114,963,0,0
115,964,0,0
116,965,0,22
117,966,0,0
118,967,0,0
119,968,0,0
120,990,0,0
121,969,21,0
122,970,0,0
123,971,0,22
124,972,0,0
125,973,0,0
126,974,21,0
127,975,0,0
128,976,0,0
129,977,14,0
130,991,0,0
131,978,20,0
132,979,0,0
133,980,0,0
134,981,0,0
135,982,20,0
136,983,0,0
137,984,0,22
138,985,0,0
139,986,0,0
140,992,0,0
