key,0,1,2,3,4,5,6
#,,List,,Priority,Icon,,Name
int32,bit&01,bit&02,bit&04,byte,Image,int32,str
0,False,False,False,0,0,0,""
1,True,False,False,0,61532,0,"Game QA"
2,True,False,False,0,61524,0,"Game Master"
3,False,False,False,0,61532,0,"Game Master"
4,False,False,False,0,61533,3586,"Event Participant"
5,False,False,False,0,61503,3588,"Disconnected"
6,False,True,False,1,61501,0,"Waiting for Friend List Approval"
7,False,True,False,2,61501,0,"Waiting for Linkshell Approval"
8,False,True,False,3,61501,0,"Waiting for Free Company Approval"
9,False,True,False,4,61502,0,"Not Found"
10,False,True,False,5,61504,0,"Offline"
11,False,True,False,6,61542,3593,"Battle Mentor"
12,False,True,False,7,61509,3589,"Busy"
13,False,True,False,8,61510,0,"PvP"
14,False,True,False,9,61539,0,"Playing Triple Triad"
15,True,True,False,10,61508,0,"Viewing Cutscene"
16,False,True,False,12,61534,0,"Using a Chocobo Porter"
17,True,True,False,13,61511,0,"Away from Keyboard"
18,True,True,False,14,61546,0,"Camera Mode"
19,False,True,False,15,61512,0,"Looking for Repairs"
20,False,True,False,16,61513,0,"Looking to Repair"
21,False,True,True,17,61514,0,"Looking to Meld Materia"
22,False,True,False,18,61545,3587,"Role-playing"
23,False,True,False,19,61515,0,"Looking for Party"
24,False,True,False,20,61516,0,"Sword for Hire"
25,False,True,False,21,61517,3596,"Waiting for Duty Finder"
26,False,True,False,22,61536,0,"Recruiting Party Members"
27,False,True,False,31,61540,3592,"Mentor"
28,False,True,False,32,61542,3593,"PvE Mentor"
29,False,True,False,33,61543,3594,"Trade Mentor"
30,False,True,False,34,61544,3595,"PvP Mentor"
31,False,True,False,35,61547,3591,"Returner"
32,False,True,False,36,61523,3590,"New Adventurer"
33,False,True,False,23,61518,0,"Alliance Leader"
34,False,True,False,24,61519,0,"Alliance Party Leader"
35,False,True,False,25,61520,0,"Alliance Party Member"
36,False,True,False,26,61521,0,"Party Leader"
37,False,True,False,27,61522,0,"Party Member"
38,False,True,True,28,61961,0,"Party Leader (Cross-world)"
39,False,True,True,29,61962,0,"Party Member (Cross-world)"
40,False,True,False,30,61535,0,"Another World"
41,False,False,False,0,61506,0,"Sharing Duty"
42,False,False,False,0,61507,0,"Similar Duty"
43,False,True,False,11,61510,0,"In Duty"
44,False,True,False,38,61525,0,"Trial Adventurer"
45,False,False,False,0,0,0,"Free Company"
46,False,False,False,0,0,0,"Grand Company"
47,False,True,False,37,61505,0,"Online"
