key,0,1,2,3
#,,,,Item
int32,uint16,byte,byte,Item
0,0,0,0,0
1,101,4,0,14071
2,101,4,1,14072
3,101,4,2,14073
4,101,4,3,14074
5,101,4,4,14075
6,101,4,5,14076
7,101,4,6,14077
8,101,4,7,14078
9,101,4,8,14079
10,102,4,0,16017
11,102,4,1,16018
12,102,4,2,16019
13,102,4,3,16020
14,102,4,4,16021
15,102,4,5,16022
16,102,4,6,16023
17,102,4,7,16024
18,102,4,8,16025
19,106,4,0,17048
20,106,4,1,17049
21,106,4,2,17050
22,106,4,3,17051
23,106,4,4,17052
24,106,4,5,17053
25,106,4,6,17054
26,106,4,7,17055
27,106,4,8,17056
28,107,4,0,17997
29,107,4,1,17998
30,107,4,2,17999
31,107,4,3,18000
32,107,4,4,18001
33,107,4,5,18002
34,107,4,6,18003
35,107,4,7,18004
36,107,4,8,18005
37,105,4,0,20796
38,105,4,1,20797
39,105,4,2,20798
40,105,4,3,20799
41,105,4,4,20800
42,105,4,5,20801
43,105,4,6,20802
44,105,4,7,20803
45,105,4,8,20804
46,103,4,0,21876
47,103,4,1,21877
48,103,4,2,21878
49,103,4,3,21879
50,103,4,4,21880
51,103,4,5,21881
52,103,4,6,21882
53,103,4,7,21883
54,103,4,8,21884
55,109,4,0,22590
56,109,4,1,22591
57,109,4,2,22592
58,109,4,3,22593
59,109,4,4,22594
60,109,4,5,22595
61,109,4,6,22596
62,109,4,7,22597
63,109,4,8,22598
64,104,4,0,24166
65,104,4,1,24167
66,104,4,2,24168
67,104,4,3,24169
68,104,4,4,24170
69,104,4,5,24171
70,104,4,6,24172
71,104,4,7,24173
72,104,4,8,24174
73,108,4,0,24542
74,108,4,1,24543
75,108,4,2,24544
76,108,4,3,24545
77,108,4,4,24546
78,108,4,5,24547
79,108,4,6,24548
80,108,4,7,24549
81,108,4,8,24550
82,110,4,0,27321
83,110,4,1,27322
84,110,4,2,27323
85,110,4,3,27324
86,110,4,4,27325
87,110,4,5,27326
88,110,4,6,27327
89,110,4,7,27328
90,110,4,8,27329
91,112,4,0,28176
92,112,4,1,28177
93,112,4,2,28178
94,112,4,3,28179
95,112,4,4,28180
96,112,4,5,28181
97,112,4,6,28182
98,112,4,7,28183
99,112,4,8,28184
100,113,4,0,28948
101,113,4,1,28949
102,113,4,2,28950
103,113,4,3,28951
104,113,4,4,28952
105,113,4,5,28953
106,113,4,6,28954
107,113,4,7,28955
108,113,4,8,28956
109,115,4,0,30366
110,115,4,1,30367
111,115,4,2,30368
112,115,4,3,30369
113,115,4,4,30370
114,115,4,5,30371
115,115,4,6,30372
116,115,4,7,30373
117,115,4,8,30374
118,114,4,0,32813
119,114,4,1,32814
120,114,4,2,32815
121,114,4,3,32816
122,114,4,4,32817
123,114,4,5,32818
124,114,4,6,32819
125,114,4,7,32820
126,114,4,8,32821
127,116,4,0,33307
128,116,4,1,33308
129,116,4,2,33309
130,116,4,3,33310
131,116,4,4,33311
132,116,4,5,33312
133,116,4,6,33313
134,116,4,7,33314
135,116,4,8,33315
136,118,4,0,35745
