key,0,1,2,3,4
#,,,,,
int32,uint32,uint32,uint32,uint32,uint32
0,0,0,0,0,0
1,6264186,0,0,0,1
2,6264249,0,0,0,1
3,6264252,0,0,0,1
4,6264254,0,1,0,0
5,6264256,6279532,0,6279534,6279564
6,6264258,0,0,6279538,6279537
7,6264260,0,6279529,6279530,6279557
8,6264262,1,0,0,0
9,6264264,0,1,0,0
10,6264266,6279552,6279551,6279561,6279559
11,6264268,6279556,6279555,6279553,6279554
12,6264270,6279539,6279540,6279560,6279562
13,6264272,1,0,0,0
14,6264274,0,1,0,0
15,6264277,6279550,0,6279558,6279548
16,6264279,0,0,6279544,6279546
17,6264281,0,6279542,6279563,6279543
18,6264283,1,0,0,0
19,6264285,0,0,1,0
20,6264287,0,0,1,0
21,6264289,0,0,1,0
100,0,0,0,0,0
101,6276707,0,0,0,1
102,6276708,0,0,0,1
103,6276709,0,0,0,1
104,6276710,0,1,0,0
105,6276711,6288958,6288959,6288961,0
106,6276712,6288979,6288978,6288980,0
107,6276713,6288962,6288963,6288965,6288964
108,6276714,1,0,0,0
109,6276715,0,1,0,0
110,6276716,6288954,6288955,0,6288957
111,6276717,6288982,6288983,0,0
112,6276718,6288974,6288975,6288976,0
113,6276719,1,0,0,0
114,6276720,0,1,0,0
115,6276721,6288968,6288966,6288967,6288969
116,6276722,6288986,6288987,0,6288989
117,6276723,6288972,6288970,0,6288973
118,6276724,1,0,0,0
119,6276725,0,0,1,0
120,6276726,0,0,1,0
121,6276727,0,0,1,0
200,0,0,0,0,0
201,6354031,0,0,0,1
202,6354035,0,0,0,1
203,6354195,0,0,0,1
204,6354198,0,1,0,0
205,6354200,6288807,6288873,6288874,0
206,6354202,6288872,6288878,6288870,6288871
207,6354203,6288875,6288876,6288877,0
208,6354206,1,0,0,0
209,6354207,0,1,0,0
210,6354209,6288856,6288857,0,0
211,6354210,6288852,6288853,6288855,6288854
212,6354215,6288869,6288868,0,0
213,6354216,1,0,0,0
214,6354219,0,1,0,0
215,6354222,6288858,6288859,0,6288860
216,6354225,6288861,6288863,6288864,6288862
217,6354227,6288867,6288866,0,6288865
218,6354228,1,0,0,0
219,6354231,0,0,1,0
220,6354233,0,0,1,0
221,6354235,0,0,1,0
300,0,0,0,0,0
301,6354414,0,0,0,1
302,6354421,0,0,0,1
303,6354441,0,0,0,1
304,6354444,0,1,0,0
305,6354448,6288820,0,6288823,6288822
306,6354450,0,6288840,6288842,0
307,6354453,6288824,6288825,6288827,6288826
308,6354457,1,0,0,0
309,6354461,0,1,0,0
310,6354463,6288816,6288817,6288818,6288819
311,6354469,6288844,6288845,0,0
312,6354473,6288836,6288837,6288838,6288839
313,6354476,1,0,0,0
314,6354477,0,1,0,0
315,6354482,6288830,6288828,6288829,6288831
316,6354483,6288848,0,0,6288851
317,6354485,0,6288832,6288833,6288835
318,6354491,1,0,0,0
319,6354496,0,0,1,0
320,6354499,0,0,1,0
321,6354500,0,0,1,0
400,0,0,0,0,0
401,6388346,0,0,0,1
402,6388347,0,0,0,1
403,6388348,0,0,0,1
404,6388349,0,1,0,0
405,6388350,6288879,6288945,6288946,0
406,6388351,6288944,6288950,6288942,6288943
407,6388352,6288947,6288948,6288949,0
408,6388353,1,0,0,0
409,6388354,0,1,0,0
410,6388355,6288928,6288929,0,0
411,6388356,6288924,6288925,6288927,6288926
412,6388357,6288941,6288940,0,0
413,6388358,1,0,0,0
414,6388359,0,1,0,0
415,6388360,6288930,6288931,0,6288932
416,6388361,6288933,6288935,6288936,6288934
417,6388362,6288939,6288938,0,6288937
418,6388363,1,0,0,0
419,6388364,0,0,1,0
420,6388365,0,0,1,0
421,6388366,0,0,1,0
500,0,0,0,0,0
501,6388388,0,0,0,1
502,6388389,0,0,0,1
503,6388390,0,0,0,1
504,6388391,0,1,0,0
505,6388392,6288892,6288893,6288895,6288894
506,6388393,6288913,0,6288914,0
507,6388394,0,6288897,6288899,6288898
508,6388395,1,0,0,0
509,6388396,0,1,0,0
